,open,high,low,close,adjclose,volume
2018-01-02,58.50549688339233,59.53817415237426,58.38399953842163,59.43624563217163,56.36485624313354,11242535.0
2018-01-03,59.748044586181635,60.148071098327634,59.39731950759888,59.80503196716309,56.71166915893555,9093875.0
2018-01-04,59.88387432098389,60.19452667236328,59.598686313629145,59.9359676361084,56.829681396484375,8289644.999999999
2018-01-05,60.52601137161255,60.89181909561157,60.22317552566528,60.60115041732789,57.46720342636108,7917820.0
2018-01-08,60.2951789855957,60.785333919525144,60.02365579605103,60.55117244720458,57.40714817047118,5935870.0
2018-01-09,60.408605003356925,60.7253056526184,60.08310222625732,60.359937477111814,57.22371768951415,8159494.999999999
2018-01-10,60.04650325775146,60.16782283782959,59.62402896881104,59.87241907119751,56.74547472000122,8764980.0
2018-01-11,59.84089221954346,60.033926200866695,59.40512046813965,59.646391773223876,56.508361148834226,7398330.0
2018-01-12,59.73417844772338,60.45992393493652,59.67018117904663,60.361751270294185,57.20820817947388,7004030.0
2018-01-16,60.10928106307983,60.601098251342776,59.50677824020385,59.7755407333374,56.63255138397217,14351640.0
2018-01-17,59.70572023391724,60.41114349365234,59.35101051330566,60.320205211639404,57.13743963241576,12655490.0
2018-01-18,60.607556915283205,60.92276830673218,60.492822933197026,60.77198791503906,57.58484954833984,11764055.0
2018-01-19,60.92457332611083,61.027112579345705,60.368421077728264,60.69733734130859,57.5055290222168,9399160.0
2018-01-22,60.549093627929686,61.14380331039429,60.309846782684325,61.048620605468756,57.83026542663575,6999380.0
2018-01-23,61.15884656906128,61.43122072219848,60.97484693527221,61.22014989852905,57.98882398605346,7996095.0
2018-01-24,61.432051277160646,61.60909175872803,60.6887801170349,60.92033185958862,57.7108473777771,13451885.0
2018-01-25,61.231606864929205,61.321605110168456,60.653891468048094,60.84547290802002,57.640438652038576,9454990.0
2018-01-26,61.09046268463135,61.62499046325683,60.92536287307738,61.5635404586792,58.31575984954834,7502030.0
2018-01-29,61.52574863433838,61.66199827194214,61.140500831604,61.275997924804685,58.05423088073731,20063545.0
2018-01-30,60.781000137329094,61.05149736404419,60.39750165939331,60.5705018043518,57.374130725860596,11166495.0
2018-01-31,60.83649759292602,60.993998432159415,60.169499969482416,60.62799777984619,57.41132259368896,11871330.0
2018-02-01,60.24349784851074,60.84549827575684,59.89250178337097,60.33450112342834,57.1236334323883,13403940.0
2018-02-02,59.551998662948606,59.78100233078002,58.584000921249384,58.665002441406244,55.537691116333,16921235.0
2018-02-05,58.005997610092166,58.953497648239136,56.30549879074097,56.42400088310242,53.40706515312195,36358650.0
2018-02-06,55.80500001907348,58.175999832153316,55.50549964904784,57.99849896430968,54.90875935554504,33042399.999999996
2018-02-07,58.01000204086303,58.68150033950806,57.454501676559445,57.5655017375946,54.51034083366394,18110805.0
2018-02-08,57.83050212860107,57.97599835395813,55.640001010894764,55.69974861145019,52.75247955322265,20276970.0
2018-02-09,56.46949872970581,57.19400091171265,54.813000726699826,56.76599941253662,53.75713634490967,26134600.0
2018-02-12,57.298749399185176,57.97400012016296,56.9135013103485,57.649998807907096,54.59539561271667,13143110.0
2018-02-13,57.372751998901364,57.88549847602844,57.139500761032096,57.72050147056579,54.65902304649352,7071430.0
2018-02-14,57.570250797271726,59.01569776535034,57.52500004768372,58.90249757766723,55.7947060585022,12232305.0
2018-02-15,59.49050102233887,60.249498939514154,58.751001834869385,60.127499389648435,56.968639755249015,9890525.0
2018-02-16,59.85600128173828,60.69800119400025,59.756501293182374,59.93200006484985,56.77663278579712,8171190.0
2018-02-20,60.020497417449945,60.760497379302976,59.8899977684021,60.30849866867065,57.15098791122437,12901455.0
2018-02-21,60.225000095367434,60.72399997711181,59.65050201416016,59.68399848937988,56.5445671081543,11102805.0
2018-02-22,59.73700075149536,60.11099996566772,59.37399778366088,59.627499294280994,56.484278392791744,8702380.0
2018-02-23,60.142001819610584,60.84050064086913,59.929498958587644,60.67850036621093,57.477916336059565,8008970.0
2018-02-26,61.02350101470947,61.61150026321411,60.92800149917602,61.54800033569336,58.30381774902344,8195989.999999999
2018-02-27,61.66824951171874,61.92449922561646,61.04250249862671,61.06650257110596,57.85156536102294,9498900.0
2018-02-28,61.303002548217776,61.54699773788452,60.58300285339355,60.643498706817624,57.448058414459226,10983455.0
2018-03-01,60.7525013923645,61.003497409820554,59.41949920654297,59.90400075912475,56.76117010116576,15371134.999999998
2018-03-02,59.32624912261963,60.43599987030029,59.084999084472656,60.320000076293944,57.152090072631836,13810480.0
2018-03-05,60.204000091552736,61.14899911880493,60.01749935150147,60.9265022277832,57.73081970214843,8149689.999999999
2018-03-06,61.08125143051147,61.185498523712155,60.58350086212158,60.81499767303467,57.61339206695557,7736180.0
2018-03-07,60.42925157546997,61.16900100708008,60.055501508712766,60.82800130844115,57.6110255241394,8968635.0
2018-03-08,60.96100029945373,61.17400131225586,60.59549770355224,61.03899793624877,57.809377574920646,6075975.0
2018-03-09,61.21850190162659,61.94750127792358,61.13599867820739,61.8695013999939,58.587287807464605,9305520.0
2018-03-12,62.13100109100342,62.35350146293639,61.85599908828735,62.047002601623525,58.755447578430164,9930175.0
2018-03-13,62.32799739837646,62.53249745368957,61.202500343322754,61.42649874687194,58.167484235763546,10069635.0
2018-03-14,61.570497608184816,61.67200107574463,60.895001363754275,61.159250640869146,57.90230445861816,10551515.0
2018-03-15,61.1509979724884,61.51399827003479,60.86549816131591,61.204501104354854,57.94600806236267,8669925.0
2018-03-16,61.188752222061154,61.47500228881836,60.94299750328064,61.12000026702881,58.01722660064697,9089525.0
2018-03-19,60.60074963569641,60.791499614715576,59.59899878501892,60.021002483367916,56.9714129447937,14410215.0
2018-03-20,59.93774824142456,60.38049955368042,59.73849954605102,60.15499792098999,57.107210826873775,7099230.0
2018-03-21,60.09600234031677,60.716001701354976,59.66000032424926,59.95850067138671,56.92610473632812,8276324.999999999
2018-03-22,59.30600118637084,59.63250036239624,58.52599859237671,58.6095006942749,55.64346446990967,15211314.999999998
2018-03-23,58.528999948501585,58.78999876976013,57.28149986267089,57.358499383926386,54.459609460830684,15041145.0
2018-03-26,58.204997301101685,59.079498243331905,57.402500534057616,58.89050087928772,55.898567056655885,18257975.0
2018-03-27,59.17399783134461,59.30799837112426,56.89300146102905,57.29150128364564,54.38047337532044,21457005.0
2018-03-28,57.18250041007995,57.7674994468689,56.57450013160705,56.87650084495544,53.982177495956414,19396825.0
2018-03-29,57.127000331878655,58.21099972724914,56.72150259017944,57.67649869918823,54.73292188644409,13199120.0
2018-04-02,57.46575264930725,57.84499816894531,55.998000907897946,56.6530002117157,53.77794756889343,18762410.0
2018-04-03,57.040747451782224,57.462499427795414,56.356000089645384,57.304998302459715,54.40650777816772,13234950.0
2018-04-04,56.28900098800658,57.94349994659423,56.065998935699454,57.68199954032898,54.749109220504764,13244595.0
2018-04-05,58.02999825477599,58.221997308731076,57.43500056266784,57.87350282669067,54.93073282241821,11988420.0
2018-04-06,57.369002437591554,57.81950120925904,56.43100018501282,56.65800204277038,53.775998640060415,14696695.0
2018-04-09,57.05149760246277,58.01199817657471,56.96750092506409,57.0525020122528,54.15133280754089,8010539.999999999
2018-04-10,57.8227499961853,58.496002340316764,57.53799939155579,58.285499525070186,55.32380480766296,11327620.0
2018-04-11,58.00850214958191,58.55249772071838,57.93099975585937,58.09950008392333,55.15267658233642,6445380.0
2018-04-12,58.524502706527706,59.0390013217926,58.330999469757074,58.76350078582764,55.78717365264893,8110009.999999999
2018-04-13,59.209499788284305,59.28849925994873,58.464499664306636,58.77899990081788,55.811170005798346,8563605.0
2018-04-16,59.13074898719787,59.36000127792359,58.720999717712395,59.096501541137684,56.10918235778808,7221645.0
2018-04-17,59.54549899101257,60.19650073051452,59.2715018749237,59.87299995422362,56.837978744506835,11182480.0
2018-04-18,59.981250286102295,60.13900108337402,59.55500259399414,59.9454997062683,56.918364620208735,7281555.0
2018-04-19,59.6634991645813,59.78699917793274,59.229501247406006,59.45199937820434,56.454104709625234,9448825.0
2018-04-20,59.42800183296204,59.52649869918823,58.65150032043457,58.96449956893921,56.00312948226929,11991595.0
2018-04-23,59.19099941253662,59.37300105094909,58.55250253677367,58.84450073242188,55.892625427246095,13751505.0
2018-04-24,59.24549865722656,59.45999937057495,57.79949913024902,58.26899976730346,55.36145009994506,13059795.0
2018-04-25,58.17824892997742,58.29150199890137,57.22199983596801,58.00150146484375,55.09377250671387,11797695.0
2018-04-26,58.57099924087523,59.118497800827015,58.29450187683105,58.88350172042846,55.9299536705017,12054625.0
2018-04-27,59.42149877548218,59.515001106262204,58.52850031852722,58.82399940490723,55.87471313476562,9725645.0
2018-04-30,59.02799835205078,59.36900053024292,58.46999812126159,58.57949934005737,55.646524715423574,6472755.0
2018-05-01,58.40750193595886,59.081999683380126,58.1939995765686,58.984999036788935,56.030571317672724,6936800.0
2018-05-02,59.271497821807856,59.497497653961176,58.73799777030944,58.848999357223505,55.8969958782196,9637415.0
2018-05-03,58.72300276756286,59.35000014305114,58.30600142478942,59.10500035285949,56.146612215042104,11493330.0
2018-05-04,58.97325029373169,60.1779983997345,58.86399927139282,60.0725019454956,57.0657148361206,7982454.999999999
2018-05-07,60.22050194740295,60.59100279808044,60.068001413345335,60.307497644424444,57.282804346084596,9905220.0
2018-05-08,60.1955023765564,60.429002141952516,59.855998468399044,60.36699843406677,57.33684935569763,10998695.0
2018-05-09,60.539002799987784,61.0570013999939,60.360001468658446,61.02100129127503,57.95907120704651,10462320.0
2018-05-10,61.290501070022586,61.75099911689758,61.0955011844635,61.609502506256106,58.5127121925354,8543445.0
2018-05-11,61.44200224876404,61.68750109672546,61.19400086402893,61.47249822616576,58.37963285446166,6739115.0
2018-05-14,61.61275053024291,61.960998916625975,61.36850247383117,61.53000221252441,58.437739562988284,7560235.0
2018-05-15,61.17549800872803,61.2335018157959,60.66599893569946,60.98949966430664,57.92382736206055,10299525.0
2018-05-16,61.01949968338012,61.305499935150145,60.8415027141571,61.14949760437012,58.07234230041504,5013075.0
2018-05-17,60.98724761009216,61.36499853134155,60.661497783660884,60.86900267601013,57.80550284385681,7819964.999999999
2018-05-18,60.7255003452301,61.00749855041504,60.559998226165774,60.67725200653076,57.62409877777099,5833390.0
2018-05-21,61.19675035476685,61.443998146057126,60.863001871109006,61.14600052833557,58.069700479507446,8100784.999999999
2018-05-22,61.35399823188781,61.433502483367924,60.87650117874146,60.988002109527585,57.91556634902954,5481230.0
2018-05-23,60.55675220489503,61.34049806594848,60.32750058174133,61.23499817848205,58.14196038246154,11272930.0
2018-05-24,61.11525039672851,61.30200171470642,60.57549891471863,61.17650213241576,58.085947322845456,8228639.999999999
2018-05-25,61.180998706817626,61.30949993133545,60.93550124168396,61.099499988555905,58.00973215103149,6748560.0
2018-05-29,60.909251022338864,61.23250188827515,60.467502403259275,60.85600175857544,57.77811670303345,20881665.0
2018-05-30,61.1235008239746,61.369500827789295,60.898997974395755,61.23299803733825,58.13673834800719,7305675.0
2018-05-31,61.25749807357788,61.62800059318542,61.08599834442138,61.280500936508176,58.183495855331415,11113445.0
2018-06-01,61.568501996994016,62.088999128341676,61.402000141143795,62.037997341156,58.90666227340698,9081240.0
2018-06-04,62.18449764251709,62.51000237464905,62.029498100280755,62.370002555847165,59.21771945953368,7183415.0
2018-06-05,62.48399724960327,62.72550053596496,62.31299967765808,62.62350273132324,59.46086463928222,12399965.0
2018-06-06,62.70749897956848,63.023498010635365,62.4040027141571,62.95349812507629,59.773689317703244,12785215.0
2018-06-07,62.97849717140197,63.03499741554259,62.20999894142151,62.64100213050842,59.48253655433654,13846240.0
2018-06-08,62.18375167846679,62.67549839019775,62.04600057601929,62.536000108718866,59.3824848651886,7108535.0
2018-06-11,62.309500741958615,62.59849843978881,62.151498317718506,62.41000142097473,59.25367207527161,5808870.0
2018-06-12,62.46574959754943,62.74299874305725,62.32699756622315,62.607500314712524,59.437924432754514,6023945.0
2018-06-13,62.54950060844421,62.83849987983704,62.13949909210205,62.239998531341556,59.08503484725952,11097860.0
2018-06-14,62.45299739837647,62.87350025177002,62.31600251197814,62.70150008201598,59.526411199569694,8573540.0
2018-06-15,62.28749833106995,62.35350136756897,61.86150064468384,62.17050099372864,59.18370022773742,12164150.0
2018-06-18,61.83350086212158,62.35949873924255,61.62349977493286,62.26000208854675,59.27015490531921,6129650.0
2018-06-19,61.61749858856201,62.04149942398071,61.25249772071838,61.95100021362305,58.97393531799316,9328810.0
2018-06-20,62.08449878692627,62.345998716354366,61.960199975967406,62.03900117874146,59.057124042510985,8243964.999999999
2018-06-21,62.219500637054445,62.26200113296509,61.47800068855286,61.60399899482728,58.64142079353333,10595370.0
2018-06-22,61.75149927139282,61.77150239944458,61.168001604080196,61.42200231552124,58.467578411102295,11576830.0
2018-06-25,60.99575247764587,61.24900226593017,59.83900074958801,60.29250140190124,57.390725660324094,13269040.0
2018-06-26,60.46900200843811,60.84549984931945,60.21099820137024,60.42500057220458,57.5130033493042,10303005.0
2018-06-27,60.57875103950499,60.82900094985961,59.622999382019046,59.67650241851807,56.797899436950686,16315804.999999998
2018-06-28,59.616249799728394,60.557502269744866,59.56049947738647,60.330499982833864,57.421930646896364,12848450.0
2018-06-29,60.43274779319763,60.73999972343445,60.182000350952144,60.280500936508176,57.37311911582946,7319390.0
2018-07-02,59.93650178909302,60.96300044059753,59.81299748420715,60.891997194290155,57.97224965095519,9474615.0
2018-07-03,61.08625221252441,61.13049893379211,60.190499448776244,60.2710015296936,57.38064928054809,4620585.0
2018-07-05,60.5730016708374,61.05449948310852,60.41049847602844,60.96249842643738,58.03687205314636,9862160.0
2018-07-06,61.00124907493591,61.67049880027771,60.856500387191765,61.577498435974114,58.621978950500484,9204190.0
2018-07-09,61.87350153923035,62.04450168609618,61.56999969482422,61.95999903678894,58.98551707267761,6459600.0
2018-07-10,61.876500320434566,62.18150091171265,61.800500488281244,61.922997856140135,58.942683601379386,8639630.0
2018-07-11,61.553751325607294,61.93049759864807,61.344000816345215,61.62399854660034,58.653314876556394,9236430.0
2018-07-12,61.803002500534056,62.49550256729126,61.70800123214722,62.44350209236145,59.432174348831175,8561075.0
2018-07-13,62.48049793243408,62.58050074577331,62.189502000808716,62.3905005455017,59.38155965805053,6669535.0
2018-07-16,62.463748168945315,62.64199914932251,62.16800231933593,62.344002103805536,59.341694593429565,5159680.0
2018-07-17,61.992498826980594,63.01399908065795,61.94099845886231,62.88950262069703,59.86784162521363,6041805.0
2018-07-18,62.910999822616574,63.02000102996826,62.49799919128417,62.73050050735473,59.71330766677856,5954910.0
2018-07-19,62.5992504119873,62.89449987411499,62.379501008987425,62.55999913215636,59.55142140388488,5722865.0
2018-07-20,62.78749852180481,62.966998100280755,62.48524923324585,62.58550224304199,59.576727294921874,5501400.0
2018-07-23,62.596001052856444,63.02599940299987,62.323000431060784,62.92999887466431,59.90881586074829,9327140.0
2018-07-24,63.549001359939574,63.80800156593323,63.090497732162476,63.32249994277954,60.286869525909424,8191329.999999999
2018-07-25,63.351747274398804,64.0294984817505,63.1515022277832,63.951498460769656,60.88288846015931,11148550.0
2018-07-26,63.07650089263916,63.38499712944031,62.929997348785406,63.18149900436401,60.15438871383667,8999515.0
2018-07-27,63.170251512527464,63.28749833106995,61.82300081253051,62.2649986743927,59.282585573196414,22729875.0
2018-07-30,62.23199834823608,62.33899865150452,61.03249974250793,61.37900261878968,58.43712182044983,12855120.0
2018-07-31,61.489497947692875,61.79949817657471,61.107499265670775,61.38949880599974,58.44057035446166,10947275.0
2018-08-01,61.69375028610229,61.95350089073181,61.401998424530035,61.70449819564819,58.7435133934021,10580075.0
2018-08-02,61.23600115776062,62.49850234985352,61.20750093460083,62.388499355316156,59.39457120895385,9455050.0
2018-08-03,62.338002586364745,62.646001195907594,62.08950119018555,62.56500101089477,59.56102457046509,5477690.0
2018-08-06,62.48175206184388,62.89700117111206,62.35249767303466,62.828000497817996,59.80982346534729,5631310.0
2018-08-07,63.03650193214416,63.29600100517273,62.930501556396486,63.05799984931946,60.030292558670034,7409050.0
2018-08-08,62.9467490196228,63.275002241134644,62.752002716064446,63.10149745941162,60.06637935638428,5553315.0
2018-08-09,63.15275287628174,63.38900084495543,63.059498643875116,63.13550176620483,60.09873037338257,8545250.0
2018-08-10,62.76524977684021,63.06349782943725,62.54499969482421,62.704999065399164,59.688539791107175,8317649.999999999
2018-08-13,62.80674958229064,63.236497688293454,62.525002574920656,62.58650035858154,59.57358455657958,8784200.0
2018-08-14,62.743500280380246,62.99250078201294,62.426998043060294,62.87399830818176,59.84516224861145,6759780.0
2018-08-15,62.58824863433838,62.81350150108338,61.94750108718872,62.41450095176697,59.408865499496464,12831170.0
2018-08-16,62.83649921417236,63.00150251388549,62.467998075485234,62.60350065231323,59.58645658493042,6831825.0
2018-08-17,62.46649942398071,62.890999126434316,62.23450136184692,62.68500094413757,59.66399416923523,6793625.0
2018-08-20,62.81824989318847,62.866997480392456,62.381999969482415,62.60000047683716,59.58215951919556,7643154.999999999
2018-08-21,62.75999827384948,63.06500205993652,62.567999839782715,62.704002332687374,59.68217005729675,5808730.0
2018-08-22,62.63450179100037,63.03349823951721,62.47650103569031,62.89899826049805,59.868851852416995,4696090.0
2018-08-23,62.769499969482425,63.28400182724,62.74650001525879,62.962500381469724,59.926704025268556,6736855.0
2018-08-24,63.12924866676331,63.59300198554993,63.10850238800049,63.55249938964844,60.49006996154785,4809880.0
2018-08-27,63.83400030136107,64.10199995040894,63.66000237464904,64.06749935150147,60.98093967437744,5961445.0
2018-08-28,64.2380006313324,64.36700143814086,64.00299801826476,64.19599747657776,61.10529580116272,5547250.0
2018-08-29,64.27300024032593,64.75599980354309,64.17899842262267,64.64249792098998,61.5274489402771,8072099.999999999
2018-08-30,64.4534981250763,64.79299879074097,64.23349866867065,64.40450100898742,61.29718594551087,7563519.999999999
2018-08-31,64.37050085067749,64.684002494812,64.26099734306335,64.5154987335205,61.405722808837886,7349095.0
2018-09-04,64.29049973487854,64.42599878311157,63.871502017974855,64.26249847412109,61.17374191284179,8003944.999999999
2018-09-05,64.1409996509552,64.19349789619446,63.220498371124265,63.494501781463626,60.43968839645386,11834405.0
2018-09-06,63.378501558303824,63.559998893737784,62.63750009536743,63.08450136184691,60.048698520660395,10075790.0
2018-09-07,62.744248867034905,63.34449877738953,62.60449752807617,62.855001258850095,59.82935428619384,10191025.0
2018-09-10,63.096998834609984,63.18849802017212,62.701002693176264,63.01749820709229,59.98350849151611,11877265.0
2018-09-11,62.8469988822937,63.57199916839599,62.6504985332489,63.436501836776735,60.380555105209346,9744370.0
2018-09-12,63.34149923324584,63.41900081634522,62.79249930381775,63.275498104095455,60.23055562973022,11555335.0
2018-09-13,63.62849736213684,64.09400177001953,63.534499645233154,63.91399989128112,60.83773684501648,9133780.0
2018-09-14,63.959499502182,64.10599727630616,63.55199871063232,63.81500163078307,60.74139399528503,6752230.0
2018-09-17,63.72925148010253,63.84899940490722,63.01399879455567,63.082000207901,60.042149972915645,10673255.0
2018-09-18,63.079752683639526,63.7505012512207,63.041002607345575,63.455000972747804,60.39893445968628,6891605.0
2018-09-19,63.42899918556213,63.660499238967894,62.9740003824234,63.34499921798706,60.29605894088745,7569675.0
2018-09-20,63.647000598907475,64.0479986667633,63.46349830627442,63.966502571105956,60.8857458114624,9757305.0
2018-09-21,64.0235017299652,64.21949815750122,63.58000164031983,63.70150060653687,60.808489131927494,16489539.999999998
2018-09-24,63.4529999256134,64.00099835395812,63.18399934768677,63.923002243041985,61.01759719848632,12291380.0
2018-09-25,63.836999511718744,63.96200037002563,63.5790011882782,63.83249926567077,60.93031954765319,7820859.999999999
2018-09-26,63.88100085258483,64.1465022087097,63.510002565383914,63.62550024986267,60.7321786403656,9681895.0
2018-09-27,63.81674809455871,64.09000153541565,63.75949804782867,63.91950197219849,61.011325931549074,10262250.0
2018-09-28,63.79349770545959,64.2190013885498,63.72850205898285,64.12250139713288,61.20474359989166,8417815.0
2018-10-01,64.43299820423125,64.63500027656555,64.1549994468689,64.36900165081025,61.449848437309264,7488035.0
2018-10-02,64.30799858570099,64.72299799919128,64.08800029754639,64.3549978017807,61.43504884243011,10101395.0
2018-10-03,64.51849920749665,64.77849769592285,64.32950077056884,64.49050018787383,61.56401474475861,9567815.0
