,SMA_30,SMA_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2019-02-21,47.733950002193446,47.97184998202323,0.3610205019623294,0.05362204557935529,0.3073984563829741,47.2090252758732,48.075425049066546,48.94182482225989,3.6043353638957205,0.886989919003903
2019-02-22,47.799483346144356,47.96249996685982,0.36274724395740066,0.04427903005954126,0.3184682138978594,47.314947352048186,48.14672505736351,48.978502762678836,3.455178745072771,0.8452090161187837
2019-02-25,47.86751662174861,47.954639953851704,0.3788721957427512,0.04832318547591341,0.3305490102668378,47.37259494411085,48.21977494597435,49.06695494783785,3.5138281039788493,0.9356950036978765
2019-02-26,47.93574994961421,47.94674995160102,0.38950158865142726,0.04716206270767154,0.3423395259437557,47.41291798872404,48.285024946928026,49.15713190513201,3.6123289121733007,0.9024596698146212
2019-02-27,48.00384990930557,47.939369934320446,0.394108463396762,0.041415149962404973,0.352693313434357,47.52560237856271,48.36212478399277,49.19864718942283,3.4594113024038915,0.8788742788864251
2019-02-28,48.072083270549776,47.930789950132365,0.3856483835572817,0.026364056098339694,0.359284327458942,47.694446151120324,48.43702479839325,49.17960344566618,3.0661612696639504,0.8124083944970563
2019-03-01,48.13111658175786,47.92212993359565,0.3697590694760038,0.008379793613649378,0.3613792758623544,47.780179541927275,48.48747478723526,49.19477003254324,2.9174348567815445,0.7492059815309624
2019-03-04,48.18911655187607,47.916959914445876,0.35556925985147814,-0.00464801280870103,0.36021727266017917,47.877236877523494,48.53862468838692,49.20001249925034,2.725202104960604,0.751269824870301
2019-03-05,48.24191657940547,47.913899912118914,0.3368900611530279,-0.018661769205721046,0.35555183035874893,47.98424150922286,48.5854247701168,49.18660803101074,2.4747473701771847,0.7009172951477983
2019-03-06,48.29041661024094,47.912179921865466,0.3212081042966233,-0.02747498084970057,0.34868308514632385,48.058784851894465,48.62442482113838,49.1900647903823,2.326567239919386,0.7100056820761808
2019-03-07,48.3450165549914,47.910314907789235,0.3066172295332237,-0.033652684490480145,0.3402699140237038,48.11053983187952,48.65667483448982,49.20280983710012,2.244851315746618,0.7035433131389359
2019-03-08,48.397049938042954,47.91577491402626,0.2898567903976783,-0.040330498900820466,0.3301872892984988,48.16444398655672,48.6861748957634,49.20790580497008,2.1432405003009656,0.6627523027421587
2019-03-11,48.444149885972344,47.92334492325783,0.2777298006586051,-0.041965990911915,0.3196957915705201,48.267270283850316,48.72597484588623,49.18467940792214,1.882792754733932,0.7005920248813238
2019-03-12,48.49284982919692,47.928624899625774,0.2836504152114472,-0.02883630108725832,0.3124867162987055,48.320995245816924,48.768524832725525,49.216054419634126,1.8353214022511988,0.9183792085536244
2019-03-13,48.5527498292923,47.93671492981911,0.29367219079769313,-0.015051620400809873,0.308723811198503,48.39620090388583,48.81942497253418,49.24264904118253,1.733834713892915,1.0098678823517566
2019-03-14,48.61761647224426,47.941164919614785,0.3059947990299534,-0.002183209734839653,0.30817800876479307,48.42503923079736,48.86594987869263,49.306860526587904,1.8045720956609324,1.0477861881091801
2019-03-15,48.66894978046418,47.946344907522196,0.3139170709761814,0.004591249769110628,0.30932582120707075,48.46983327216541,48.91344988822937,49.357066504293336,1.813883981104002,1.0157029334258605
2019-03-18,48.72551640907923,47.9561349003315,0.33042695477070794,0.016880906850909705,0.31354604791979823,48.486564089248056,48.966099839210514,49.44563558917297,1.95864384354525,1.1036038850642813
2019-03-19,48.78408315579097,47.9668849041462,0.3478132346704186,0.02741374940049629,0.3203994852699223,48.48387418787645,49.01834985494614,49.55282552201582,2.1807166852874165,1.08903702268695
2019-03-20,48.83838318109512,47.9769549100399,0.3624967625283091,0.03367782180670942,0.3288189407215997,48.47530030175022,49.068599829673765,49.661899357597314,2.4182451913565965,1.0413791137735953
2019-03-21,48.88704991738002,47.9870949280262,0.3685138991113348,0.0317559667117881,0.3367579323995467,48.48320555039367,49.11599982500076,49.748794099607856,2.5767337603295273,0.9567053700594592
2019-03-22,48.94961660385132,48.00757492947579,0.40484618864287825,0.05447060499466522,0.35037558364821303,48.438802747228195,49.18709985971451,49.93539697220082,3.0426559590645317,1.1387170299980722
2019-03-25,49.00852655728658,48.020617905855175,0.40782161851806364,0.045956827895880514,0.36186479062218313,48.43494857814351,49.23326487302781,50.0315811679121,3.2429955516586024,0.9058757985114821
2019-03-26,49.06072656790415,48.035557916879654,0.4036465794937385,0.033425431097244274,0.3702211483964942,48.44275726704585,49.27681481599808,50.11087236495031,3.3851926187463235,0.8484080612597931
2019-03-27,49.11552659511566,48.053177917242046,0.3972912578868417,0.021656087592277995,0.3756351702945637,48.458215950476465,49.32086488008499,50.183513809693515,3.4981094987117705,0.8223413446752538
2019-03-28,49.16330993493398,48.06969793391227,0.3857903203566124,0.008124120049638972,0.37766620030697345,48.498769530924534,49.368414933681485,50.23806033643844,3.5230841578575296,0.7780366233600997
2019-03-29,49.212943278948465,48.084107923269265,0.37700971043089027,-0.000525191900866584,0.37753490233175685,48.55724612512537,49.42191491365433,50.286583702183286,3.4991310637786235,0.7822374828322408
2019-04-01,49.264243284861244,48.098097922086716,0.3754864481088944,-0.0016387633782899425,0.37712521148718436,48.61522360098995,49.47991501331329,50.34460642563663,3.4951208468756705,0.818660078736214
2019-04-02,49.31564321835835,48.11597791361809,0.37910791248987863,0.0015861608021554008,0.37752175168772323,48.689352350516195,49.545814936161044,50.40227752180589,3.4572550143675564,0.8498019238011781
2019-04-03,49.368643205960595,48.13524291872978,0.38967054414792557,0.009719033968161817,0.37995151017976375,48.7619452135399,49.61751492977142,50.47308464600293,3.4486600848208004,0.8965106325083224
2019-04-04,49.42464314937592,48.154612904787065,0.4038757427421018,0.01913938604987042,0.3847363566922314,48.84063094963564,49.69486494064331,50.54909893165099,3.437916541389101,0.9279473625994799
2019-04-05,49.478376523653665,48.16887290883064,0.4029838999272073,0.014598034587980702,0.3883858653392266,48.963354636474314,49.76871493577957,50.57407523508483,3.236411871773162,0.850331197705005
2019-04-08,49.52867655277252,48.18534290003777,0.40838216401999716,0.015997038944616404,0.39238512507538076,49.08866997550915,49.846564946174624,50.6044599168401,3.0409115311511092,0.9093146712070097
2019-04-09,49.58220983505249,48.205392909288406,0.41800886082261,0.020498988597783374,0.39750987222482664,49.16686047656234,49.91906495571136,50.671269434860385,3.0136961892871357,0.9479727488872197
2019-04-10,49.63364317258198,48.230042910337446,0.4164797694475837,0.015175917778205594,0.4013038516693781,49.250782024391434,49.9834647989273,50.71614757346317,2.931700623329302,0.8791093338871664
2019-04-11,49.695376464525864,48.25672291398048,0.4276068286416219,0.021042381577795033,0.4065644470638269,49.30865521972332,50.053664786815645,50.79867435390797,2.976843235217268,0.9693459028906907
2019-04-12,49.75594318230947,48.28466291308403,0.4237936033331877,0.013783325015488679,0.41001027831769904,49.398174997841,50.1179648900032,50.837754782165405,2.872382762316741,0.8744397137888718
2019-04-15,49.815776569048566,48.308982917547226,0.416694358380191,0.0053472640499935276,0.41134709433019745,49.466949457782064,50.17401492834091,50.881080398899755,2.8184528249082086,0.847906227583148
2019-04-16,49.87380986849466,48.33280292630196,0.39856596185964577,-0.010224905976441379,0.40879086783608715,49.53650588695937,50.22001483917236,50.903523791385346,2.722057946027694,0.7545578536570999
2019-04-17,49.93514320691426,48.36373292183875,0.3905102150711386,-0.014624522211958868,0.40513473728309746,49.59725066405994,50.269564859867096,50.94187905567425,2.6748359476805352,0.8216021107818878
2019-04-18,49.99674320062002,48.398017905950546,0.3817426729742337,-0.01871365144709103,0.4004563244213247,49.67551363793285,50.32121475934982,50.96691588076679,2.566317703198914,0.8142197903628288
2019-04-22,50.06427651087443,48.432667908430105,0.38288793358341877,-0.014054712670324765,0.39694264625374354,49.67405025150907,50.358164756298066,51.04227926108706,2.7169953793974777,0.8828564203807071
2019-04-23,50.1313765112559,48.46869789338112,0.3826924611200866,-0.011400148106925578,0.39409260922701217,49.72069276505538,50.41024977684021,51.09980678862504,2.7357809764379644,0.8717966937969962
2019-04-24,50.19794317086538,48.504307894468305,0.39548860376554273,0.0011167956308243965,0.39437180813471834,49.764022832362194,50.47434973716735,51.18467664197251,2.814605471904079,0.9685511896634196
2019-04-25,50.26180975278218,48.5394978711605,0.40316095544698527,0.007031317849813534,0.39612963759717174,49.82295128235396,50.53884970903397,51.254748135713974,2.8330618160153227,0.938714080712256
2019-04-26,50.322376459439596,48.569357887506484,0.4044979743620942,0.00669466941193797,0.39780330495015626,49.91204972289937,50.604549665451046,51.29704960800272,2.736907835875729,0.9053797731084814
2019-04-29,50.37977646509806,48.599777872800836,0.3951123300614441,-0.0021527799109697376,0.3972651099724138,50.01810101735479,50.66369966745377,51.30929831755275,2.5485649659877216,0.8324814657721904
2019-04-30,50.43064313888549,48.62884787154198,0.3815012543804812,-0.012611084473546141,0.39411233885402736,50.116451309605814,50.71569962024689,51.31494793088796,2.363166889654182,0.796454499484279
2019-05-01,50.48144310156504,48.655727874994284,0.3745467981410755,-0.01565243257036153,0.39019923071143703,50.196914947182655,50.76704967975616,51.33718441232967,2.2460818037289005,0.8551362017598304
2019-05-02,50.52800975640615,48.68671787190438,0.3597242995704022,-0.02437994491282791,0.3841042444832301,50.26236812355927,50.807649655342104,51.35293118712494,2.146454462986563,0.7754079748876694
2019-05-03,50.57157636324565,48.716447860479356,0.33547617194439283,-0.03890245803106984,0.3743786299754627,50.314507792666916,50.83639964580536,51.3582914989438,2.0532211438049957,0.6576949995505617
2019-05-06,50.60772633711497,48.75316285920143,0.3307236510948286,-0.034923983104507283,0.3656476341993359,50.3868781868358,50.88112457990646,51.37537097297712,1.942749485792004,0.8504069217608036
2019-05-07,50.64881636937459,48.7866728746891,0.31417719021003165,-0.04117635519144336,0.355353545401475,50.44802879370343,50.91347459793091,51.378920402158386,1.8283796496041687,0.7154125876375637
2019-05-08,50.68181642214458,48.81728287839889,0.2764137608236794,-0.06315182766223648,0.3395655884859159,50.483160376835855,50.9262246966362,51.36928901643654,1.7400242112571436,0.41172438535006284
2019-05-09,50.71438313007354,48.84733287668227,0.24415563083697833,-0.07632796611915005,0.3204835969561284,50.53409227987076,50.94197481632232,51.34985735277388,1.6013613053762878,0.39215784128925074
2019-05-10,50.74568313121795,48.8767878921032,0.2110741705281498,-0.08752754114238287,0.2986017116705327,50.53918993272475,50.943874933719634,51.348559934714515,1.5887484080133103,0.31112047305472673
2019-05-13,50.77758320331574,48.90985789680481,0.1888128780839864,-0.08783106686923703,0.2766439449532234,50.56960032396076,50.95437494516373,51.33914956636669,1.5102711852203192,0.38646082791680564
2019-05-14,50.79328315734863,48.94112788343429,0.14010300739252557,-0.10923275004855831,0.24933575744108388,50.53135044093818,50.9461748957634,51.360999350588614,1.628481257617287,-0.03537826570924222
2019-05-15,50.81134982268016,48.97281788444519,0.1151012636598523,-0.1073875950249853,0.2224888586848376,50.55618440153421,50.95212486743927,51.34806533334432,1.55416664932096,0.16519530848922873
2019-05-16,50.834749836921695,49.00950789785386,0.11901049773521777,-0.08278268875969585,0.20179318649491362,50.58771367713796,50.96692487478256,51.346136072427164,1.4880677952466665,0.5409738176296194
2019-05-17,50.85668314297994,49.04861787462235,0.127577294552907,-0.05937271355360532,0.18695000810651233,50.61904955144389,50.98477485418319,51.3505001569225,1.4346451613654614,0.6356532272357178
2019-05-20,50.875549788475034,49.09179787158966,0.11807758402056123,-0.05509793926876089,0.17317552328932212,50.62078099577075,50.98562485218048,51.350468708590206,1.4311636170685256,0.3812850024102141
2019-05-21,50.88204976876577,49.14086787128449,0.09038314973631856,-0.06623389884240286,0.1566170485787214,50.58194440237819,50.97257483243942,51.36320526250065,1.5327082508401293,0.1024689934685603
2019-05-22,50.89178313096364,49.186057873725886,0.08544444712425303,-0.05693808116357471,0.14238252828782774,50.57528672698596,50.959824895858766,51.344363064731574,1.5091816726554632,0.402708152572826
2019-05-23,50.901716473897295,49.22983786678314,0.07677221225581832,-0.05248825282560754,0.12926046508142586,50.567540880352404,50.943324880599974,51.319108880847544,1.4753022152689323,0.35852772286313667
2019-05-24,50.89691647052765,49.271197854995734,0.05091481239944784,-0.06267652214558242,0.11359133454503026,50.52746840828113,50.91547480344772,51.303481198614314,1.5241197167047456,0.10506354317734101
2019-05-28,50.89944981416066,49.31228286671638,0.03996783583272645,-0.05889879896984304,0.09886663480256949,50.51068122605942,50.8974749135971,51.284268601134784,1.519893425732018,0.2873881122106902
2019-05-29,50.90338315804799,49.35249286961555,0.03500398030308105,-0.05109012359959075,0.0860941039026718,50.50189165776048,50.88312495708466,51.26435825640884,1.498466533436048,0.3699946315461886
2019-05-30,50.9101498858134,49.39905289053917,0.02967910532472473,-0.045131998862357664,0.0748111041870824,50.50313708359618,50.863075015544894,51.22301294749361,1.415321161131957,0.37209850424695684
2019-05-31,50.91614985307058,49.441882879495616,0.03402346401581724,-0.03263011213701213,0.06665357615282937,50.509549076425934,50.85177500486374,51.194000933301545,1.3459743672863864,0.5441582579923042
2019-06-03,50.91428324540456,49.48191289114952,0.02020764008307907,-0.03715674885580024,0.05736438893887931,50.49160096200145,50.8352750825882,51.178949203174945,1.3521088261188972,0.2610026455861544
2019-06-04,50.89831654230753,49.51839288973809,-0.012226066644871025,-0.055672364467000274,0.04344629782212925,50.450657487690265,50.79405006408691,51.137442640483556,1.352097641213437,-0.06939370084087693
2019-06-05,50.892416542371116,49.55668287920952,-0.0101358677745651,-0.04286573247735548,0.03272986470279038,50.464921306807696,50.775650036334994,51.08637876586229,1.2239281202897103,0.45228921493634294
2019-06-06,50.88984994570414,49.597912879228595,0.01690509446824251,-0.012659816187638298,0.029564910655880808,50.45239813896002,50.78640002250672,51.12040190605342,1.3153201778376893,0.914070789522331
2019-06-07,50.8915832901001,49.64057287764549,0.050342716575094926,0.016622244735371293,0.03372047183972363,50.421584027605064,50.80464994907379,51.18771587054252,1.5079955155786322,1.0408331946348932
2019-06-10,50.90958327770234,49.68909288430214,0.11481564037838154,0.06487613483092633,0.049939505547455215,50.301932489282834,50.850399885177616,51.3988672810724,2.15718026655934,1.279991986691451
2019-06-11,50.93218330701192,49.73611288285256,0.16920531862577093,0.09541265046265257,0.07379266816311836,50.21582777441806,50.89559982299805,51.57537187157804,2.671240936128332,1.1438922404525265
2019-06-12,50.954383328755696,49.78217289090156,0.20717781955782044,0.10670812111576167,0.10046969844205877,50.210727970502674,50.95734987735749,51.7039717842123,2.930379655346121,1.02211842703809
2019-06-13,50.973549987475074,49.827212893247605,0.23536510795482712,0.10791632761021466,0.12744878034461246,50.20022649895811,51.01034992694855,51.82047335493899,3.176310020027742,0.9546532391066422
2019-06-14,50.99918331940969,49.871912895917895,0.26513723057091454,0.11015076018104164,0.1549864703898729,50.160566514359985,51.054299879074094,51.9480332437882,3.5011090812369683,0.960260034822258
2019-06-17,51.02551663716634,49.91741287493706,0.2785810037792871,0.09887562671153133,0.17970537706775574,50.139844933873526,51.08964988708496,52.03945484029639,3.7181893213620807,0.8692067303612379
2019-06-18,51.04833338101705,49.96358289885521,0.2955918200269423,0.09270915436734922,0.20288266565959306,50.130423382396515,51.140299968719475,52.150176555042435,3.9494355212646868,0.8820772020730757
2019-06-19,51.087500071525575,50.01150289607049,0.33562484694434147,0.10619374502779871,0.22943110191654276,50.120955752166694,51.221650052070615,52.322344351974536,4.297769785959583,0.9848535289937353
2019-06-20,51.13866671244303,50.05851289296151,0.37066348839039165,0.11298590917907908,0.25767757921131257,50.09814773266615,51.29655006885529,52.49495240504443,4.672448086978662,0.9532911327759479
2019-06-21,51.203666674296066,50.11201287412643,0.42747533035387875,0.13583820091405296,0.2916371294398258,50.049641514416166,51.394900116920475,52.740158719424784,5.234988683483856,1.0237281835279908
2019-06-24,51.26806661287944,50.165212869644165,0.46065296959413615,0.13521267212344829,0.32544029747068787,50.08841308039255,51.50060014724731,52.912787214102075,5.484157710073768,0.932803680746268
2019-06-25,51.33639994303385,50.2160728840828,0.49687311902864195,0.1371462572463632,0.35972686178227875,50.11649163679628,51.60980013847351,53.10310864015074,5.786918366940202,0.9376860929923609
2019-06-26,51.40946660995483,50.264532870531085,0.5017990273593043,0.11365773246162042,0.38814129489768384,50.19129953867303,51.705300073623654,53.21930060857428,5.856268246368654,0.8265186545674413
2019-06-27,51.48696660041809,50.31574286818504,0.5253073888310027,0.10973287514665503,0.41557451368434767,50.26529105895611,51.81734993934631,53.369408819736506,5.990498866526089,0.8848594940555237
2019-06-28,51.545299943288164,50.36240288424492,0.5166795016876833,0.08088399040266847,0.4357955112850148,50.37041850307555,51.91065001010895,53.450881517142356,5.93416382470057,0.7718262182869831
2019-07-01,51.606199986139934,50.40917289376259,0.5170344570058631,0.06499115657667864,0.4520433004291845,50.53438555019822,52.022649965286256,53.51091438037429,5.7216017103362615,0.7984516059916875
2019-07-02,51.67256663004557,50.45541289186477,0.5097451733198923,0.04616149831256622,0.4635836750073261,50.81325175658296,52.14699998378753,53.480748210992104,5.115340202194699,0.7785380686318686
2019-07-03,51.75556663195292,50.50579287862777,0.5191254334715154,0.044433406771351436,0.47469202670016397,51.030190234760354,52.26729996681213,53.50440969886391,4.733780902542501,0.8575671114042333
2019-07-05,51.842133309046424,50.5576928896904,0.5468835371024525,0.05775320832183084,0.4891303287806217,51.17294872477542,52.388249940872186,53.603551156968955,4.639594632263588,0.9499914900080509
2019-07-08,51.927266686757406,50.60927290248871,0.5551397748140516,0.05280755682674387,0.5023322179873078,51.3317519304419,52.49684997558594,53.66194802072998,4.438735069574192,0.8837231568694277
2019-07-09,52.019200051625575,50.65875788974762,0.5533674146195366,0.04082815730578315,0.5125392573137535,51.41533661064046,52.57989996433258,53.74446331802471,4.429690259898181,0.8379378377317991
2019-07-10,52.11066672007243,50.70931791591644,0.5544476474665814,0.033526712122262214,0.5209209353443192,51.50021180850786,52.665200033187865,53.83018825786787,4.424129117314146,0.8484159944420182
2019-07-11,52.19943338394166,50.75886791610717,0.5465822520424553,0.020529053358508853,0.5260531986839464,51.6202630578512,52.75070003986359,53.88113702187598,4.285960114872872,0.8079782833038482
2019-07-12,52.28693333943685,50.80679790639878,0.5301227001634885,0.0032556011836336607,0.5268670989798548,51.76896223132471,52.83315004348755,53.89733785565039,4.028485188889542,0.7644507063186418
2019-07-15,52.372800054550176,50.8543179101944,0.5161316387753629,-0.00858836816359354,0.5247200069389565,51.91082960238672,52.91220010757446,53.91357061276221,3.78502690552229,0.7725267768226473
2019-07-16,52.469766753514605,50.90265791654587,0.5090204108942444,-0.01255967683576964,0.5215800877300141,52.10247796705425,53.0016502571106,53.900822547166946,3.3929973338357238,0.8216020942843851
2019-07-17,52.56466680526733,50.94794792747497,0.4713232545170456,-0.040205466570374826,0.5115287210874204,52.31656806707433,53.06855020046235,53.820532333850366,2.8340029284669144,0.6206479970190885
2019-07-18,52.650666812260944,50.99162793636322,0.4424798820601481,-0.05523907122181787,0.49771895328196597,52.45223835718656,53.12040014743805,53.788561937689536,2.515650440873848,0.6538548585461276
2019-07-19,52.73650013923645,51.03813793611526,0.43972823367751346,-0.04639257568356203,0.4861208093610755,52.57035305342675,53.18315016269683,53.79594727196692,2.304478419933481,0.8711265192333119
2019-07-22,52.81226684252421,51.08309795761108,0.42091450428425503,-0.05216504406145639,0.4730795483457114,52.61662294805883,53.21755020141602,53.8184774547732,2.2583799933774293,0.728355742633324
2019-07-23,52.87793353398641,51.13084796333314,0.4160557507461249,-0.04561903807966927,0.46167478882579416,52.67770488341911,53.26520026683808,53.85269565025705,2.2059257469261104,0.8496203726178561
2019-07-24,52.94543354352315,51.180407971382145,0.41708023090877333,-0.035675646333616695,0.45275587724239,52.701264100932725,53.30915022373199,53.917036346531255,2.280607063695598,0.9004448874739932
2019-07-25,53.01783351580302,51.23078798007965,0.4221440127006133,-0.0244894916334214,0.4466335043340347,52.77740989629333,53.369900236129766,53.962390575966204,2.2203164600833944,0.9549432155897741
2019-07-26,53.08836682955424,51.28114796829223,0.41763114240760757,-0.023201889541141718,0.4408330319487493,52.806798901635716,53.41245027065277,54.01810163966982,2.2678284405530285,0.8719545377959665
2019-07-29,53.15513352711995,51.331327970981604,0.41069225256389785,-0.02411262350788118,0.43480487607177903,52.912793760258566,53.469050254821774,54.02530674938498,2.0806671968632733,0.8693889908437796
2019-07-30,53.22543354034424,51.3815379705429,0.4021708879910264,-0.02610719046460208,0.4282780784556285,52.99457331822834,53.518500218391424,54.04242711855451,1.9579281856745216,0.8640763891064853
2019-07-31,53.28976682345072,51.43139796447755,0.38628476484939966,-0.03359465088498309,0.41987941573438275,53.11072778045047,53.56610025882721,54.02147273720396,1.7002263602406027,0.8029386461310841
2019-08-01,53.33693341573079,51.47933795499801,0.3584276196712679,-0.0491614368504919,0.4075890565217598,53.1767777250523,53.59370022773743,54.01062273042256,1.5558638456142795,0.6322771298362827
2019-08-02,53.38226672490438,51.52533796167374,0.33562875050014895,-0.05756824481728873,0.3931969953174377,53.188293674166125,53.60675019264221,54.025206711118294,1.5612083066864197,0.662800016715999
2019-08-05,53.40776671727498,51.56851794052124,0.300061211886252,-0.07450862674494857,0.3745698386312006,53.208508384186466,53.61565016269684,54.02279194120721,1.5187422973512363,0.4427096547314307
2019-08-06,53.418000071843466,51.605327949523925,0.2257783128396298,-0.11903322063325666,0.34481153347288646,53.128842189011436,53.59880017757416,54.06875816613689,1.7536138383909465,-0.1051603401167297
2019-08-07,53.43293340365093,51.64526797103882,0.1917301758891341,-0.1224650860670019,0.314195261956136,53.1149737582632,53.593200163841246,54.071426569419295,1.7846532922686074,0.2614107658845187
2019-08-08,53.46473339716593,51.68629796695709,0.18544465644495745,-0.10300048440894288,0.28844514085390033,53.12930687277046,53.60325009346009,54.077193314149724,1.768337628271752,0.5472088417277168
2019-08-09,53.493466752370196,51.72855794715881,0.19643535029427284,-0.07360783244770197,0.2700431827419748,53.14922962403359,53.62715005874634,54.10507049345909,1.782382372321513,0.7582539997259008
2019-08-12,53.52713336626688,51.769027939796445,0.19355409238067978,-0.061191272289036036,0.2547453646697158,53.16758708519121,53.642149977684014,54.11671287017682,1.7693656674470777,0.6220587016440957
2019-08-13,53.54926671028137,51.807837931632996,0.17449274563147554,-0.06420209523059223,0.23869484086206777,53.16720102014679,53.64189990043641,54.11659878072602,1.7698809369940065,0.4295344819139218
