,SMA_30,SMA_100
2019-07-29,53.15513352711995,51.331327970981604
2019-07-30,53.22543354034424,51.3815379705429
2019-07-31,53.28976682345072,51.43139796447755
2019-08-01,53.33693341573079,51.47933795499801
2019-08-02,53.38226672490438,51.52533796167374
2019-08-05,53.40776671727498,51.56851794052124
2019-08-06,53.418000071843466,51.605327949523925
2019-08-07,53.43293340365093,51.64526797103882
2019-08-08,53.46473339716593,51.68629796695709
2019-08-09,53.493466752370196,51.72855794715881
2019-08-12,53.52713336626688,51.769027939796445
2019-08-13,53.54926671028137,51.807837931632996
2019-08-14,53.584100042978925,51.84575792360306
2019-08-15,53.59276670455933,51.8810649228096
2019-08-16,53.5986333211263,51.919064915657046
2019-08-19,53.61763334274292,51.959904926776886
2019-08-20,53.64210004806519,52.00239492368698
2019-08-21,53.66143333435059,52.04386493253708
2019-08-22,53.684633318583174,52.084984926223754
2019-08-23,53.70643326123556,52.12403491926193
2019-08-26,53.7124665482839,52.15746491289139
2019-08-27,53.719833167394,52.191214921951286
2019-08-28,53.74059986114502,52.226614928722384
2019-08-29,53.758499838511156,52.26057492208481
2019-08-30,53.77363316853841,52.29556493616104
2019-09-03,53.79313316345215,52.33094495487213
2019-09-04,53.80659980773926,52.36421496629715
2019-09-05,53.822299795150755,52.40031495523453
2019-09-06,53.83869984944661,52.437664964199065
2019-09-09,53.85646654129029,52.475944970130925
2019-09-10,53.86519985198974,52.51034496450425
2019-09-11,53.86409993171692,52.54174498987198
2019-09-12,53.87323324203491,52.57408498382568
2019-09-13,53.89029996236165,52.607014990329745
2019-09-16,53.894599997202555,52.6343350095749
2019-09-17,53.905833333333334,52.66172501468659
2019-09-18,53.93990000724793,52.69058501386643
2019-09-19,53.9655599562327,52.72100301837921
2019-09-20,53.98295996665955,52.75199301528931
2019-09-23,53.98855998675028,52.78069301271438
2019-09-24,54.00166003545125,52.81112302350997
2019-09-25,54.0137933953603,52.8405030412674
2019-09-26,54.01469342549642,52.86784805011749
2019-09-27,54.033326730728156,52.89641803121566
2019-09-30,54.03616013844808,52.9253680305481
2019-10-01,54.03529347419739,52.956178030014044
2019-10-02,54.01962676684061,52.98457801437378
2019-10-03,53.995226774215695,53.00915800380707
2019-10-04,53.97932680130005,53.04079801940917
2019-10-07,53.97559352556864,53.07330803012847
2019-10-08,53.98002684593201,53.10104801559448
2019-10-09,53.97017682075501,53.125263025283814
2019-10-10,53.96811016400655,53.15438304138184
2019-10-11,53.96401019732157,53.185163050651546
2019-10-14,53.953243503570555,53.214003047943116
2019-10-15,53.945410114924115,53.24405304718018
2019-10-16,53.939410060246786,53.27696304321289
2019-10-17,53.91971009572347,53.30639303970337
2019-10-18,53.89804344177246,53.33606304931641
2019-10-21,53.86829345703124,53.36338804149628
2019-10-22,53.851326824824014,53.390898056030274
2019-10-23,53.83899346669514,53.41915805625915
2019-10-24,53.81819352467855,53.45004807853698
2019-10-25,53.80346020698548,53.48032808971405
2019-10-28,53.81036018371582,53.51048808097839
2019-10-29,53.822860183715825,53.54110808277131
2019-10-30,53.82519349098206,53.56526807785034
2019-10-31,53.83036683400472,53.590458076477056
2019-11-01,53.839633553822836,53.61756808280945
2019-11-04,53.85673352241517,53.645648073196405
2019-11-05,53.872066806157434,53.672988069534306
2019-11-06,53.890466782252,53.69998808479309
2019-11-07,53.90750009536743,53.72559806442261
2019-11-08,53.92070016860963,53.746378060340874
2019-11-11,53.94460014661153,53.76714806079865
2019-11-12,53.961833470662434,53.78362806892395
2019-11-13,53.99100011507671,53.80145806503296
2019-11-14,54.03433346112569,53.818538059234626
2019-11-15,54.06753344535828,53.83821807003021
2019-11-18,54.09520006815592,53.85577807044982
2019-11-19,54.12936674753825,53.876268056869506
2019-11-20,54.17288345654806,53.89526806640625
2019-11-21,54.205016736984255,53.91411807346344
2019-11-22,54.23321670850119,53.92845807361603
2019-11-25,54.261116657257084,53.939698052406314
2019-11-26,54.294183362325036,53.95412804985046
2019-11-27,54.32751670837402,53.96945804023742
2019-11-29,54.37328330675761,53.985178015708925
2019-12-02,54.413116620381665,54.00016802024841
2019-12-03,54.44679991086324,54.01134801292419
2019-12-04,54.47513319015503,54.021597996711726
2019-12-05,54.5077998828888,54.030567995071415
2019-12-06,54.539866561889646,54.04260800552368
2019-12-09,54.56963321685791,54.05601801109314
2019-12-10,54.586799936294554,54.06557802009583
2019-12-11,54.5974332968394,54.07665801906586
2019-12-12,54.61953326861064,54.08774799823761
2019-12-13,54.639833275477095,54.09877799606323
2019-12-16,54.661933209101356,54.11079799079894
2019-12-17,54.6833998966217,54.12415799331665
2019-12-18,54.701133279800416,54.13678799533844
2019-12-19,54.723199955622356,54.14931800937652
2019-12-20,54.747966607411705,54.16305799961089
2019-12-23,54.780199921925856,54.1793580121994
2019-12-24,54.78513322194417,54.18800800991058
2019-12-26,54.791099818547565,54.19862799930572
2019-12-27,54.80086647669474,54.21631798648835
2019-12-30,54.805833139419555,54.230407979965214
2019-12-31,54.80339975674948,54.239817977905275
2020-01-02,54.79833313941956,54.247237986564635
2020-01-03,54.80639981746673,54.26004799222947
2020-01-06,54.81289975643158,54.27435798025131
2020-01-07,54.82316637516021,54.28583797311782
2020-01-08,54.842566399574274,54.303397982120515
2020-01-09,54.86270648797352,54.31892000246048
2020-01-10,54.882139805157976,54.33347998857497
2020-01-13,54.90123985449473,54.34719998216629
2020-01-14,54.91990652879079,54.362719974040985
2020-01-15,54.941539877255764,54.37723998785019
2020-01-16,54.980839905738826,54.39367000627518
2020-01-17,55.028689948717755,54.41646501684188
2020-01-21,55.081789943377174,54.43915502786636
2020-01-22,55.13695654392242,54.4615150103569
2020-01-23,55.18785652637482,54.48482501745224
2020-01-24,55.245989766120914,54.50728499937057
2020-01-27,55.30458971818288,54.53009498548508
2020-01-28,55.34785642464956,54.550124983310695
2020-01-29,55.397989796002705,54.571484996318816
2020-01-30,55.44858982563019,54.59376498365402
2020-01-31,55.50372312704722,54.61833496904374
2020-02-03,55.54325648466746,54.64020498514174
2020-02-04,55.58927309830983,54.6668699593544
2020-02-05,55.64557312806448,54.69475996541977
2020-02-06,55.70335641702016,54.723274948596945
2020-02-07,55.792323085467025,54.757324936389914
2020-02-10,55.87762311776479,54.79016493463516
2020-02-11,55.96928982575734,54.825134932041166
2020-02-12,56.06090644041697,54.85901192522049
2020-02-13,56.167106461524966,54.895061926364896
2020-02-14,56.26860640366872,54.93125191164017
2020-02-18,56.361166429519656,54.96789991044999
2020-02-19,56.45539978981018,55.00683989858628
2020-02-20,56.55516650835673,55.04797989797592
2020-02-21,56.64453314145406,55.08675990533828
2020-02-24,56.72077647209168,55.12430490255356
2020-02-25,56.76234318415324,55.15159490156173
2020-02-26,56.77772649129232,55.174629899501795
2020-02-27,56.7892265033722,55.20091989278794
2020-02-28,56.76715975125631,55.21358987283706
2020-03-02,56.7449264494578,55.22446988344193
2020-03-03,56.749393157958984,55.24727491044998
2020-03-04,56.72862643241883,55.2666899113655
2020-03-05,56.73492641766867,55.29155988645553
2020-03-06,56.722793060938514,55.312459876537325
2020-03-09,56.69649315834045,55.33025989580155
2020-03-10,56.6169598642985,55.33155991029739
2020-03-11,56.57372651735941,55.34041992044448
2020-03-12,56.49442646980286,55.34389990854263
2020-03-13,56.317159833908086,55.319499901294705
2020-03-16,56.18902656078339,55.31455490016937
2020-03-17,55.98812319437663,55.28124389600754
2020-03-18,55.81650656541189,55.26012388896942
2020-03-19,55.58587322711944,55.225063876152035
2020-03-20,55.35545658906301,55.188873863220216
2020-03-23,55.10142328739166,55.14464386749267
2020-03-24,54.8488232866923,55.097953865528105
2020-03-25,54.63622329076131,55.06844387197494
2020-03-26,54.43197335084279,55.03949388027191
2020-03-27,54.259873380661006,55.02113387441634
2020-03-30,54.06920670191447,54.99499386548996
2020-03-31,53.89744670232137,54.97551387929916
2020-04-01,53.706813364028925,54.95174387311935
2020-04-02,53.47816334406535,54.91917887258529
2020-04-03,53.27693001588185,54.89362885951996
2020-04-06,53.076346705754595,54.86382887029647
2020-04-07,52.955946620305376,54.84982884645461
2020-04-08,52.853529907862345,54.83338883733749
2020-04-09,52.764163238207495,54.81986882591247
2020-04-13,52.714429933230086,54.807658819198615
2020-04-14,52.660596575737,54.794088835716245
2020-04-15,52.59744649728139,54.78769883537292
2020-04-16,52.54592984835306,54.77860382890701
2020-04-17,52.47646319707234,54.772993824481965
2020-04-20,52.428963209788,54.77118382692337
2020-04-21,52.379163134892785,54.76567383909225
2020-04-22,52.35776315530141,54.75063384819031
2020-04-23,52.32959651470185,54.74104386234284
2020-04-24,52.32997989495595,54.73090888500214
2020-04-27,52.43741317907969,54.726788868904116
2020-04-28,52.492196499506626,54.72817387676238
2020-04-29,52.631233169237774,54.72807388973236
2020-04-30,52.763399810791014,54.736803867340086
2020-05-01,52.94123314857483,54.745473852157595
2020-05-04,53.09374984105428,54.74610885047913
2020-05-05,53.27341653188069,54.75062884616852
2020-05-06,53.46361657937368,54.757808850288384
2020-05-07,53.60441654364268,54.763908854484555
2020-05-08,53.75413322130839,54.773783864021304
2020-05-11,53.86996653397878,54.78354387187958
2020-05-12,54.005399940808616,54.791593878746035
2020-05-13,54.10773326396942,54.797493874549865
2020-05-14,54.22123330911001,54.801153879165646
2020-05-15,54.375350019137066,54.807393896102916
2020-05-18,54.509216744105025,54.812333906173706
2020-05-19,54.669350053469344,54.82909391975403
2020-05-20,54.776750143369036,54.845523943901064
2020-05-21,54.90606684207916,54.864948946952815
2020-05-22,55.01106687545777,54.88143894672394
2020-05-26,55.11336689313252,54.90064896011352
2020-05-27,55.21096685091654,54.91787894916534
2020-05-28,55.29070026397705,54.93298896932602
2020-05-29,55.38005028247834,54.948748986721036
2020-06-01,55.46931699911753,54.966839011669165
2020-06-02,55.5496503686905,54.983309017658236
2020-06-03,55.6490004269282,55.00156202077866
2020-06-04,55.772733745574946,55.0178120303154
2020-06-05,55.870967041651404,55.03196201848984
2020-06-08,55.98183372497559,55.04948704385757
2020-06-09,56.08360041618347,55.069407030582425
2020-06-10,56.185183709462486,55.08947701787948
2020-06-11,56.309700349171955,55.112377009868624
2020-06-12,56.36320038795471,55.121227000713354
2020-06-15,56.425733747482305,55.13210701322556
2020-06-16,56.514350388844804,55.14405700922012
2020-06-17,56.607400379180916,55.15905203008652
2020-06-18,56.69210034688313,55.17406203889848
2020-06-19,56.777433668772375,55.19278202772141
2020-06-22,56.84131695111592,55.20678201055527
2020-06-23,56.91103361447652,55.22227700853348
2020-06-24,56.989316914876305,55.23727201509475
2020-06-25,57.060250205993654,55.25259199094773
2020-06-26,57.147783489227294,55.26870699644089
2020-06-29,57.20901682535807,55.27642700529098
2020-06-30,57.2779834651947,55.28472202062607
2020-07-01,57.344333416620884,55.2946970191002
2020-07-02,57.408733396530145,55.30485702753067
2020-07-06,57.46221671422323,55.31282701349258
2020-07-07,57.541016740798945,55.325472036838526
2020-07-08,57.61143003145854,55.33394603109359
2020-07-09,57.700596742630005,55.34747605085373
2020-07-10,57.786396703720094,55.360558051586146
2020-07-13,57.86919668197631,55.372888054370875
2020-07-14,57.923496618270875,55.3773380446434
2020-07-15,57.992613274256385,55.387733057498934
2020-07-16,58.05662991523743,55.402318053722375
2020-07-17,58.11186323165894,55.42266804456711
2020-07-20,58.17636329968771,55.451553061008454
2020-07-21,58.24434655507405,55.48602305936813
2020-07-22,58.30074653307597,55.52948306512833
2020-07-23,58.363613268534344,55.57508306360245
2020-07-24,58.39236326217652,55.60526804113388
2020-07-27,58.45386324564616,55.63879804468155
2020-07-28,58.52706320126851,55.66974804830551
2020-07-29,58.58802991549174,55.70362806558609
2020-07-30,58.644013245900474,55.74330805635453
2020-07-31,58.7047965780894,55.80041305303573
2020-08-03,58.782113272349044,55.855298054218295
2020-08-04,58.88321327527364,55.9234180521965
2020-08-05,58.97762997627258,56.020418051242835
2020-08-06,59.069213291804,56.10132803440094
2020-08-07,59.192146622339884,56.213799019336705
2020-08-10,59.286279993057256,56.309639024734494
2020-08-11,59.396579923629766,56.41963901424408
2020-08-12,59.47524653752645,56.5206590051651
2020-08-13,59.559686597188325,56.63217601203919
2020-08-14,59.64521988868714,56.74377600812912
2020-08-17,59.72455326080322,56.83932600450515
2020-08-18,59.80331990877787,56.93687600421906
2020-08-19,59.89130662918091,57.02337600564957
2020-08-20,59.95993995984395,57.11469602823257
2020-08-21,60.03840662002564,57.20284602689743
2020-08-24,60.12647328694662,57.29878603124618
2020-08-25,60.239973306655884,57.40588103342056
2020-08-26,60.33888991673788,57.50632102775574
2020-08-27,60.454256540934246,57.61569100427628
2020-08-28,60.575223223368326,57.70845102548599
2020-08-31,60.700356508890785,57.80560104131698
2020-09-01,60.809256594975786,57.899551066398615
2020-09-02,60.941323286692295,57.99755107116699
2020-09-03,61.07097323735555,58.09819606208802
2020-09-04,61.16470659891765,58.175446071624755
2020-09-08,61.254439986546835,58.25135108613968
2020-09-09,61.28733998616537,58.313011085033416
2020-09-10,61.35226659138997,58.38061908006668
2020-09-11,61.38906660397847,58.446279097080236
2020-09-14,61.41604993184407,58.517899085998536
2020-09-15,61.44213328679403,58.589059085845946
2020-09-16,61.45703335126242,58.661534089088434
2020-09-17,61.454833332697554,58.725644097328185
2020-09-18,61.44360002199809,58.78674909114838
2020-09-21,61.40336672465006,58.845439085960386
2020-09-22,61.38490006128947,58.89608909988403
2020-09-23,61.3774667708079,58.950509100914005
2020-09-24,61.366000185012815,59.00233410835266
2020-09-25,61.34244348843892,59.052884099006654
2020-09-28,61.339643548329676,59.10658409881592
2020-09-29,61.35367692311605,59.16410411834717
2020-09-30,61.35184356371562,59.21618910694122
2020-10-01,61.35081017494201,59.26762909793853
2020-10-02,61.36411011060079,59.322309079170225
2020-10-05,61.34467676798502,59.37392907810211
2020-10-06,61.333476800918575,59.43245907878876
2020-10-07,61.30146011670431,59.48371406269073
2020-10-08,61.28549353917439,59.539204066276554
2020-10-09,61.26009359359741,59.5929140663147
2020-10-12,61.25179361661275,59.65096406745911
2020-10-13,61.260076945622764,59.71180407238006
2020-10-14,61.259476874669396,59.7740740661621
2020-10-15,61.236176878611246,59.83439406681061
2020-10-16,61.2035268942515,59.89596407508851
2020-10-19,61.2223602326711,59.95494406223297
2020-10-20,61.240360174179074,60.0094440536499
2020-10-21,61.29884354273478,60.06186904811859
2020-10-22,61.33153356870016,60.11518404006958
2020-10-23,61.37751684188843,60.164834021568296
2020-10-26,61.42728354136149,60.214264024734504
2020-10-27,61.44198354085287,60.260364035606386
2020-10-28,61.45975015322367,60.30490901756287
2020-10-29,61.45208347320557,60.336189014434815
2020-10-30,61.46378346125285,60.37032901668549
2020-11-02,61.47188347180684,60.39409402275085
2020-11-03,61.48058341979981,60.43130400943756
2020-11-04,61.490050099690755,60.46980400657653
2020-11-05,61.56141674041748,60.51645401382446
2020-11-06,61.65725006103516,60.56783900356292
2020-11-09,61.73655001322428,60.619918998718255
2020-11-10,61.78271663665772,60.66568900871277
2020-11-11,61.812916663487755,60.70766902065277
2020-11-12,61.863000036875405,60.7532190246582
2020-11-13,61.90300010999044,60.79641403770447
2020-11-16,61.969500102996825,60.846704047203055
2020-11-17,62.030700063705446,60.897334051132205
2020-11-18,62.107250092824295,60.95318404293061
2020-11-19,62.159083395004274,61.003534045219425
2020-11-20,62.21055004755656,61.052779055595394
2020-11-23,62.24535002390544,61.101949055671696
2020-11-24,62.25600003242493,61.14993906784058
2020-11-25,62.28263335545857,61.19655905056
2020-11-27,62.309783385594685,61.243900073051456
2020-11-30,62.33743337631225,61.28701506519318
2020-12-01,62.38571339925131,61.334739070892326
2020-12-02,62.45664669672648,61.38567905807495
2020-12-03,62.52239671707153,61.44153907775879
2020-12-04,62.59251339594523,61.49515407657623
2020-12-07,62.67229674021403,61.54953406906128
2020-12-08,62.755330088933306,61.60730408191681
2020-12-09,62.85416337966919,61.66370405960083
2020-12-10,62.92156339009603,61.708074068069465
2020-12-11,63.03379672368367,61.756104071617116
2020-12-14,63.130063425699866,61.80026406383514
2020-12-15,63.25013012250265,61.851424080848695
2020-12-16,63.38538015683492,61.91075908279419
2020-12-17,63.520680138270066,61.967889087677
2020-12-18,63.63871344248454,62.031659071922306
2020-12-21,63.7261800956726,62.092489058494564
2020-12-22,63.814813429514565,62.15292405414581
2020-12-23,63.92774681091308,62.20937907028198
2020-12-24,64.04158014933267,62.255179082870484
2020-12-28,64.13359678904216,62.30000906848907
2020-12-29,64.24836345036825,62.350159085273745
2020-12-30,64.35106342315673,62.39437908744812
2020-12-31,64.45283009211222,62.447299080848694
2021-01-04,64.55169677098591,62.49971909713745
2021-01-05,64.65926346460978,62.558739123344424
2021-01-06,64.77689675649007,62.61794210338592
2021-01-07,64.89469672520956,62.67679210662842
2021-01-08,65.03799671808879,62.74397210502625
2021-01-11,65.17199668884277,62.80716208457947
2021-01-12,65.27597995758056,62.85930207157135
2021-01-13,65.38109657923381,62.91336205101013
2021-01-14,65.48171654383341,62.96773204803467
2021-01-15,65.57474992116292,63.02016204833984
2021-01-19,65.64584987640382,63.06330204868316
2021-01-20,65.71939987818399,63.10930706501007
2021-01-21,65.79746651331584,63.15249706077575
2021-01-22,65.86951642354329,63.195592041969306
2021-01-25,65.94708315531413,63.23772205352783
2021-01-26,66.05101651509602,63.280602044105535
2021-01-27,66.14130652109782,63.31609904193878
2021-01-28,66.21644319534302,63.343905051231374
2021-01-29,66.29599309285481,63.39081002902985
2021-02-01,66.33814304351806,63.43586999988556
2021-02-02,66.38770971298217,63.49800000572205
2021-02-03,66.44057636260986,63.55815200328827
2021-02-04,66.49294308344524,63.623652002334595
2021-02-05,66.55324305216472,63.694081990242005
2021-02-08,66.60484306971233,63.75819200515747
2021-02-09,66.7087764485677,63.830702012062076
2021-02-10,66.8171431795756,63.90870202255249
2021-02-11,66.89287654240925,63.9849420413971
2021-02-12,66.99400995254517,64.07157205581665
2021-02-16,67.08967657089234,64.15873203372956
2021-02-17,67.18103323618571,64.2407890367508
2021-02-18,67.2796331469218,64.33282901191711
2021-02-19,67.34949982325236,64.42005900382996
2021-02-22,67.43036655426026,64.50400900840759
2021-02-23,67.45456654866535,64.57423899269105
2021-02-24,67.44896658579509,64.63629899120332
2021-02-25,67.49713337580363,64.70319903182984
2021-02-26,67.49429006576538,64.75241603755951
2021-03-01,67.47975671768188,64.80825603294373
2021-03-02,67.50472332000733,64.87153600406647
2021-03-03,67.53372326533,64.93298099327087
2021-03-04,67.53583987553914,64.9844109659195
2021-03-05,67.49153991699218,65.02193095779418
2021-03-08,67.47548994064331,65.06270093917847
2021-03-09,67.4362899462382,65.09058595371246
2021-03-10,67.43708991368611,65.13388595581054
2021-03-11,67.44533323923747,65.17884595012666
2021-03-12,67.49769651412963,65.23215593719482
2021-03-15,67.52111329396567,65.28043594741821
2021-03-16,67.58068000157674,65.33796594810485
2021-03-17,67.62087996800742,65.39461093330384
2021-03-18,67.64601329167684,65.45249592018128
2021-03-19,67.64014662424724,65.50244093704224
2021-03-22,67.62886342366536,65.55455595493316
2021-03-23,67.62436334609986,65.61290594673156
2021-03-24,67.57226327896119,65.66445594978332
2021-03-25,67.49849664052327,65.7226259727478
2021-03-26,67.4351299794515,65.77634599685669
2021-03-29,67.377463277181,65.8432459974289
2021-03-30,67.31772996902467,65.90987599849701
2021-03-31,67.25773993810019,65.97109598827362
2021-04-01,67.20507328033447,66.02592597389221
2021-04-05,67.18402331034343,66.07809097862244
2021-04-06,67.17858996073406,66.13662099266053
2021-04-07,67.19509000778199,66.19795100402831
2021-04-08,67.23495665868123,66.26291098976135
2021-04-09,67.27442319869995,66.32662598037719
2021-04-12,67.37313321431478,66.39345596885681
2021-04-13,67.47039988835652,66.45852596855164
2021-04-14,67.54799991607666,66.52672595977783
2021-04-15,67.62186668395995,66.58736597061157
2021-04-16,67.73876676559448,66.65831597709656
2021-04-19,67.8870334815979,66.7248759880066
2021-04-20,67.98920017878214,66.78585598564148
2021-04-21,68.10016680399578,66.84383598518372
2021-04-22,68.17130016326904,66.90048599815368
2021-04-23,68.21570025761922,66.95062101173401
2021-04-26,68.24995026906332,67.00591100502014
2021-04-27,68.31895016988119,67.06040697860718
2021-04-28,68.36913356145223,67.11171200752258
2021-04-29,68.40910026550293,67.16062199783325
2021-04-30,68.4296336809794,67.20363200569153
2021-05-03,68.48203364690146,67.24536200904846
2021-05-04,68.52595020929972,67.2857419910431
2021-05-05,68.54038353602091,67.31877199363709
2021-05-06,68.57068351745605,67.35919198799134
2021-05-07,68.62266687393188,67.39928701782227
2021-05-10,68.6887334314982,67.44394699859619
2021-05-11,68.6962667910258,67.47708699798585
2021-05-12,68.69855346043904,67.50382798957824
2021-05-13,68.66768678029378,67.51519798088073
2021-05-14,68.62082682291665,67.52055998802184
2021-05-17,68.58104343414307,67.53454998016358
2021-05-18,68.49641006469727,67.54109998321533
2021-05-19,68.40947668075562,67.54246996498108
2021-05-20,68.3241433397929,67.54767994689942
2021-05-21,68.239443359375,67.55837995147705
2021-05-24,68.13281003952027,67.55878994560241
2021-05-25,68.05172669092813,67.56872494888306
2021-05-26,67.94806001663208,67.57529493713379
2021-05-27,67.87179328282674,67.58339492416381
2021-05-28,67.76592658360798,67.59031491279602
2021-06-01,67.66259316762289,67.59058491134644
2021-06-02,67.57242652893066,67.58917492675782
2021-06-03,67.50459315617879,67.58381491661072
2021-06-04,67.42325980504353,67.57586493301392
2021-06-07,67.38329312642415,67.58281496238709
