,SMA_30,SMA_100,SMA_200,EMA_50,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,HLC3,OHLC4,LR_14,STOCHk_14_3_3,STOCHd_14_3_3
2019-06-04,166.9099829800924,163.36381358218193,161.91126431000234,165.62453783674795,-0.8717782908191509,-0.4101392905587323,-0.46163900026041865,163.00982210978904,165.95534912109375,168.90087613239845,3.5497825492270487,-0.0021761622938844183,34.29401698598222,163.03766825993856,163.08625063896181,163.98958304730087,13.470092934736238,15.033457918496874
2019-06-05,166.8216832558314,163.4749436366558,161.91909433662892,165.60632074671327,-0.79296985883812,-0.265064686862161,-0.527905171975959,163.16466457152265,165.7610493588448,168.35743414616692,3.132683820915492,0.3842530350438451,46.84312003028192,164.67499923706058,164.45874865055086,163.92856209849248,22.485436792040407,16.623871237777397
2019-06-06,166.73258315086366,163.5933735649586,161.9277993079424,165.63136681541695,-0.6356364826319236,-0.08618504852477171,-0.5494514341071519,163.18831387571143,165.7148990917206,168.2414843077298,3.0493156980541087,0.6049037260999107,51.81452593580419,165.90799674987792,165.9419976234436,164.22634128277127,43.56653827097063,26.507355999249086
2019-06-07,166.67191661834718,163.71807363295554,161.93799931776525,165.681313376376,-0.45247561146021553,0.0775806581175491,-0.5300562695777646,163.19087614592254,165.71214949131013,168.2334228366977,3.0429553332416326,0.7365579739192397,54.59627770353922,166.73566621144613,166.64649913311004,164.780639044374,66.79004798593611,44.28067434964905
2019-06-10,166.66064996878308,163.861613727808,161.95326936447623,165.7838502714194,-0.19285411783883433,0.2697617213911443,-0.4626158392299786,163.0597911881647,165.78869967460633,168.51760816104797,3.2920319560955256,0.959396959962692,59.85623874675785,168.18433408737187,168.03775024414062,165.5857474735804,80.79720123293366,63.71792916328013
2019-06-11,166.64098330497745,163.99803372788432,161.9695043541193,165.89644441282962,0.04138871459537086,0.4032036430602796,-0.36181492846490876,162.92118787425926,165.8565997695923,168.79201166492533,3.5396986305168467,0.9766624255078531,61.10849658356704,168.89666617711387,168.89199831485752,166.35113492253075,87.80547443698708,78.46424121861895
2019-06-12,166.6169166437785,164.13107376217843,161.98512437784674,166.00187815749848,0.21885691045628164,0.4645374711369523,-0.2456805606806707,162.92957819768796,166.04755026340484,169.16552232912173,3.755517092267579,0.9069078530852273,60.71083901144006,168.81300309499105,168.95825254917148,167.1437080070999,88.79327517346876,85.79865028112984
2019-06-13,166.58374997933706,164.2558137996197,162.00143437206745,166.09941244598426,0.3477465382509024,0.4747416791452585,-0.1269951408943561,162.9008586013899,166.18825020313264,169.47564180487538,3.9562262647624573,0.8499358442013989,60.13285855198775,168.5369992574056,168.538249540329,167.84753239893644,86.49755791654216,87.69876917566599
2019-06-14,166.6059167178472,164.3742537620068,162.0172543832064,166.21923934979642,0.49789340124567616,0.4999108337120258,-0.002017432466349639,162.78602828007075,166.31750021934508,169.8489721586194,4.246663080694337,0.9017444174329985,62.780116069542395,169.05600067774455,169.0414997577667,168.52189649665752,88.13622938843469,87.80902082614853
2019-06-17,166.63271659851074,164.50447375750545,162.02784938442707,166.32824952559668,0.5974114161311661,0.4795430788780126,0.11786833725315352,162.7032938691384,166.3944502258301,170.0856065825218,4.436633976291955,0.8528093035331289,61.745865649068115,168.97366412480673,168.98349812030796,169.10773840579378,89.9945354502819,88.20944091841959
