,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2020-02-04,0.4080483121380496,0.030803812422828536,0.37724449971522106
2020-02-05,0.4283989163393471,0.040923533299300874,0.38747538304004625
2020-02-06,0.4524239470409199,0.05195885120069893,0.400465095840221
2020-02-07,0.48280345443257033,0.06587068687387942,0.4169327675586909
2020-02-10,0.4941628590918512,0.061784073226528236,0.43237878586532297
2020-02-11,0.5260694307000691,0.07495251586779683,0.45111691483227223
2020-02-12,0.5429582714785894,0.07347308531705377,0.4694851861615357
2020-02-13,0.5701452033355423,0.08052801373920532,0.489617189596337
2020-02-14,0.5758540897897859,0.06898952015475912,0.5068645696350268
2020-02-18,0.5861132590490996,0.06339895153125819,0.5227143075178414
2020-02-19,0.5888437423135997,0.05290354783660667,0.535940194476993
2020-02-20,0.6036571880803407,0.054173594882678144,0.5494835931976626
2020-02-21,0.5902755456849036,0.032633561989792725,0.5576419836951109
2020-02-24,0.5450248066310834,-0.01009374165122201,0.5551185482823054
2020-02-25,0.43687081069622735,-0.0945981900688625,0.5314690007650898
2020-02-26,0.288962372771266,-0.1940053023950591,0.4829676751663251
2020-02-27,0.17134219007502338,-0.2493003880730414,0.42064257814806477
2020-02-28,-0.004210346879062854,-0.33988234002170215,0.3356719931426393
2020-03-02,-0.13428447785098996,-0.37596517679490343,0.24168069894391347
2020-03-03,-0.15277805945945744,-0.3155670067226968,0.1627889472632393
2020-03-04,-0.2138284287900376,-0.30129390084262153,0.08746547205258393
2020-03-05,-0.19133711984792967,-0.2230420735204109,0.031704953672481204
2020-03-06,-0.20886855689965955,-0.1924588084577126,-0.016409748441946946
2020-03-09,-0.24263951239639425,-0.18098381116355783,-0.06165570123283641
2020-03-10,-0.39213380313164947,-0.2643824815190504,-0.12775132161259903
2020-03-11,-0.43985576837408047,-0.24968355740918513,-0.19017221096489534
2020-03-12,-0.533018510221126,-0.2742770394049845,-0.2587414708161415
2020-03-13,-0.81635655462172,-0.44609206704446275,-0.3702644875772572
2020-03-16,-0.8935888127038538,-0.41865946010127725,-0.47492935260257657
2020-03-17,-1.1598661195172397,-0.5479494135317304,-0.6119167059855093
2020-03-18,-1.2688689741836114,-0.5255618145584817,-0.7433071596251297
2020-03-19,-1.4514111750413932,-0.5664832123330107,-0.8849279627083825
2020-03-20,-1.564406807665975,-0.5435830759660738,-1.0208237316999011
2020-03-23,-1.6749143567768598,-0.5232725000615668,-1.151641856715293
2020-03-24,-1.7459170503423422,-0.47542015490163925,-1.270496895440703
2020-03-25,-1.6572847048556056,-0.30943024753192194,-1.3478544573236837
2020-03-26,-1.551088025304189,-0.16258685438440423,-1.3885011709197848
2020-03-27,-1.3531266905169304,0.028299584322283522,-1.3814262748392139
2020-03-30,-1.2361357152112618,0.11623244770236174,-1.3523681629136235
2020-03-31,-1.0727935142054008,0.22365971896657832,-1.2964532331719791
2020-04-01,-0.9763882266221771,0.2560520052398416,-1.2324402318620187
2020-04-02,-0.9613255316826965,0.21689176014345768,-1.1782172918261542
2020-04-03,-0.8910647367652231,0.22972204404874486,-1.120786780813968
2020-04-06,-0.8523466822062673,0.21475207888616055,-1.0670987610924278
2020-04-07,-0.686897222504605,0.30416123087025826,-0.9910584533748633
2020-04-08,-0.564600373369629,0.3411664640041876,-0.9057668373738166
2020-04-09,-0.4295631746752093,0.3809629301588858,-0.8105261048340952
2020-04-13,-0.3054677695481729,0.4040466682287378,-0.7095144377769107
2020-04-14,-0.20715395279979276,0.40188838798169435,-0.6090423407814871
2020-04-15,-0.06817711299983387,0.4326921822253226,-0.5008692952251564
2020-04-16,0.02102335215505491,0.4175141179041691,-0.3964907657491142
2020-04-17,0.11559890720459975,0.40967173836297116,-0.2940728311583714
2020-04-20,0.20361567906537914,0.39815080817900045,-0.1945351291136213
2020-04-21,0.24233403101577977,0.34949532810352085,-0.10716129708774108
2020-04-22,0.21207263324219383,0.25538714426394793,-0.0433145110217541
2020-04-23,0.23468749014243429,0.2224016009313507,0.012285889211083582
2020-04-24,0.2572696787006805,0.19598703159167755,0.06128264710900297
2020-04-27,0.3117966552580924,0.20041120651927155,0.11138544873882086
2020-04-28,0.3604170992233122,0.19922532038759308,0.16119177883571914
2020-04-29,0.3800836181388192,0.17511347144248002,0.20497014669633917
2020-04-30,0.46112044853052936,0.2049202414673521,0.25620020706317725
2020-05-01,0.517042579677863,0.20867389809174863,0.3083686815861144
2020-05-04,0.5078586115172925,0.15959194394494247,0.34826666757235003
2020-05-05,0.5200437822420696,0.13742169173577568,0.3826220905062939
2020-05-06,0.5453621285587715,0.13019203044198208,0.41517009811678945
2020-05-07,0.5651258112074942,0.11996457047256376,0.4451612407349304
2020-05-08,0.613378088788906,0.13457347844318046,0.4788046103457255
2020-05-11,0.6601867124815968,0.14510568170869698,0.5150810307728998
2020-05-12,0.682715664798458,0.13410770722044663,0.5486079575780114
2020-05-13,0.6709680306933734,0.09788805849228954,0.5730799722010839
2020-05-14,0.6370465251937105,0.05117324239410126,0.5858732827996093
2020-05-15,0.628816887938271,0.03435488411092935,0.5944620038273416
2020-05-18,0.6142459207995259,0.015827133577747454,0.5984187872217784
2020-05-19,0.6322060086839159,0.02702977716970989,0.605176231514206
2020-05-20,0.6382749671053816,0.0264789884729405,0.6117959786324411
2020-05-21,0.6730493797453789,0.04900272089035029,0.6240466588550286
2020-05-22,0.6672168692459053,0.03453616831270134,0.6326807009332039
2020-05-26,0.661983774671441,0.0234424589905895,0.6385413156808515
2020-05-27,0.636698748391268,-0.0014740538316668772,0.6381728022229349
2020-05-28,0.6264647898853468,-0.009366409870070536,0.6358311997554174
2020-05-29,0.6138601593837976,-0.017576832297295897,0.6314369916810935
2020-06-01,0.6217185574573278,-0.007774747379012514,0.6294933048363404
2020-06-02,0.6146478412695089,-0.011876370853465157,0.626524212122974
2020-06-03,0.6196933459726495,-0.0054646929202596395,0.6251580388929091
2020-06-04,0.617102798600115,-0.006444192234235313,0.6235469908343503
2020-06-05,0.5957556732775942,-0.022233054045404876,0.617988727322999
2020-06-08,0.6100137235004794,-0.006380003058015671,0.6163937265584951
2020-06-09,0.6322213051886223,0.012662062904101767,0.6195592422845205
2020-06-10,0.6514298219486392,0.025496463731294883,0.6259333582173443
2020-06-11,0.6996196460757105,0.05894903028669296,0.6406706157890175
2020-06-12,0.6294081005215233,-0.009010012213995444,0.6384181127355187
2020-06-15,0.5865311873172132,-0.04150954033464438,0.6280407276518576
2020-06-16,0.5615701966896154,-0.053176424769793784,0.6147466214594092
2020-06-17,0.5713920785787607,-0.03468363430451871,0.6060757128832794
2020-06-18,0.5742907194037414,-0.025427994783630448,0.5997187141873719
2020-06-19,0.5776751545979977,-0.017634847671499365,0.595310002269497
2020-06-22,0.5616182480143905,-0.026953403404085252,0.5885716514184758
2020-06-23,0.5725922670690053,-0.01278350747957635,0.5853757745485817
2020-06-24,0.5885452553377206,0.002535584631311094,0.5860096707064095
2020-06-25,0.5551289139031752,-0.024704605442587457,0.5798335193457627
2020-06-26,0.545277081706196,-0.02764515011165325,0.5729222318178493
2020-06-29,0.4940112118746356,-0.06312881595457098,0.5571400278292066
2020-06-30,0.4657656973248905,-0.07309946440345283,0.5388651617283433
2020-07-01,0.4684420304830823,-0.05633850499620885,0.5247805354792912
2020-07-02,0.4597361948557648,-0.05203547249882112,0.5117716673545859
2020-07-06,0.4588441985612519,-0.04234197503466719,0.5011861735959191
2020-07-07,0.48809600068049974,-0.010472138332335512,0.49856813901283525
2020-07-08,0.4923210578862509,-0.004997664901267518,0.49731872278751843
2020-07-09,0.5212597234484804,0.019152800528769554,0.5021069229197108
2020-07-10,0.5467670791535824,0.03572812498709721,0.5110389541664851
2020-07-13,0.5558936927275795,0.035883790848875385,0.5200099018787041
2020-07-14,0.5132333521674752,-0.0054212397689831215,0.5186545919364584
2020-07-15,0.5032775426386848,-0.012301639438218825,0.5155791820769037
2020-07-16,0.49512665965519886,-0.016362017937363915,0.5114886775925628
2020-07-17,0.4625967034548637,-0.03911357931015935,0.501710282765023
2020-07-20,0.4417303710184797,-0.047983929397234726,0.4897143004157144
2020-07-21,0.4664562179168428,-0.01860646599909732,0.4850626839159401
2020-07-22,0.47078038395017785,-0.01142583997260982,0.48220622392278767
2020-07-23,0.4932934609475481,0.008869789619808333,0.4844236713277398
2020-07-24,0.46422754827593593,-0.01615689844144308,0.480384446717379
2020-07-27,0.4145465788660232,-0.05267029428108466,0.46721687314710786
2020-07-28,0.4182033725978158,-0.0392108004394337,0.4574141730372495
2020-07-29,0.4023425469019486,-0.04405730090824078,0.4463998478101894
2020-07-30,0.40918270101675347,-0.029773717434748714,0.4389564184515022
2020-07-31,0.4230809540003122,-0.012700371560951995,0.4357813255612642
2020-08-03,0.47637352749835316,0.03247376154967113,0.443899765948682
2020-08-04,0.5574901930529421,0.09087234168340802,0.4666178513695341
2020-08-05,0.6286501692024231,0.12962585426631124,0.4990243149361119
