index,close,model_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns,Market Daily Returns,Market Cumulative Returns
2022-06-06,61.77799949645996,1,1300,1300.0,80311.39934539795,69688.60065460205,150000.0,,,,,,
2022-06-07,62.1859992980957,1,1300,0.0,80841.79908752441,69688.60065460205,150530.39974212646,0.0035359982808431667,0.0035359982808431667,0.006604289633223237,0.006604289633223237,0.009523393173235029,0.009523393173235029
2022-06-08,61.66300048828125,1,1300,0.0,80161.90063476562,69688.60065460205,149850.50128936768,-0.0045166853600570045,-0.0009966580708821171,-0.008410234067436906,-0.0018614880558782687,-0.010793945785935621,-0.0013733476023106705
2022-06-09,60.724001121521,1,1300,0.0,78941.2014579773,69688.60065460205,148629.80211257935,-0.008146113401590216,-0.009134652582804326,-0.015227922081714196,-0.01706106354252146,-0.02379869397635359,-0.025139357699353715
2022-06-10,59.45999851226807,1,1300,0.0,77297.9980659485,69688.60065460205,146986.59872055054,-0.011055679067541013,-0.02008934186299638,-0.02081553563513383,-0.03752146400151268,-0.029110303335524668,-0.05351784670658999
2022-06-13,57.44740056991577,1,1300,0.0,74681.6207408905,69688.60065460205,144370.22139549255,-0.017800107954278332,-0.03753185736338294,-0.033847931259820885,-0.07009937132704247,-0.038768430665237275,-0.09021147444243005
2022-06-14,57.45599889755249,1,1300,0.0,74692.79856681824,69688.60065460205,144381.3992214203,7.742473357508217e-05,-0.03745733852386479,0.00014967304963175998,-0.0699601902640945,-0.0037736797459957394,-0.09364472497446596
2022-06-15,58.316999149322506,1,1300,0.0,75812.09889411926,69688.60065460205,145500.6995487213,0.007752385926004912,-0.029995336341857914,0.014985384786456057,-0.05602318584847954,0.014592504858983224,-0.08041873121969079
2022-06-16,56.97149858474731,1,1300,0.0,74062.9481601715,69688.60065460205,143751.54881477356,-0.012021596730275808,-0.041656341234842964,-0.02307218451227233,-0.07780279307989046,-0.03251195148816344,-0.1103161128197
2022-06-17,57.288000392913816,1,1300,0.0,74474.40051078796,69688.60065460205,144163.00116539001,0.0028622463827963074,-0.03891332556406657,0.005555441159682539,-0.0726795807592222,0.002200865698254617,-0.10835803807011501
2022-06-21,57.74300060272218,1,1300,0.0,75065.90078353883,69688.60065460205,144754.50143814087,0.004102996385822122,-0.034969990412394125,0.007942330098584582,-0.06531449588245408,0.024477242280086964,-0.08653310174086515
2022-06-22,57.77900018692017,1,1300,0.0,75112.70024299623,69688.60065460205,144801.30089759827,0.000323302273797621,-0.03465799401601155,0.0006234449859243707,-0.06473177089149584,-0.0013015723144006452,-0.08772204496576064
2022-06-23,58.509001636505126,1,1300,0.0,76061.70212745667,69688.60065460205,145750.30278205872,0.006553821537360172,-0.028331314786275263,0.012634373167125235,-0.05291524307358264,0.009532217409177868,-0.07902601316077407
2022-06-24,59.41900024414062,1,1300,0.0,77244.7003173828,69688.60065460205,146933.30097198486,0.008116608798371283,-0.020444660186767716,0.015553138528819455,-0.03818510265057273,0.03056329358583576,-0.05087801481608911
2022-06-27,59.02900085449219,1,1300,0.0,76737.70111083984,69688.60065460205,146426.3017654419,-0.0034505398244584207,-0.02382465489705421,-0.006563546812400123,-0.044498019754189544,-0.0029730715337762392,-0.05369982237232063
2022-06-28,58.1709997177124,1,1300,0.0,75622.29963302612,69688.60065460205,145310.90028762817,-0.007617494018256843,-0.031260664749145683,-0.014535247494613435,-0.058386477518655666,-0.020143036075892073,-0.07276118098889806
2022-06-29,58.43299865722656,1,1300,0.0,75962.89825439453,69688.60065460205,145651.49890899658,0.0023439302949346263,-0.028990007273356322,0.004503944246885494,-0.054145502711286264,-0.0007117454091590814,-0.07342113896152325
2022-06-30,58.14800119400024,1,1300,0.0,75592.4015522003,69688.60065460205,145281.00220680237,-0.0025437204901386234,-0.03145998528798444,-0.0048773376307135186,-0.058758754444092176,-0.008759278267998716,-0.08153730104260459
2022-07-01,58.38600158691406,1,1300,0.0,75901.80206298828,69688.60065460205,145590.40271759033,0.002129669441208515,-0.02939731521606459,0.004093010731697877,-0.054906243924915166,0.010553814029047315,-0.07184401652519135
2022-07-05,58.69399986267089,1,1300,0.0,76302.19982147215,69688.60065460205,145990.80047607422,0.002750165883259159,-0.026727996826172107,0.005275207539230831,-0.049920678217587944,0.0015841285142366157,-0.07037369816610961
2022-07-06,58.85899906158447,1,1300,0.0,76516.69878005981,69688.60065460205,146205.29943466187,0.001469263528168785,-0.025298003768920996,0.002811176598964682,-0.04724983746103295,0.0035731642904301975,-0.06705199066095202
2022-07-07,59.43799896240235,1,1300,0.0,77269.39865112305,69688.60065460205,146957.9993057251,0.005148239318093939,-0.02028000462849955,0.009837066719603271,-0.037877570545024275,0.014964587965241805,-0.05309080810820066
2022-07-08,59.42800025939942,1,1300,0.0,77256.40033721924,69688.60065460205,146945.0009918213,-8.844917571837474e-05,-0.02036666005452492,-0.0001682207203720365,-0.03803941947319334,-0.000830271529819071,-0.053876999851552365
2022-07-11,59.04399948120118,1,1300,0.0,76757.19932556154,69688.60065460205,146445.79998016357,-0.003397196286286097,-0.023694666798909747,-0.006461613658916621,-0.044255237099664724,-0.011527461422777274,-0.06478339623696594
2022-07-12,58.718999576568606,1,1300,0.0,76334.69944953918,69688.60065460205,146023.30010414124,-0.002885025559487331,-0.026511332639058693,-0.005504368055826769,-0.049516008042097104,-0.009243878717321574,-0.07342842509657677
2022-07-13,58.70899982452392,1,1300,0.0,76321.6997718811,69688.60065460205,146010.30042648315,-8.902468064209135e-05,-0.02659799715677924,-0.00017029840625337744,-0.04967787395109691,-0.0044569025122100925,-0.07755806427650624
2022-07-14,59.04599847793579,1,1300,0.0,76759.79802131653,69688.60065460205,146448.39867591858,0.003000461256197573,-0.02367734216054307,0.005740153203412257,-0.0442228793549837,-0.00299863390215227,-0.08032412993773363
2022-07-15,59.61200037002563,1,1300,0.0,77495.60048103333,69688.60065460205,147184.20113563538,0.005024312087871241,-0.01877199242909766,0.009585778997392103,-0.0350610111057168,0.01920124935943668,-0.06266520422681121
2022-07-18,59.26900119781494,1,1300,0.0,77049.70155715942,69688.60065460205,146738.30221176147,-0.003029529803018627,-0.021744651921590252,-0.005753861136711058,-0.04061313605321293,-0.008363571580831342,-0.07050467088646417
2022-07-19,60.18600187301636,1,1300,0.0,78241.80243492126,69688.60065460205,147930.40308952332,0.0081239925758545,-0.013797312736511302,0.015471842897113453,-0.025769653216673905,0.02762829164595959,-0.04482430285015826
2022-07-20,60.62500228881836,1,1300,0.0,78812.50297546387,69688.60065460205,148501.10363006592,0.0038578989080237935,-0.00999264246622733,0.0072940617774914784,-0.018663556881729382,0.005895806193263242,-0.03919277205924765
2022-07-21,61.03999986648559,1,1300,0.0,79351.99982643126,69688.60065460205,149040.60048103333,0.003632948427853888,-0.006395996793111203,0.006845320610301631,-0.01194599430201182,0.00986137270919718,-0.0297178938828333
2022-07-22,60.85599918365479,1,1300,0.0,79112.79893875122,69688.60065460205,148801.39959335327,-0.0016049377613082116,-0.007990669377644921,-0.0030144279690902387,-0.01492441193175953,-0.00933246697634671,-0.03877301959591184
2022-07-25,60.63500194549561,1,1300,0.0,78825.50252914429,69688.60065460205,148514.10318374634,-0.0019307372806443013,-0.009905978775024527,-0.003631478262188126,-0.018501692516441515,0.0013151670479691902,-0.03750884554566547
2022-07-26,60.17000064849854,1,1300,0.0,78221.0008430481,69688.60065460205,147909.60149765015,-0.004070331861670273,-0.013935990015665811,-0.007668859273972761,-0.026028664914175326,-0.01154320266205866,-0.048619076001970685
2022-07-27,61.45100116729736,1,1300,0.0,79886.30151748657,69688.60065460205,149574.90217208862,0.011258908533162026,-0.0028339855194092767,0.02128968763490935,-0.005293119424842452,0.026156273782937722,-0.023734496082013945
2022-07-28,62.21599941253663,1,1300,0.0,80880.79923629762,69688.60065460205,150569.39989089966,0.00664882747285267,0.0037959992726643854,0.012448914268403888,0.007089901253629183,0.012133338697180918,-0.011889136064603067
2022-07-29,62.72700033187866,1,1300,0.0,81545.10043144226,69688.60065460205,151233.7010860443,0.004411926962756052,0.008224673906962021,0.00821333618630371,0.015361469182456622,0.014207760082581844,0.0021497060251838285
2022-08-01,62.7289999961853,1,1300,0.0,81547.6999950409,69688.60065460205,151236.30064964294,1.7189049662746925e-05,0.008242004330953012,3.1878844772625925e-05,0.015393837733120863,-0.0028230841271976725,-0.0006794469029717254
2022-08-02,62.34899997711181,1,1300,0.0,81053.69997024535,69688.60065460205,150742.3006248474,-0.0032664117191013586,0.004948670832316093,-0.006057804509821629,0.009242780363656111,-0.006662395550704803,-0.007337315709653236
2022-08-03,63.1900016784668,1,1300,0.0,82147.00218200684,69688.60065460205,151835.6028366089,0.007252789742690613,0.012237352244059307,0.013488615722204278,0.022856068398390494,0.015638477163140152,0.008186417009322655
2022-08-04,63.46199913024901,1,1300,0.0,82500.59886932372,69688.60065460205,152189.19952392578,0.0023288127468852338,0.014594663492838666,0.004304438116115694,0.027258889046504864,-0.0007773401640558397,0.007402713214525791
2022-08-05,63.16900157928467,1,1300,0.0,82119.70205307007,69688.60065460205,151808.30270767212,-0.0025027848063146063,0.012055351384480995,-0.00461689759194317,0.022516139955363945,-0.0016257460597355333,0.005764932222950492
2022-08-08,63.04899988174439,1,1300,0.0,81963.69984626771,69688.60065460205,151652.30050086975,-0.0010276263156882015,0.011015336672465237,-0.001899692800901076,0.02057367340548555,-0.0012375507238541195,0.004520247103050989
2022-08-09,62.67200050354004,1,1300,0.0,81473.60065460205,69688.60065460205,151162.2013092041,-0.003231729357530133,0.007748008728027722,-0.005979466429466895,0.014471187386559725,-0.004248692893594086,0.0002523490677128759
2022-08-10,63.52300004959107,1,1300,0.0,82579.90006446838,69688.60065460205,152268.50071907043,0.007318624631586168,0.01512333812713651,0.013578624253472782,0.02824631045605619,0.021290637641290244,0.021548359381562854
2022-08-11,63.280998611450194,1,1300,0.0,82265.29819488525,69688.60065460205,151953.8988494873,-0.002066099476237482,0.013025992329915637,-0.003809666387795785,0.024329035048736625,-0.0007054739583503,0.020827683616823744
2022-08-12,63.9549994468689,1,1300,0.0,83141.49928092957,69688.60065460205,152830.09993553162,0.005766229709658122,0.018867332903544254,0.010650919710624596,0.03523908135830234,0.017322368774566943,0.038510837207721416
2022-08-15,64.2439986228943,1,1300,0.0,83517.19820976259,69688.60065460205,153205.79886436462,0.0024582783691922128,0.021371992429097597,0.004518789438274995,0.03991710878523369,0.0039695418998517695,0.04263324948946767
2022-08-16,64.02099828720094,1,1300,0.0,83227.29777336122,69688.60065460205,152915.89842796326,-0.0018922288748223215,0.01943932285308847,-0.003471146573586492,0.036307404076259875,0.0018756797165810912,0.04458889552736811
2022-08-17,63.55700159072877,1,1300,0.0,82624.1020679474,69688.60065460205,152312.70272254944,-0.003944623885514309,0.015418018150329615,-0.007247570467281084,0.0287966931394521,-0.007237794954094601,0.037028375290216964
2022-08-18,63.653000831604,1,1300,0.0,82748.90108108519,69688.60065460205,152437.50173568726,0.00081936050576914,0.01625001157124828,0.0015104432001593615,0.03035063210895106,0.002269561170191503,0.03938197462316251
2022-08-19,62.76299972534181,1,1300,0.0,81591.89964294435,69688.60065460205,151280.5002975464,-0.007590005247835929,0.00853666865030922,-0.013982076172916247,0.01594419108599121,-0.012900001139847905,0.025973945965786394
2022-08-22,61.77699823379516,1,1300,0.0,80310.09770393372,69688.60065460205,149998.69835853577,-0.008473014939066825,-8.677609761531535e-06,-0.015709916604711438,-1.620743101071742e-05,-0.0214000649197158,0.004018036916181522
2022-08-23,61.68800077438354,1,1300,0.0,80194.4010066986,69688.60065460205,149883.00166130066,-0.0007713180080973769,-0.0007799889246622449,-0.0014406245359286363,-0.0014568086181165896,-0.0022378626777133093,0.0017711824236157359
2022-08-24,61.59699954986572,1,1300,0.0,80076.09941482544,69688.60065460205,149764.7000694275,-0.000789292918889517,-0.001568666203816682,-0.0014751851798641136,-0.0029298447354974,0.0029161604463010526,0.004692507922043676
2022-08-25,62.254998970031735,1,1300,0.0,80931.49866104126,69688.60065460205,150620.0993156433,0.005711621268692069,0.004133995437622273,0.010682329090288434,0.007721186789142909,0.014091605518061545,0.018850238410633047
2022-08-26,60.76270084381104,1,1300,0.0,78991.51109695435,69688.60065460205,148680.1117515564,-0.012880004547211388,-0.008799254989623861,-0.02397073569849484,-0.01643463143715318,-0.03368805871951874,-0.015472848247340076
2022-08-29,60.23000068664551,1,1300,0.0,78299.00089263916,69688.60065460205,147987.6015472412,-0.0046577191539401985,-0.013415989685058527,-0.008766893995295288,-0.025057444760787195,-0.006666355799502699,-0.02203605653519425
2022-08-30,59.92699851989746,1,1300,0.0,77905.0980758667,69688.60065460205,147593.69873046875,-0.0026617285005914315,-0.016042008463541646,-0.005030751507449915,-0.02996213849023399,-0.011028155571448206,-0.0328211950469911
2022-08-31,59.5229992866516,1,1300,0.0,77379.89907264708,69688.60065460205,147068.49972724915,-0.0035584107433929146,-0.01954333515167228,-0.006741522906603126,-0.036501670953874354,-0.007817025105971265,-0.04038165604727206
2022-09-01,59.24200143814086,1,1300,0.0,77014.60186958312,69688.60065460205,146703.20252418518,-0.0024838575476151536,-0.021978649838765407,-0.004720828114818332,-0.041050180954215754,0.0029962320243361873,-0.03750641683398048
2022-09-02,59.07900171279907,1,1300,0.0,76802.7022266388,69688.60065460205,146491.30288124084,-0.0014444104784242517,-0.023391314125060902,-0.0027514216499250344,-0.043688656247530044,-0.010736500458081055,-0.047840229630542574
2022-09-06,58.62999963760377,1,1300,0.0,76218.9995288849,69688.60065460205,145907.60018348694,-0.003984555303102932,-0.027282665443420284,-0.007600028134836068,-0.05095664936571165,-0.004095056983834944,-0.051739378147920734
2022-09-07,59.22299995422363,1,1300,0.0,76989.89994049072,69688.60065460205,146678.50059509277,0.005283483592604998,-0.022143329366048126,0.010114281430756211,-0.04135775782740858,0.018341016392734,-0.03434731453794759
2022-09-08,59.08199796676636,1,1300,0.0,76806.59735679626,69688.60065460205,146495.19801139832,-0.0012496895110788442,-0.023365346590677905,-0.002380865332155757,-0.0436401559077374,0.006610721877456038,-0.027963653204139405
2022-09-09,59.71499891281128,1,1300,0.0,77629.49858665466,69688.60065460205,147318.0992412567,0.005617257364260997,-0.017879338391621924,0.010713939403352413,-0.03339377449033332,0.015271449816332883,-0.013119248914394865
2022-09-12,60.36499900817872,1,1300,0.0,78474.49871063234,69688.60065460205,148163.09936523438,0.005735888043151061,-0.012246004231770802,0.01088503905553928,-0.022872227974333192,0.0105842727693497,-0.002673833854084151
2022-09-13,58.64599971771241,1,1300,0.0,76239.79963302612,69688.60065460205,145928.40028762817,-0.015082696617310098,-0.027143998082478804,-0.02847675505193681,-0.050697656192752905,-0.0432366134006168,-0.045794839734054404
2022-09-14,58.760999011993405,1,1300,0.0,76389.29871559143,69688.60065460205,146077.89937019348,0.0010244687276133035,-0.026147337532043347,0.001960906026575282,-0.04883616350573927,0.0033870120853238816,-0.04256293532435529
2022-09-15,58.02799816131592,1,1300,0.0,75436.3976097107,69688.60065460205,145124.99826431274,-0.006523239381104995,-0.032500011571248266,-0.012474274825175713,-0.06070124260593712,-0.011317739184353415,-0.05339895830778718
2022-09-16,57.88700218200683,1,1300,0.0,75253.10283660889,69688.60065460205,144941.70349121094,-0.0012630130941877482,-0.03372197672526023,-0.002429792234381889,-0.06298354343241774,-0.007182134089448455,-0.06019757391843228
2022-09-19,57.990001296997065,1,1300,0.0,75387.00168609618,69688.60065460205,145075.60234069824,0.0009238117550856018,-0.03282931772867814,0.001779313336461641,-0.06131629755476298,0.006857100716286535,-0.05375325402938058
2022-09-20,57.60599746704102,1,1300,0.0,74887.79670715333,69688.60065460205,144576.39736175537,-0.0034409988370789346,-0.03615735092163064,-0.0066218972472402715,-0.06753216458001443,-0.011272103097361819,-0.06441944490550455
2022-09-21,57.259999656677245,1,1300,0.0,74437.99955368042,69688.60065460205,144126.60020828247,-0.003111138205688091,-0.03915599861145003,-0.00600628103977785,-0.07313282846010016,-0.017116493600784488,-0.08043330348979794
2022-09-22,56.88899898529053,1,1300,0.0,73955.69868087769,69688.60065460205,143644.29933547974,-0.003346369595242926,-0.04237133776346824,-0.00647922936799139,-0.07913821345816863,-0.00842758097968943,-0.08818302629086316
2022-09-23,56.33450031280517,1,1300,0.0,73234.85040664671,69688.60065460205,142923.45106124878,-0.00501828668151616,-0.04717699292500799,-0.0097470281139721,-0.08811387918067448,-0.017232619015461026,-0.10389602081062332
2022-09-26,55.84499883651733,1,1300,0.0,72598.49848747252,69688.60065460205,142287.09914207458,-0.004452396821159166,-0.05141933905283602,-0.008689195316720966,-0.0960374357910806,-0.010340526208282075,-0.11316220749277695
2022-09-27,55.75099992752075,1,1300,0.0,72476.29990577698,69688.60065460205,142164.90056037903,-0.0008588170145596985,-0.052233996264139715,-0.0016832108685640446,-0.09755899540393209,-0.0021203598092424114,-0.1150426227053265
2022-09-28,56.393998336792,1,1300,0.0,73312.1978378296,69688.60065460205,143000.79849243164,0.005879777137378639,-0.04666134338378891,0.011533396891664438,-0.08715078512661323,0.019672139926234733,-0.09763361735043197
2022-09-29,55.54900074005128,1,1300,0.0,72213.70096206666,69688.60065460205,141902.3016166687,-0.007681753440146544,-0.05398465588887513,-0.014983821357980265,-0.10082875468904862,-0.021126437880238824,-0.11669740467869383
2022-09-30,55.18499946594239,1,1300,0.0,71740.49930572511,69688.60065460205,141429.09996032715,-0.0033347003603919623,-0.057139333597818864,-0.0065527960766077475,-0.10672084049752073,-0.015066695771983274,-0.13000585615700322
2022-10-03,56.194000816345216,1,1300,0.0,73052.20106124878,69688.60065460205,142740.80171585083,0.009274624217304961,-0.048394655227660954,0.018283978620413643,-0.0903881434431163,0.025883894952576147,-0.10748701912841463
2022-10-04,57.16800079345703,1,1300,0.0,74318.40103149414,69688.60065460205,144007.0016860962,0.00887062392129434,-0.03995332209269187,0.01733281067306569,-0.07462201334744001,0.030583700679551518,-0.08019066926882379
2022-10-05,57.02800025939941,1,1300,0.0,74136.40033721924,69688.60065460205,143825.0009918213,-0.0012638322591538298,-0.04116666005452463,-0.0024489317820196588,-0.07688820090933479,-0.002017948757084831,-0.0820467973645278
2022-10-06,56.74899969100952,1,1300,0.0,73773.69959831238,69688.60065460205,143462.30025291443,-0.0025218198255217983,-0.04358466498057045,-0.004892343535119914,-0.08140438095180891,-0.010245080846639998,-0.09145130213896036
2022-10-07,55.45400009155273,1,1300,0.0,72090.20011901854,69688.60065460205,141778.8007736206,-0.01173478660474514,-0.054807994842529295,-0.022819778436763416,-0.10236652945147018,-0.028003617786773516,-0.11689395261453173
2022-10-10,54.91200008392335,1,1300,0.0,71385.60010910036,69688.60065460205,141074.2007637024,-0.004969713427349753,-0.05950532824198407,-0.009773866749640314,-0.1111398793826287,-0.00749246363390188,-0.12351059255944619
2022-10-11,54.40799980163574,1,1300,0.0,70730.39974212646,69688.60065460205,140419.00039672852,-0.004644367031157781,-0.06387333068847656,-0.009178326805021397,-0.11929812805360562,-0.006519175777754405,-0.129224581073891
2022-10-12,54.37400007247925,1,1300,0.0,70686.20009422302,69688.60065460205,140374.80074882507,-0.0003147697090747359,-0.06416799500783288,-0.0006249031260191495,-0.11984848140647586,-0.0032907731480149582,-0.13209010544044453
2022-10-13,55.16300010681152,1,1300,0.0,71711.90013885498,69688.60065460205,141400.50079345703,0.007306867323482402,-0.05732999471028655,0.014510612301477765,-0.10707694395360834,0.02596564246086497,-0.10955426743006413
2022-10-14,54.36699962615966,1,1300,0.0,70677.09951400755,69688.60065460205,140365.70016860962,-0.007318224610526225,-0.06422866554260265,-0.014429970797646519,-0.11996179757690306,-0.02366266361565439,-0.13062458526786147
2022-10-17,55.21500043869019,1,1300,0.0,71779.50057029724,69688.60065460205,141468.1012248993,0.00785377805949361,-0.05687932516733807,0.015597712184994172,-0.10623521498370792,0.026480052302171098,-0.10760347881553278
2022-10-18,55.46199979782105,1,1300,0.0,72100.59973716737,69688.60065460205,141789.2003917694,0.0022697637424258232,-0.05473866405487071,0.00447341043499816,-0.10223703826798214,0.011427569666488724,-0.09740555539956508
2022-10-19,55.21899909973145,1,1300,0.0,71784.69882965088,69688.60065460205,141473.29948425293,-0.002227961696967262,-0.05684467010498051,-0.004381390843738564,-0.10617048868836243,-0.0066720972934503076,-0.10342775335046694
2022-10-20,55.14999942779542,1,1300,0.0,71694.99925613405,69688.60065460205,141383.59991073608,-0.0006340388882132286,-0.057442667261759506,-0.0012495639736498365,-0.10728738584428255,-0.007950909706564868,-0.11055631832898938
2022-10-21,55.90100040435791,1,1300,0.0,72671.30052566528,69688.60065460205,142359.90118026733,0.006905336051335809,-0.05093399213155125,0.013617424920298049,-0.09513093884561408,0.02372481982226482,-0.08945442723929276
2022-10-24,56.38499898910522,1,1300,0.0,73300.49868583679,69688.60065460205,142989.09934043884,0.0044197709815403385,-0.04673933773040795,0.008658138159358897,-0.08729645749801007,0.011881976654619875,-0.07863534600078259
