index,close,SMA_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns
2022-11-01,101.63700194358826,0,350,0.0,35572.95068025589,138577.40092158318,174150.35160183907,-0.0013587569956273748,0.16100234401226787
2022-11-02,98.59999871253966,0,350,0.0,34509.99954938888,138577.40092158318,173087.40047097206,-0.006103640452574166,0.15391600313982123
2022-11-03,96.06849975585938,0,350,0.0,33623.97491455078,138577.40092158318,172201.37583613396,-0.005118943565084577,0.1480091722409005
2022-11-04,97.8280982017517,0,350,0.0,34239.8343706131,138577.40092158318,172817.23529219627,0.0035763910309773994,0.1521149019479826
2022-11-07,99.15650143623351,0,350,0.0,34704.77550268173,138577.40092158318,173282.1764242649,0.002690363211068192,0.15521450949510696
2022-11-08,99.77410197257994,0,350,0.0,34920.93569040298,138577.40092158318,173498.33661198616,0.001247446172375044,0.15665557741324876
2022-11-09,97.17274947166442,0,350,0.0,34010.46231508254,138577.40092158318,172587.86323666573,-0.005247735471704429,0.15058575491111248
2022-11-10,104.3939953804016,0,350,0.0,36537.898383140564,138577.40092158318,175115.29930472374,0.014644344165685608,0.16743532869816602
2022-11-11,105.94499964714049,0,350,0.0,37080.74987649917,138577.40092158318,175658.15079808235,0.00309996611097918,0.17105433865389008
2022-11-14,105.09074983596801,0,350,0.0,36781.762442588806,138577.40092158318,175359.16336417198,-0.0017020982661604123,0.1690610890944877
2022-11-15,106.3870044708252,0,350,0.0,37235.45156478882,138577.40092158318,175812.852486372,0.002587199399770368,0.17208568324248774
2022-11-16,104.9875027179718,0,350,0.0,36745.62595129013,138577.40092158318,175323.0268728733,-0.0027860626033392455,0.16882017915249659
2022-11-17,104.90100173950195,0,350,0.0,36715.35060882568,138577.40092158318,175292.75153040886,-0.00017268320656138592,0.16861834353606686
2022-11-18,104.91899747848511,0,350,0.0,36721.64911746979,138577.40092158318,175299.05003905296,3.5931369603892094e-05,0.16866033359369426
2022-11-21,103.86249899864197,0,350,0.0,36351.87464952469,138577.40092158318,174929.27557110786,-0.0021093923091010103,0.1661951704740603
2022-11-22,105.70959815979005,0,350,0.0,36998.359355926514,138577.40092158318,175575.7602775097,0.003695691897718012,0.17050506851673908
2022-11-23,106.64050312042237,0,350,0.0,37324.17609214783,138577.40092158318,175901.577013731,0.0018557045443308162,0.17267718009154787
2022-11-25,106.00850424766541,0,350,0.0,37102.97648668289,138577.40092158318,175680.37740826607,-0.001257519171915522,0.17120251605511494
2022-11-28,103.95250377655027,0,350,0.0,36383.376321792595,138577.40092158318,174960.77724337578,-0.0040960759278083625,0.16640518162251294
2022-11-29,103.10000452995298,0,350,0.0,36085.001585483544,138577.40092158318,174662.40250706673,-0.0017053807202399573,0.16441601671378603
2022-11-30,107.87800478935243,0,350,0.0,37757.30167627335,138577.40092158318,176334.70259785652,0.009574470903789045,0.17556468398571812
2022-12-01,108.00299582481384,0,350,0.0,37801.048538684845,138577.40092158318,176378.44946026802,0.00024808992085501025,0.1758563297351281
2022-12-02,107.44750041961669,0,350,0.0,37606.62514686584,138577.40092158318,176184.02606844902,-0.0011023080904382088,0.17456017378966804
2022-12-05,105.73600044250487,0,350,0.0,37007.60015487671,138577.40092158318,175585.00107645988,-0.0033999960459321077,0.17056667384307378
2022-12-06,103.72399606704712,0,350,0.0,36303.39862346649,138577.40092158318,174880.79954504967,-0.004010601857180052,0.16587199696700572
2022-12-07,103.1705042362213,0,350,0.0,36109.67648267746,138577.40092158318,174687.07740426064,-0.001107738192488772,0.16458051602841217
2022-12-08,104.6580008983612,0,350,0.0,36630.300314426415,138577.40092158318,175207.7012360096,0.00298032252577074,0.1680513415734053
2022-12-09,104.05950255393982,0,350,0.0,36420.82589387894,138577.40092158318,174998.2268154621,-0.001195577700464856,0.16665484543642206
2022-12-12,106.06700315475463,0,350,0.0,37123.45110416412,138577.40092158318,175700.8520257473,0.0040150418839735025,0.17133901350498992
2022-12-13,107.34250435829162,0,350,0.0,37569.87652540207,138577.40092158318,176147.27744698524,0.0025408267295854436,0.17431518297990967
2022-12-14,106.62900476455688,0,350,0.0,37320.15166759491,138577.40092158318,175897.55258917809,-0.00141770489687143,0.1726503505945285
2022-12-15,102.98550143241881,0,350,0.0,36044.92550134659,138577.40092158318,174622.32642292976,-0.007249823249256382,0.16414884281953968
2022-12-16,101.68900215625763,0,350,0.0,35591.15075469017,138577.40092158318,174168.55167627335,-0.0025986066956718012,0.16112367784183035
2022-12-19,100.25649876594544,0,350,0.0,35089.7745680809,138577.40092158318,173667.17548966408,-0.002878683790981773,0.15778116993110203
2022-12-20,100.47050027847288,0,350,0.0,35164.67509746551,138577.40092158318,173742.0760190487,0.0004312877731409426,0.15828050679366612
2022-12-21,101.96100153923034,0,350,0.0,35686.35053873062,138577.40092158318,174263.7514603138,0.003002585517672296,0.16175834306876702
2022-12-22,99.63400049209594,0,350,0.0,34871.900172233574,138577.40092158318,173449.30109381676,-0.00467366483087861,0.1563286739587868
2022-12-23,99.83949861526489,0,350,0.0,34943.82451534271,138577.40092158318,173521.2254369259,0.0004146707000578509,0.15680816957951427
2022-12-27,98.95999863147736,0,350,0.0,34635.999521017075,138577.40092158318,173213.40044260025,-0.0017739904357552128,0.1547560029506767
2022-12-28,97.51600031852723,0,350,0.0,34130.600111484535,138577.40092158318,172708.0010330677,-0.0029177846993427847,0.15138667355379298
2022-12-29,99.79650065898895,0,350,0.0,34928.77523064613,138577.40092158318,173506.1761522293,0.00462152948553185,0.15670784101487034
2022-12-30,99.72400155067443,0,350,0.0,34903.40054273605,138577.40092158318,173480.80146431923,-0.00014624659751483193,0.15653867642880326
2023-01-03,98.80250172615051,0,350,0.0,34580.87560415268,138577.40092158318,173158.27652573586,-0.0018591390854838519,0.15438851017158073
2023-01-04,99.01800122261047,0,350,0.0,34656.300427913666,138577.40092158318,173233.70134949684,0.0004355831281894762,0.15489134232998736
2023-01-05,97.30400013923645,0,350,0.0,34056.40004873276,138577.40092158318,172633.80097031593,-0.003462954231813198,0.15089200646878131
2023-01-06,99.91300210952758,0,350,0.0,34969.550738334656,138577.40092158318,173546.95165991783,0.005289524325302386,0.1569796777327941
2023-01-09,101.13649988174438,0,350,0.0,35397.774958610535,138577.40092158318,173975.1758801937,0.0024674833880979907,0.15983450586796666
2023-01-10,101.64949917793274,0,350,0.0,35577.32471227646,138577.40092158318,174154.72563385963,0.0010320423747671725,0.16103150422573953
2023-01-11,103.22800288200378,0,350,0.0,36129.801008701324,138577.40092158318,174707.2019302845,0.0031723302047306223,0.16471467953523877
2023-01-12,104.08249654769897,0,350,0.0,36428.87379169464,138577.40092158318,175006.27471327782,0.0017118514845921862,0.1667084980885274
2023-01-13,104.47850379943847,0,350,0.0,36567.47632980347,138577.40092158318,175144.87725138664,0.0007919861064176192,0.1676325150092528
2023-01-17,104.9705011844635,0,350,0.0,36739.675414562225,138577.40092158318,175317.0763361454,0.0009831808241334006,0.16878050890764462
2023-01-18,103.67349977493286,0,350,0.0,36285.7249212265,138577.40092158318,174863.12584280968,-0.002589311337050426,0.16575417228540656
2023-01-19,102.7089982509613,0,350,0.0,35948.149387836456,138577.40092158318,174525.55030941963,-0.001930512975580112,0.16350366872947286
2023-01-20,105.21449775695801,0,350,0.0,36825.0742149353,138577.40092158318,175402.47513651848,0.005024621469716717,0.16934983424346517
2023-01-23,107.34600119590759,0,350,0.0,37571.10041856766,138577.40092158318,176148.50134015083,0.004253225064536403,0.17432334226768087
2023-01-24,107.2600031375885,1,700,350.0,75082.00219631195,101036.3998234272,176118.40201973915,-0.00017087468915533144,0.17412268013160292
2023-01-25,107.08000359535217,1,700,0.0,74956.00251674652,101036.3998234272,175992.40234017372,-0.0007154259754826864,0.1732826822678335
2023-01-26,108.63600339889526,1,700,0.0,76045.20237922668,101036.3998234272,177081.60220265388,0.006188902748056391,0.18054401468436776
2023-01-27,109.01199784278867,1,700,0.0,76308.39848995207,101036.3998234272,177344.7983133793,0.001486298449142165,0.1822986554225372
2023-01-30,107.06549735069272,1,700,0.0,74945.84814548491,101036.3998234272,175982.24796891212,-0.007683057847907349,0.1732149864594228
2023-01-31,108.501504611969,1,700,0.0,75951.0532283783,101036.3998234272,176987.4530518055,0.005711968647377219,0.17991635367871206
2023-02-01,110.73600282669068,1,700,0.0,77515.20197868347,101036.3998234272,178551.60180211067,0.00883762505948571,0.19034401201408002
2023-02-02,113.4300048828125,1,700,0.0,79401.00341796875,101036.3998234272,180437.40324139595,0.01056166072021747,0.2029160216093151
2023-02-03,112.33900299072266,1,700,0.0,78637.30209350586,101036.3998234272,179673.70191693306,-0.004232500084481838,0.19782467944622906
2023-02-06,111.00049552917478,1,700,0.0,77700.34687042235,101036.3998234272,178736.74669384956,-0.005214759940309288,0.19157831129233904
2023-02-07,113.5564953804016,1,700,0.0,79489.54676628111,101036.3998234272,180525.94658970833,0.010010252110739248,0.20350631059806434
2023-02-08,112.30149841308594,1,700,0.0,78611.04888916016,101036.3998234272,179647.44871258736,-0.004866324723490245,0.19764965808392443
2023-02-09,111.53149914741516,1,700,0.0,78072.04940319061,101036.3998234272,179108.4492266178,-0.0030003180664807116,0.19405632817746077
2023-02-10,111.09300374984741,1,700,0.0,77765.10262489319,101036.3998234272,178801.5024483204,-0.001713748176720875,0.19201001632214454
2023-02-13,112.78649840354919,1,700,0.0,78950.54888248444,101036.3998234272,179986.94870591164,0.006629956915120916,0.19991299137275287
2023-02-14,113.2619990348816,1,700,0.0,79283.39932441711,101036.3998234272,180319.79914784431,0.0018493032096262851,0.20213199431897078
2023-02-15,113.8439974784851,1,700,0.0,79690.79823493956,101036.3998234272,180727.19805836678,0.0022593132448447406,0.20484798705578733
2023-02-16,112.06599745750425,1,700,0.0,78446.19822025298,101036.3998234272,179482.5980436802,-0.006886622644836415,0.19655065362454338
2023-02-17,110.872505235672,1,700,0.0,77610.7536649704,101036.3998234272,178647.1534883976,-0.004654738478207632,0.19098102325599275
2023-02-21,108.57350010871886,1,700,0.0,76001.4500761032,101036.3998234272,177037.8498995304,-0.00900828005060661,0.1802523326635448
2023-02-22,108.34100198745726,1,700,0.0,75838.70139122008,101036.3998234272,176875.1012146473,-0.000919287513802769,0.17916734143099067
2023-02-23,109.94249854087829,1,700,0.0,76959.7489786148,101036.3998234272,177996.148802042,0.006338074605731325,0.18664099201362205
2023-02-24,108.07549757957459,1,700,0.0,75652.84830570221,101036.3998234272,176689.2481291294,-0.0073422974694024035,0.1779283208608713
2023-02-27,108.62900495529173,1,700,0.0,76040.30346870421,101036.3998234272,177076.70329213142,0.002192862141327634,0.1805113552808848
2023-02-28,108.42000298500061,1,700,0.0,75894.00208950043,101036.3998234272,176930.40191292763,-0.0008262034275758889,0.17953601275285958
2023-03-01,107.77600297927856,1,700,0.0,75443.202085495,101036.3998234272,176479.6019089222,-0.0025478945344129533,0.1765306793928234
2023-03-02,108.88550195693969,1,700,0.0,76219.85136985779,101036.3998234272,177256.251193285,0.004400787830219688,0.18170834128857538
2023-03-03,110.9794994354248,1,700,0.0,77685.64960479736,101036.3998234272,178722.04942822456,0.008269373999911789,0.19148032952150595
2023-03-06,111.52949810028075,1,700,0.0,78070.64867019652,101036.3998234272,179107.04849362373,0.0021541777672697826,0.19404698995750036
2023-03-07,110.36999826431273,1,700,0.0,77258.9987850189,101036.3998234272,178295.39860844612,-0.004531646811244849,0.18863599072298287
2023-03-08,111.19750471115113,1,700,0.0,77838.25329780579,101036.3998234272,178874.653121233,0.0032488472350258313,0.19249768747489537
2023-03-09,109.56649813652038,1,700,0.0,76696.54869556427,101036.3998234272,177732.94851899147,-0.006382707568230561,0.18488632345995182
2023-03-10,107.87550296783446,1,700,0.0,75512.85207748413,101036.3998234272,176549.25190091133,-0.006659972885970866,0.17699501267275086
2023-03-13,108.66999597549439,1,700,0.0,76068.99718284607,101036.3998234272,177105.39700627327,0.003150084746176507,0.18070264670849712
2023-03-14,110.91550245285035,1,700,0.0,77640.85171699524,101036.3998234272,178677.25154042244,0.008875249205948732,0.19118167693615828
2023-03-15,110.91250400543211,1,700,0.0,77638.75280380248,101036.3998234272,178675.1526272297,-1.1746952534030797e-05,0.19116768418153995
2023-03-16,113.76400294303893,1,700,0.0,79634.80206012726,101036.3998234272,180671.20188355446,0.011171386882702805,0.2044746792237051
2023-03-17,113.8800048828125,1,700,0.0,79716.00341796875,101036.3998234272,180752.40324139595,0.00044944272797731166,0.2050160216093151
2023-03-20,114.02899932861328,1,700,0.0,79820.2995300293,101036.3998234272,180856.6993534565,0.0005770109287082104,0.20571132902305211
2023-03-21,114.82150154113769,1,700,0.0,80375.05107879639,101036.3998234272,181411.4509022236,0.003067354158017288,0.20940967268149957
2023-03-22,113.74600000381469,1,700,0.0,79622.20000267027,101036.3998234272,180658.5998260975,-0.004149964472374257,0.20439066550732554
2023-03-23,115.52850141525268,1,700,0.0,80869.95099067688,101036.3998234272,181906.35081410408,0.006906679168374286,0.21270900542736948
2023-03-24,115.80300445556641,1,700,0.0,81062.10311889648,101036.3998234272,182098.50294232368,0.001056324462338054,0.21399001961550002
2023-03-27,114.90100154876708,1,700,0.0,80430.70108413696,101036.3998234272,181467.10090756416,-0.003467365324576588,0.2097806727171032
2023-03-28,114.47999596595764,1,700,0.0,80135.99717617035,101036.3998234272,181172.39699959755,-0.0016240073627270535,0.20781597999732582
2023-03-29,116.59399890899657,1,700,0.0,81615.7992362976,101036.3998234272,182652.1990597248,0.008167922291885121,0.217681327064841
2023-03-30,117.83250350952149,1,700,0.0,82482.75245666504,101036.3998234272,183519.15228009224,0.004746470203098596,0.22346101520062378
2023-03-31,119.46949615478515,1,700,0.0,83628.64730834961,101036.3998234272,184665.0471317768,0.006244006892183407,0.23110031421185417
2023-04-03,119.31950321197509,1,700,0.0,83523.65224838257,101036.3998234272,184560.05207180977,-0.0005685702930675607,0.23040034714540725
2023-04-04,118.75900168418885,1,700,0.0,83131.30117893219,101036.3998234272,184167.7010023594,-0.002125872121545136,0.22778467334907138
2023-04-05,117.61999711990356,1,700,0.0,82333.9979839325,101036.3998234272,183370.3978073597,-0.004329223803415383,0.22246931871574005
2023-04-06,118.22250480651854,1,700,0.0,82755.75336456297,101036.3998234272,183792.1531879902,0.0023000188998529847,0.22528102125327676
