index,close,RSI_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2022-04-19,109.03900299072265,0,400,0.0,43615.60119628906,104590.88066101074,148206.4818572998,0.004312542790174456,-0.011956787618001341,0.014807216020814362,-0.07570569451550047
2022-04-20,109.00600357055664,0,400,0.0,43602.401428222656,104590.88066101074,148193.2820892334,-8.906336552216843e-05,-0.012044786071777391,-0.0003026386821312066,-0.07598542172601364
2022-04-21,107.36799812316893,0,400,0.0,42947.19924926757,104590.88066101074,147538.07991027832,-0.004421267750589042,-0.01641280059814454,-0.015026745259287266,-0.08987035340960459
2022-04-22,104.6540008544922,0,400,0.0,41861.600341796875,104590.88066101074,146452.48100280762,-0.0073580929623787705,-0.023650126647949188,-0.025277525111005006,-0.11287617840556341
2022-04-25,105.98499736785888,0,400,0.0,42393.998947143555,104590.88066101074,146984.8796081543,0.0036352993250861054,-0.020100802612304625,0.012718066222974667,-0.10159367889454696
2022-04-26,102.66900424957275,0,400,0.0,41067.6016998291,104590.88066101074,145658.48236083984,-0.009024038736844764,-0.028943450927734315,-0.03128738218275162,-0.1297024608183731
2022-04-27,103.93099937438966,0,400,0.0,41572.39974975586,104590.88066101074,146163.2804107666,0.003465627553884687,-0.025578130594889337,0.012291880436954283,-0.11900486752217698
2022-04-28,107.46900424957275,0,400,0.0,42987.6016998291,104590.88066101074,147578.48236083984,0.009682335714524593,-0.016143450927734393,0.034041863317778365,-0.08901415163873894
2022-04-29,103.54599933624267,0,400,0.0,41418.39973449707,104590.88066101074,146009.2803955078,-0.010632999745147309,-0.026604797363281252,-0.03650359413603366,-0.1222684093109887
2022-05-02,104.85000438690186,0,400,0.0,41940.00175476074,104590.88066101074,146530.88241577148,0.0035723895005219664,-0.023127450561523433,0.012593485591120945,-0.11121470917077492
2022-05-03,104.87400436401367,0,400,0.0,41949.60174560547,104590.88066101074,146540.4824066162,6.551513705810308e-05,-0.023063450622558657,0.00022889819845173243,-0.1110112678188937
2022-05-04,108.28099727630614,0,400,0.0,43312.398910522454,104590.88066101074,147903.2795715332,0.009299799908775608,-0.013978136189778723,0.03248653403627966,-0.08213110511302313
2022-05-05,103.61000442504883,0,400,0.0,41444.00177001953,104590.88066101074,146034.88243103027,-0.012632560589025177,-0.02643411712646493,-0.04313769699902281,-0.12172585538548542
2022-05-06,102.82600440979004,0,400,0.0,41130.401763916016,104590.88066101074,145721.28242492676,-0.0021474321811545405,-0.028524783833821732,-0.007566837001980131,-0.12837161268083697
2022-05-09,98.92040252685548,0,400,0.0,39568.161010742195,104590.88066101074,144159.04167175293,-0.010720745296615597,-0.038939722188313874,-0.03798262808471731,-0.16147834954446272
2022-05-10,100.22300148010252,0,400,0.0,40089.20059204101,104590.88066101074,144680.08125305176,0.0036143385475968515,-0.035466124979654956,0.013168152574929204,-0.15043656851388276
2022-05-11,97.56800079345702,0,400,0.0,39027.200317382805,104590.88066101074,143618.08097839355,-0.007340335072114845,-0.042546126810709683,-0.026490931696678488,-0.17294229534937733
2022-05-12,96.65800342559814,0,400,0.0,38663.20137023926,104590.88066101074,143254.08203125,-0.0025344924863486273,-0.04497278645833336,-0.00932680141499731,-0.18065609831939722
2022-05-13,99.46900062561033,0,400,0.0,39787.60025024413,104590.88066101074,144378.48091125488,0.007848983177733082,-0.0374767939249675,0.029081887690510122,-0.15682803099081755
2022-05-16,98.74300231933593,0,400,0.0,39497.200927734375,104590.88066101074,144088.08158874512,-0.00201137538417695,-0.0394127894083659,-0.007298739322886938,-0.16298212339698093
