index,close,SMA_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns,Market Daily Returns,Market Cumulative Returns
2022-06-03,216.56400299072263,0,200,200.0,43312.800598144524,106687.19940185547,150000.0,,,,,,
2022-06-06,216.94799766540527,0,200,0.0,43389.599533081055,106687.19940185547,150076.79893493652,0.0005119928995769296,0.0005119928995769296,0.0017731232770901162,0.0017731232770901162,0.003137400778913113,0.003137400778913113
2022-06-07,218.59199676513677,0,200,0.0,43718.39935302735,106687.19940185547,150405.5987548828,0.002190877086130083,0.002703991699218866,0.007577848689191535,0.009364408426182802,0.009523393173235029,0.01269067265330781
2022-06-08,216.62900161743167,0,200,0.0,43325.800323486335,106687.19940185547,150012.9997253418,-0.0026102687186587703,8.66648356121491e-05,-0.008980178491229118,0.00030013587582189416,-0.010793945785935621,0.0017597444347652313
2022-06-09,212.1759969711304,0,200,0.0,42435.199394226074,106687.19940185547,149122.39879608154,-0.005936825014437708,-0.005850674692789548,-0.020555902547920724,-0.020261936235913325,-0.02379869397635359,-0.022080829160867954
2022-06-10,206.9960023880005,0,200,0.0,41399.2004776001,106687.19940185547,148086.39987945557,-0.006947305870814602,-0.012757334136962672,-0.024413669109963898,-0.04418093713908644,-0.029110303335524668,-0.05054835286161985
2022-06-13,200.0494025230408,0,200,0.0,40009.88050460816,106687.19940185547,146697.07990646362,-0.009381820167975397,-0.02201946729024229,-0.03355910155182007,-0.07625736613480127,-0.038768430665237275,-0.0873571032136995
2022-06-14,199.37600317001343,0,200,0.0,39875.200634002686,106687.19940185547,146562.40003585815,-0.0009180814689109251,-0.02291733309427879,-0.003366165279847899,-0.0793668365164335,-0.0037736797459957394,-0.09080112522862882
2022-06-15,201.92099618911743,0,200,0.0,40384.199237823486,106687.19940185547,147071.39863967896,0.0034729139513016705,-0.019524009068806913,0.012764791041245838,-0.06761514655892464,0.014592504858983224,-0.0775336362307455
2022-06-16,196.99349565505983,0,200,0.0,39398.69913101196,106687.19940185547,146085.89853286743,-0.006700827733514436,-0.02609400978088372,-0.02440311125170236,-0.09036823786684944,-0.03251195148816344,-0.10752481789907398
2022-06-17,197.17600088119508,0,200,0.0,39435.200176239014,106687.19940185547,146122.39957809448,0.0002498601548379664,-0.02585066947936998,0.0009264530563730666,-0.08952550674064719,0.002200865698254617,-0.10556059988424449
2022-06-21,200.9130033493042,0,200,0.0,40182.60066986084,106687.19940185547,146869.8000717163,0.005114893375552487,-0.020867999521891112,0.01895262329800862,-0.0722696266474574,0.024477242280086964,-0.08366718998275546
2022-06-22,200.9689949989319,0,200,0.0,40193.79899978638,106687.19940185547,146880.99840164185,7.624664784766644e-05,-0.020793343989054303,0.00027868604169101197,-0.0720110811419512,-0.0013015723144006452,-0.08485986339905083
2022-06-23,202.71100282669067,0,200,0.0,40542.200565338135,106687.19940185547,147229.3999671936,0.002371998892593652,-0.01847066688537602,0.008668042688714461,-0.06396723357863565,0.009532217409177868,-0.07613654865710584
2022-06-24,207.4089996337891,0,200,0.0,41481.79992675782,106687.19940185547,148168.99932861328,0.006381873196719123,-0.01220667114257823,0.023175835260974997,-0.042273892385179423,0.03056329358583576,-0.04790023876048943
2022-06-27,206.65699615478516,0,200,0.0,41331.39923095703,106687.19940185547,148018.5986328125,-0.0010150618313026216,-0.013209342447916717,-0.003625703225663912,-0.04574632302286097,-0.0029730715337762392,-0.05073089945794573
2022-06-28,203.4449934005737,0,200,0.0,40688.99868011474,106687.19940185547,147376.19808197021,-0.004339998870249273,-0.017492012786865296,-0.015542676096025665,-0.06057797883755811,-0.020143036075892073,-0.06985206119589393
2022-06-29,203.55899810791016,0,200,0.0,40711.79962158203,106687.19940185547,147398.9990234375,0.00015471250964549377,-0.017340006510416783,0.0005603711619091012,-0.060051553828036286,-0.0007117454091590814,-0.07051408972117656
2022-06-30,202.39599618911743,0,200,0.0,40479.199237823486,106687.19940185547,147166.39863967896,-0.001578032315684541,-0.01889067573547376,-0.0057133407493792365,-0.06542179958786631,-0.008759278267998716,-0.07865571545549288
2022-07-01,204.3379981994629,0,200,0.0,40867.59963989258,106687.19940185547,147554.79904174805,0.0026391921366510918,-0.016301339721679797,0.009595061398995686,-0.056454464372749036,0.010553814029047315,-0.0689320192196845
2022-07-05,204.74799995422367,0,200,0.0,40949.599990844734,106687.19940185547,147636.7993927002,0.0005557281192118957,-0.015754670715332098,0.002006488065722012,-0.054561251516047626,0.0015841285142366157,-0.06745708788263771
2022-07-06,204.9409997940064,0,200,0.0,40988.19995880128,106687.19940185547,147675.39936065674,0.0002614522132375896,-0.015497337595621885,0.0009426213678564999,-0.05367006074972713,0.0035731642904301975,-0.06412495884976621
2022-07-07,207.17199630737304,0,200,0.0,41434.39926147461,106687.19940185547,148121.59866333008,0.003021487022246916,-0.012522675577799514,0.010886042888485381,-0.0433682724443909,0.014964587965241805,-0.05011997447199923
2022-07-08,206.8899967193604,0,200,0.0,41377.99934387208,106687.19940185547,148065.19874572754,-0.00038076768082107026,-0.012898675028483186,-0.0013611858409389166,-0.044670426006932495,-0.000830271529819071,-0.05090863281393898
2022-07-11,205.1880058288574,0,200,0.0,41037.60116577148,106687.19940185547,147724.80056762695,-0.002298974917699259,-0.015167996215820434,-0.008226549941956374,-0.05252949245841432,-0.011527461422777274,-0.06184924693586724
2022-07-12,203.80300531387329,0,200,0.0,40760.60106277466,106687.19940185547,147447.80046463013,-0.0018751089995211467,-0.017014663569132615,-0.006749909720060843,-0.058924832846740216,-0.009243878717321574,-0.07052139871575602
2022-07-13,203.0589960098267,0,200,0.0,40611.79920196534,106687.19940185547,147298.9986038208,-0.0010091833200660538,-0.018006675974528208,-0.003650629699502028,-0.062360349801413695,-0.0044569025122100925,-0.07466399422886527
2022-07-14,202.59000177383425,0,200,0.0,40518.000354766846,106687.19940185547,147205.1997566223,-0.0006367921580429092,-0.018632001622518102,-0.0023096452026668546,-0.0645259647213251,-0.00299863390215227,-0.07743873814665281
2022-07-15,205.62800149917604,0,200,0.0,41125.600299835205,106687.19940185547,147812.79970169067,0.004127571214012304,-0.014581335322062294,0.014995802846841988,-0.050497780519946356,0.01920124935943668,-0.05972440930845013
2022-07-18,204.3470003128052,0,200,0.0,40869.400062561035,106687.19940185547,147556.5994644165,-0.0017332750464860158,-0.016289336903890117,-0.006229702068937248,-0.0564128964611017,-0.008363571580831342,-0.06758847151690739
2022-07-19,208.47400159835817,0,200,0.0,41694.80031967163,106687.19940185547,148381.9997215271,0.005593787469394984,-0.01078666852315291,0.020196045350485026,-0.03735616852589729,0.02762829164595959,-0.041827533873921574
2022-07-20,209.41100540161136,0,200,0.0,41882.20108032227,106687.19940185547,148569.40048217773,0.0012629615519559323,-0.009537330118815412,0.004494583478367842,-0.033029485465401076,0.005895806193263242,-0.03617833471392118
2022-07-21,211.3719975471497,0,200,0.0,42274.39950942994,106687.19940185547,148961.5989112854,0.0026398331543022735,-0.006922673924764311,0.0093643222894495,-0.02397446192290431,0.00986137270919718,-0.026673730047336086
2022-07-22,210.2199975967407,0,200,0.0,42043.999519348145,106687.19940185547,148731.1989212036,-0.0015467072840632534,-0.008458673858642962,-0.005450106749130823,-0.02929390529530229,-0.00933246697634671,-0.035757265318880016
2022-07-25,210.2229963302612,0,200,0.0,42044.59926605224,106687.19940185547,148731.79866790771,4.032420288790917e-06,-0.008454675547282298,1.426473958132668e-05,-0.02928005842565129,0.0013151670479691902,-0.03448912504798374
2022-07-26,208.2419984817505,0,200,0.0,41648.3996963501,106687.19940185547,148335.59909820557,-0.0026638524730464574,-0.011096006011963366,-0.009423316588060282,-0.038427459753449744,-0.01154320266205866,-0.04563421274997648
2022-07-27,212.5769975662232,0,200,0.0,42515.39951324464,106687.19940185547,149202.5989151001,0.00584485330672746,-0.005316007232666453,0.020817121983453424,-0.018410286887198146,0.026156273782937722,-0.020671559929596017
2022-07-28,215.00199794769287,0,200,0.0,43000.399589538574,106687.19940185547,149687.59899139404,0.0032506141301862357,-0.0020826733907068906,0.011407633042301413,-0.007212671641909418,0.012133338697180918,-0.00878903627043992
2022-07-29,217.44500036239623,0,200,0.0,43489.00007247925,106687.19940185547,150176.19947433472,0.00326413467937825,0.0011746631622309156,0.011362696337815947,0.004068069298255095,0.014207760082581844,0.005293851293454388
2022-08-01,216.87900609970092,0,200,0.0,43375.801219940186,106687.19940185547,150063.00062179565,-0.0007537735868619055,0.0004200041453039649,-0.002602930680181248,0.001454549715688369,-0.0028230841271976725,0.0024558221786983303
2022-08-02,215.3670022964478,0,200,0.0,43073.40045928956,106687.19940185547,149760.59986114502,-0.0020151586959984424,-0.001596000925700225,-0.006971646681920185,-0.005527237572930832,-0.006662395550704803,-0.0042229350307632085
2022-08-03,218.04800033569336,0,200,0.0,43609.60006713867,106687.19940185547,150296.79946899414,0.003580378339471668,0.0019786631266272003,0.012448508873960318,0.006852465435054356,0.015638477163140152,0.01134950185933703
2022-08-04,218.0280040740967,0,200,0.0,43605.60081481934,106687.19940185547,150292.8002166748,-2.6609031818836115e-05,0.0019520014444982525,-9.17057783875741e-05,0.006760131245990175,-0.0007773401640558397,0.01056333927164399
2022-08-05,217.27099742889405,0,200,0.0,43454.19948577881,106687.19940185547,150141.39888763428,-0.0010073757945973094,0.0009426592508947618,-0.003472061529056547,0.0032645981253029976,-0.0016257460597355333,0.00892041990470993
2022-08-08,217.37700357437137,0,200,0.0,43475.400714874275,106687.19940185547,150162.60011672974,0.0001412084158836091,0.0010840007781978134,0.00048789827787310003,0.0037540891949794375,-0.0012375507238541195,0.007671829708745692
2022-08-09,216.4959957122803,0,200,0.0,43299.199142456055,106687.19940185547,149986.39854431152,-0.0011734051773293341,-9.067637125692585e-05,-0.004052902779983603,-0.0003140285435387913,-0.004248692893594086,0.0033905415667871974
2022-08-10,220.0889973640442,0,200,0.0,44017.79947280884,106687.19940185547,150704.9988746643,0.004791103308880995,0.004699992497761762,0.016596157540663903,0.016276917329944185,0.021290637641290244,0.02475336599998368
2022-08-11,220.02299461364743,0,200,0.0,44004.598922729485,106687.19940185547,150691.79832458496,-8.759198552077407e-05,0.004611988830566238,-0.0002998911857805542,0.015972144840124658,-0.0007054739583503,0.02403042918653897
2022-08-12,222.91500082015992,0,200,0.0,44583.00016403198,106687.19940185547,151270.19956588745,0.0038383060507156674,0.008467997105916059,0.01314410892184581,0.029326193373464537,0.017322368774566943,0.041769061917286354
2022-08-15,223.73200674057009,0,200,0.0,44746.401348114014,106687.19940185547,151433.60074996948,0.0010801941463087772,0.00955733833312955,0.003665100676958577,0.03309877750160872,0.0039695418998517695,0.04590440785853622
2022-08-16,223.98500280380253,0,200,0.0,44797.000560760505,106687.19940185547,151484.19996261597,0.00033413464644493907,0.009894666417439302,0.001130799597778731,0.034267005183673316,0.0018756797165810912,0.0478661895418393
2022-08-17,222.4250046730041,0,200,0.0,44485.00093460082,106687.19940185547,151172.2003364563,-0.002059618271982533,0.007814668909708278,-0.0069647436715434274,0.027063600604634086,-0.007237794954094601,0.04028194892260695
2022-08-18,223.00299549102783,0,200,0.0,44600.59909820557,106687.19940185547,151287.79850006104,0.0007646787130666244,0.008585323333739847,0.002598587415445719,0.029732515152027572,0.002269561170191503,0.04264293243993289
2022-08-19,220.4249931335449,0,200,0.0,44084.99862670898,106687.19940185547,150772.19802856445,-0.003408077033366097,0.005147986857096054,-0.011560393401023439,0.01782840217904491,-0.012900001139847905,0.029192837423003493
2022-08-22,216.6849961280823,0,200,0.0,43336.99922561646,106687.19940185547,150024.19862747192,-0.004961122878574864,0.00016132418314573904,-0.016967209354506796,0.0005586945923099496,-0.0214000649197158,0.0071680438872447905
2022-08-23,216.35200452804568,0,200,0.0,43270.40090560914,106687.19940185547,149957.6003074646,-0.0004439171854715429,-0.00028266461690318323,-0.0015367543022674068,-0.0009789182862758317,-0.0022378626777133093,0.004914140111643928
2022-08-24,216.78299350738527,1,400,200.0,86713.1974029541,63330.60070037842,150043.79810333252,0.0005748144521597887,0.00029198735554980537,0.0019920729659046454,0.00101120460297488,0.0029161604463010526,0.00784463097896615
2022-08-25,219.24900150299072,1,400,0.0,87699.60060119629,63330.60070037842,151030.2013015747,0.006574101767024443,0.006868008677164417,0.011375467953953944,0.012398175482484897,0.014091605518061545,0.022046779942218153
2022-08-26,213.3146989822388,1,400,0.0,85325.87959289552,63330.60070037842,148656.48029327393,-0.015716863169380146,-0.008956798044840841,-0.027066497361772357,-0.015003897063274874,-0.03368805871951874,-0.012383991994570298
2022-08-29,212.19199562072757,1,400,0.0,84876.79824829103,63330.60070037842,148207.39894866943,-0.003020933522161484,-0.011950673675537482,-0.005263131733855397,-0.020188061310365102,-0.006666355799502699,-0.01896779169721896
2022-08-30,210.28100166320803,1,400,0.0,84112.40066528322,63330.60070037842,147443.00136566162,-0.0051576209314121435,-0.017046657562256207,-0.009005966280345667,-0.029012214591284113,-0.011028155571448206,-0.029786767510983414
2022-08-31,208.97899675369263,1,400,0.0,83591.59870147705,63330.60070037842,146922.19940185547,-0.003532225734570793,-0.020518670654297133,-0.006191738194212815,-0.03502431674831341,-0.007817025105971265,-0.03737094870749558
2022-09-01,209.2580040931702,1,400,0.0,83703.20163726808,63330.60070037842,147033.80233764648,0.00075960567052058,-0.019774651082357098,0.0013350975160744127,-0.033735980110531916,0.0029962320243361873,-0.03448668871645666
2022-09-02,207.79099969863893,1,400,0.0,83116.39987945557,63330.60070037842,146447.00057983398,-0.003990930986501828,-0.023686662801107095,-0.007010505528276534,-0.04050997936374179,-0.010736500458081055,-0.04485292282533582
2022-09-06,206.80399713516235,1,400,0.0,82721.59885406494,63330.60070037842,146052.19955444336,-0.002695862829743656,-0.026318669637044545,-0.004749977452863874,-0.04506753532801189,-0.004095056983834944,-0.048764304534309466
2022-09-07,209.90700263977047,1,400,0.0,83962.80105590819,63330.60070037842,147293.40175628662,0.008498346520146693,-0.01804398829142273,0.015004572191997134,-0.03073918222335925,0.018341016392734,-0.03131767505041949
2022-09-08,210.77399930953985,1,400,0.0,84309.59972381593,63330.60070037842,147640.20042419434,0.0023544752431037264,-0.015731997172037993,0.004130384688772137,-0.026735762182187872,0.006610721877456038,-0.0249139856125703
2022-09-09,213.45300397872924,1,400,0.0,85381.2015914917,63330.60070037842,148711.80229187012,0.007258198408000682,-0.008587984720866082,0.012710318530584352,-0.014365263705097053,0.015271449816332883,-0.010023008477244577
2022-09-12,215.2710063934326,1,400,0.0,86108.40255737305,63330.60070037842,149439.00325775146,0.004890001699085822,-0.0037399782816570637,0.0085171085944733,-0.005970505621588296,0.0105842727693497,0.00045517803641237364
2022-09-13,207.62200527191163,1,400,0.0,83048.80210876465,63330.60070037842,146379.40280914307,-0.02047390829642526,-0.024137314605713,-0.03553196154776894,-0.041290323393190276,-0.0432366134006168,-0.04280111572099321
2022-09-14,208.14699678421024,1,400,0.0,83258.7987136841,63330.60070037842,146589.3994140625,0.0014346048753406393,-0.022737337239583377,0.002528592822379494,-0.03886613698617658,0.0033870120853238816,-0.03955907153188165
2022-09-15,206.142001914978,1,400,0.0,82456.80076599121,63330.60070037842,145787.40146636963,-0.005471050095699703,-0.028083990224202493,-0.009632590910311545,-0.048124346298636156,-0.011317739184353415,-0.05042909146226204
