index,close,BB_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2022-06-06,216.94799766540527,0,200,0.0,43389.599533081055,101556.11595153809,144945.71548461914,0.0005301270746385089,-0.0336952301025395,0.0017731232770898941,-0.10567887082879368
2022-06-07,218.59199676513674,0,200,0.0,43718.39935302735,101556.11595153809,145274.51530456543,0.0022684342124013046,-0.03150323130289756,0.007577848689191313,-0.0989018406323876
2022-06-08,216.62900161743167,0,200,0.0,43325.800323486335,101556.11595153809,144881.9162750244,-0.0027024631864572823,-0.03412055816650428,-0.008980178491229007,-0.10699386294162672
2022-06-09,212.1759969711304,0,200,0.0,42435.199394226074,101556.11595153809,143991.31534576416,-0.006147081376047359,-0.040057897694905975,-0.020555902547920724,-0.12535041006969383
2022-06-10,206.9960023880005,0,200,0.0,41399.2004776001,101556.11595153809,142955.31642913818,-0.007194870844385637,-0.0469645571390791,-0.024413669109963898,-0.1467038157454179
2022-06-13,200.04940252304078,1,400,200.0,80019.76100921631,61546.23544692993,141565.99645614624,-0.009718561069959386,-0.056226690292358716,-0.03355910155182018,-0.17533966904659815
2022-06-14,199.37600317001343,1,400,0.0,79750.40126800537,61546.23544692993,141296.6367149353,-0.0019027149736086102,-0.05802242190043161,-0.003366165279847788,-0.17811561202032122
2022-06-15,201.92099618911746,0,200,-200.0,40384.19923782349,101930.43468475342,142314.6339225769,0.007204681097225274,-0.05123577384948763,0.01276479104124606,-0.16762442954769818
2022-06-16,196.99349565505983,1,400,200.0,78797.39826202393,62531.735553741455,141329.13381576538,-0.006924798101561769,-0.05780577456156444,-0.02440311125170247,-0.18793698319664498
2022-06-17,197.17600088119508,0,200,-200.0,39435.200176239014,101966.93572998047,141402.13590621948,0.0005165395731445699,-0.05731909395853718,0.0009264530563730666,-0.18718464493276
2022-06-21,200.9130033493042,0,200,0.0,40182.60066986084,101966.93572998047,142149.5363998413,0.0052856379349002225,-0.05233642400105831,0.01895262329800862,-0.1717796616973335
2022-06-22,200.9689949989319,0,200,0.0,40193.79899978638,101966.93572998047,142160.73472976685,7.877851879900533e-05,-0.05226176846822139,0.00027868604169101197,-0.17154884824960392
2022-06-23,202.71100282669067,0,200,0.0,40542.200565338135,101966.93572998047,142509.1362953186,0.002450758053649915,-0.049939091364543,0.008668042688714461,-0.1643677983007168
2022-06-24,207.4089996337891,0,200,0.0,41481.79992675782,101966.93572998047,143448.73565673828,0.006593257006852982,-0.04367509562174521,0.023175835260974997,-0.14500132405536836
2022-06-27,206.65699615478513,0,200,0.0,41331.399230957024,101966.93572998047,143298.3349609375,-0.0010484630283579266,-0.044677766927083695,-0.003625703225664023,-0.14810129551267925
2022-06-28,203.44499340057374,0,200,0.0,40688.998680114746,101966.93572998047,142655.93441009521,-0.004482958933314851,-0.048960437266032164,-0.015542676096025443,-0.1613420811431494
2022-06-29,203.55899810791016,0,200,0.0,40711.79962158203,101966.93572998047,142678.7353515625,0.000159831706697533,-0.04880843098958354,0.0005603711619088791,-0.1608721214307155
2022-06-30,202.39599618911743,0,200,0.0,40479.199237823486,101966.93572998047,142446.13496780396,-0.00163023861394207,-0.05035910021464052,-0.0057133407493792365,-0.16566634493328558
2022-07-01,204.3379981994629,0,200,0.0,40867.59963989258,101966.93572998047,142834.53536987305,0.00272664753000762,-0.047769764200846554,0.009595061398995686,-0.157660862285672
2022-07-05,204.74799995422367,0,200,0.0,40949.599990844734,101966.93572998047,142916.5357208252,0.0005740933083151489,-0.047223095194498854,0.002006488065722012,-0.15597071885855762
2022-07-06,204.94099979400636,0,200,0.0,40988.19995880127,101966.93572998047,142955.13568878174,0.00027008748681089934,-0.04696576207478842,0.0009426213678562778,-0.15517511882305735
2022-07-07,207.17199630737304,0,200,0.0,41434.39926147461,101966.93572998047,143401.33499145508,0.003121254095024062,-0.04399110005696627,0.010886042888485603,-0.14597831893330537
2022-07-08,206.88999671936037,0,200,0.0,41377.99934387207,101966.93572998047,143344.93507385254,-0.0003933012032690808,-0.04436709950764983,-0.0013611858409390276,-0.1471408011534283
2022-07-11,205.1880058288574,0,200,0.0,41037.60116577148,101966.93572998047,143004.53689575195,-0.0023746787978605743,-0.04663642069498697,-0.008226549941956152,-0.15415688994619636
2022-07-12,203.80300531387329,0,200,0.0,40760.60106277466,101966.93572998047,142727.53679275513,-0.0019370022029353562,-0.04848308804829915,-0.006749909720060843,-0.15986625457639503
2022-07-13,203.0589960098267,0,200,0.0,40611.79920196534,101966.93572998047,142578.7349319458,-0.001042558879338018,-0.04947510045369463,-0.003650629699502028,-0.1629332717789923
2022-07-14,202.59000177383425,0,200,0.0,40518.000354766846,101966.93572998047,142484.9360847473,-0.0006578740317990661,-0.050100426101684525,-0.0023096452026668546,-0.16486659893213995
2022-07-15,205.62800149917604,0,200,0.0,41125.600299835205,101966.93572998047,143092.53602981567,0.0042643100510426635,-0.04604975980122883,0.014995802846841988,-0.15234310309891375
2022-07-18,204.3470003128052,0,200,0.0,40869.400062561035,101966.93572998047,142836.3357925415,-0.0017904514406033023,-0.04775776138305654,-0.006229702068937248,-0.15762375302328735
2022-07-19,208.47400159835817,0,200,0.0,41694.80031967163,101966.93572998047,143661.7360496521,0.005778643456028076,-0.04225509300231922,0.020196045350485026,-0.14061108413717427
2022-07-20,209.41100540161136,0,200,0.0,41882.20108032227,101966.93572998047,143849.13681030273,0.0013044584160242234,-0.041005754597981725,0.004494583478367842,-0.1367484889144448
2022-07-21,211.3719975471497,0,200,0.0,42274.39950942994,101966.93572998047,144241.3352394104,0.0027264566044971073,-0.038391098403930624,0.0093643222894495,-0.12866472354778535
2022-07-22,210.2199975967407,0,200,0.0,42043.999519348145,101966.93572998047,144010.9352493286,-0.0015973229150948454,-0.039927098337809164,-0.005450106749130823,-0.1334135938187333
2022-07-25,210.22299633026122,0,200,0.0,42044.599266052246,101966.93572998047,144011.53499603271,4.164591411504048e-06,-0.0399231000264485,1.426473958132668e-05,-0.13340123218932443
2022-07-26,208.2419984817505,0,200,0.0,41648.3996963501,101966.93572998047,143615.33542633057,-0.002751165520963772,-0.04256443049112957,-0.009423316588060504,-0.1415674667332275
2022-07-27,212.57699756622316,0,200,0.0,42515.39951324463,101966.93572998047,144482.3352432251,0.006036958478847554,-0.036784431711832766,0.020817121983453202,-0.12369737197364838
