index,close,STOCH_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2022-04-04,116.18800048828125,0,400,0.0,46475.2001953125,103039.3962097168,149514.5964050293,0.005155025606540242,-0.0032360239664710466,0.016775881043114005,-0.01510556524360529
2022-04-05,114.02300491333007,0,400,0.0,45609.20196533203,103039.3962097168,148648.59817504883,-0.0057920647936908765,-0.009009345499674137,-0.018633555667132207,-0.03345765051988725
2022-04-06,111.53800086975097,0,400,0.0,44615.20034790039,103039.3962097168,147654.5965576172,-0.00668692224235512,-0.015636022949218398,-0.021793883133214842,-0.05452236152775969
2022-04-07,111.68300457000733,0,400,0.0,44673.20182800293,103039.3962097168,147712.59803771973,0.0003928186555297586,-0.01524934641520137,0.0013000385440444795,-0.05329320415521366
2022-04-08,110.37900199890137,1,800,400.0,88303.2015991211,58887.79541015625,147190.99700927734,-0.0035311885064074344,-0.018726686604817244,-0.01167592666517625,-0.0643468832769214
2022-04-11,107.77400417327881,1,800,0.0,86219.20333862305,58887.79541015625,145106.9987487793,-0.014158462832931873,-0.03262000834147083,-0.023600483592418176,-0.08642874930633937
2022-04-12,107.51400203704834,1,800,0.0,86011.20162963867,58887.79541015625,144898.99703979492,-0.001433436779603503,-0.034006686401366726,-0.0024124754222960565,-0.08863271749515411
2022-04-13,109.26199550628662,1,800,0.0,87409.5964050293,58887.79541015625,146297.39181518555,0.009650824394640711,-0.024684054565429214,0.0162582866986567,-0.07381544692841469
2022-04-14,106.99799919128417,1,800,0.0,85598.39935302733,58887.79541015625,144486.1947631836,-0.012380241571838813,-0.03675870157877559,-0.020720803281248812,-0.09300673485474231
2022-04-18,107.44799728393554,1,800,0.0,85958.39782714842,58887.79541015625,144846.1932373047,0.0024915769614608507,-0.034358711751301674,0.004205668293356446,-0.0891922220372331
2022-04-19,109.03900299072265,1,800,0.0,87231.20239257812,58887.79541015625,146118.99780273438,0.008787283510754307,-0.025873347981770323,0.014807216020814362,-0.07570569451550047
2022-04-20,109.00600357055664,1,800,0.0,87204.80285644531,58887.79541015625,146092.59826660156,-0.00018067148372080677,-0.026049344889322423,-0.0003026386821312066,-0.07598542172601364
2022-04-21,107.36799812316893,1,800,0.0,85894.39849853514,58887.79541015625,144782.1939086914,-0.008969683429949193,-0.03478537394205683,-0.015026745259287266,-0.08987035340960459
2022-04-22,104.6540008544922,1,800,0.0,83723.20068359375,58887.79541015625,142610.99609375,-0.014996304147115613,-0.04926002604166624,-0.025277525111005006,-0.11287617840556341
2022-04-25,105.98499736785888,1,800,0.0,84787.99789428711,58887.79541015625,143675.79330444336,0.007466445364376906,-0.04216137797037722,0.012718066222974667,-0.10159367889454696
2022-04-26,102.66900424957275,1,800,0.0,82135.2033996582,58887.79541015625,141022.99880981445,-0.018463753939452654,-0.059846674601236605,-0.03128738218275162,-0.1297024608183731
2022-04-27,103.93099937438966,1,800,0.0,83144.79949951172,58887.79541015625,142032.59490966797,0.007159088293215765,-0.053116033935546425,0.012291880436954283,-0.11900486752217698
2022-04-28,107.46900424957275,0,400,-400.0,42987.6016998291,101875.39710998535,144862.99880981445,0.01992784756165733,-0.034246674601236426,0.034041863317778365,-0.08901415163873894
2022-04-29,103.54599933624267,0,400,0.0,41418.39973449707,101875.39710998535,143293.79684448242,-0.010832317280634163,-0.044708021036783396,-0.03650359413603366,-0.1222684093109887
2022-05-02,104.85000438690186,0,400,0.0,41940.00175476074,101875.39710998535,143815.3988647461,0.003640087929484892,-0.04123067423502569,0.012593485591120945,-0.11121470917077492
2022-05-03,104.87400436401367,0,400,0.0,41949.60174560547,101875.39710998535,143824.99885559082,6.675217619611651e-05,-0.0411666742960608,0.00022889819845173243,-0.1110112678188937
2022-05-04,108.28099727630614,0,400,0.0,43312.398910522454,101875.39710998535,145187.7960205078,0.009475384500335249,-0.032081359863280756,0.03248653403627966,-0.08213110511302313
2022-05-05,103.61000442504883,0,400,0.0,41444.00177001953,101875.39710998535,143319.39888000488,-0.01286883051960519,-0.04453734079996696,-0.04313769699902281,-0.12172585538548542
2022-05-06,102.82600440979004,0,400,0.0,41130.401763916016,101875.39710998535,143005.79887390137,-0.0021881197420181575,-0.046628007507323765,-0.007566837001980131,-0.12837161268083697
2022-05-09,98.92040252685548,1,800,400.0,79136.32202148439,62307.236099243164,141443.55812072754,-0.010924317513525184,-0.05704294586181591,-0.03798262808471731,-0.16147834954446272
2022-05-10,100.22300148010252,1,800,0.0,80178.40118408202,62307.236099243164,142485.6372833252,0.007367455799635714,-0.05009575144449818,0.013168152574929204,-0.15043656851388276
2022-05-11,97.56800079345702,1,800,0.0,78054.40063476561,62307.236099243164,140361.6367340088,-0.014906769480863113,-0.06425575510660753,-0.026490931696678488,-0.17294229534937733
2022-05-12,96.65800342559814,1,800,0.0,77326.40274047852,62307.236099243164,139633.63883972168,-0.005186587384034991,-0.06910907440185499,-0.00932680141499731,-0.18065609831939722
2022-05-13,99.46900062561033,1,800,0.0,79575.20050048827,62307.236099243164,141882.43659973145,0.01610498572332597,-0.05411708933512316,0.029081887690510122,-0.15682803099081755
2022-05-16,98.74300231933593,0,400,-400.0,39497.200927734375,101804.43702697754,141301.6379547119,-0.004093520374604531,-0.05798908030192007,-0.007298739322886938,-0.16298212339698093
2022-05-17,101.0389986038208,0,400,0.0,40415.59944152832,101804.43702697754,142220.03646850586,0.006499560281730821,-0.05186642354329374,0.0232522430000619,-0.1435195803348117
2022-05-18,97.04800033569336,0,400,0.0,38819.200134277344,101804.43702697754,140623.63716125488,-0.011224855139201795,-0.0625090855916336,-0.03949958256985853,-0.17735019939084395
2022-05-19,96.37600269317626,0,400,0.0,38550.40107727051,101804.43702697754,140354.83810424805,-0.0019114784856446576,-0.0643010793050125,-0.006924384224225366,-0.18304654269224419
2022-05-20,96.4889986038208,1,800,400.0,77191.19888305664,63208.83758544922,140400.03646850586,0.0003220292571906036,-0.06399975687662707,0.0011724486125894718,-0.1820887067446736
2022-05-23,98.24500408172608,1,800,0.0,78596.00326538086,63208.83758544922,141804.84085083008,0.010005726619874089,-0.05463439432779893,0.018199022720873703,-0.1672035205350607
2022-05-24,97.10800075531006,0,400,-400.0,38843.20030212402,102052.03788757324,140895.23818969727,-0.006414468333204915,-0.060698412068684315,-0.011573141423763311,-0.17684159196912064
2022-05-25,98.10799713134766,0,400,0.0,39243.19885253906,102052.03788757324,141295.2367401123,0.002838978488942878,-0.0580317550659174,0.010297775345590399,-0.16836489160938484
2022-05-26,100.09500160217284,0,400,0.0,40038.00064086914,102052.03788757324,142090.03852844238,0.005625113816058569,-0.05273307647705028,0.020253236524286233,-0.15152158905724933
2022-05-27,102.93300437927246,0,400,0.0,41173.201751708984,102052.03788757324,143225.23963928223,0.007989308206237222,-0.045165069071451236,0.028353091879445236,-0.1274646027140638
2022-05-31,102.39599838256835,0,400,0.0,40958.399353027344,102052.03788757324,143010.4372406006,-0.001499752412512101,-0.046597085062662136,-0.0052170438426670795,-0.1320166581359835
2022-06-01,102.04099903106689,0,400,0.0,40816.39961242676,102052.03788757324,142868.4375,-0.0009929327071539484,-0.04754374999999933,-0.003466926023565131,-0.13502589217191285
2022-06-02,104.22099876403809,0,400,0.0,41688.399505615234,102052.03788757324,143740.43739318848,0.006103516693030775,-0.041730417378742835,0.02136395913085365,-0.11654662068302701
2022-06-03,102.10400333404542,0,400,0.0,40841.601333618164,102052.03788757324,142893.6392211914,-0.005891161786858445,-0.04737573852539001,-0.020312561336949586,-0.1344918216387384
2022-06-06,102.16599998474122,0,400,0.0,40866.399993896484,102052.03788757324,142918.43788146973,0.00017354628528942762,-0.04721041412353455,0.0006071911841984967,-0.13396629270298577
2022-06-07,103.23299884796141,0,400,0.0,41293.19953918456,102052.03788757324,143345.2374267578,0.0029863154930509506,-0.04436508382161408,0.010443776436187768,-0.12492163027777292
2022-06-08,102.21000423431396,0,400,0.0,40884.001693725586,102052.03788757324,142936.03958129883,-0.0028546316069137934,-0.047093069458007286,-0.009909569857154854,-0.13359328051302055
2022-06-09,99.88300132751465,0,400,0.0,39953.20053100586,102052.03788757324,142005.2384185791,-0.006512011704300158,-0.053298410542805486,-0.022766880054761685,-0.1533186583742202
2022-06-10,96.54499740600586,0,400,0.0,38617.998962402344,102052.03788757324,140670.0368499756,-0.009402481087830261,-0.06219975433349556,-0.03341913916426609,-0.1816140199577997
2022-06-13,92.41039953231811,0,400,0.0,36964.159812927246,102052.03788757324,139016.1977005005,-0.011756868673027498,-0.07322534866332953,-0.042825604482646606,-0.21666189425323013
2022-06-14,92.7209994316101,1,800,400.0,74176.79954528807,64963.6381149292,139140.43766021729,0.0008937085157836311,-0.07239708226521757,0.0033610924837887968,-0.21402902243373934
