index,close,SMA_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns,Market Daily Returns,Market Cumulative Returns
2018-10-17,58.68100137710571,1,800,0.0,46944.80110168457,102861.60144805907,149806.40254974365,-0.0012906496683756652,-0.0012906496683756652,-0.0041070010056247774,-0.0041070010056247774,-0.00025266233815879335,-0.00025266233815879335
2018-10-18,57.771000337600704,1,800,0.0,46216.80027008057,102861.60144805907,149078.40171813965,-0.004859610932598568,-0.0061439885457356125,-0.015507592204451415,-0.01955090351329769,-0.014391922356395415,-0.014640948397801057
2018-10-19,57.77800149917603,1,800,0.0,46222.40119934082,102861.60144805907,149084.0026473999,3.757036026486027e-05,-0.006106649017333932,0.00012118816593820192,-0.01943208468549873,-0.00036116989772350117,-0.014996830425689112
2018-10-22,58.16899790763855,1,800,0.0,46535.19832611084,102861.60144805907,149396.79977416992,0.0020981267018287397,-0.00402133483886713,0.006767219327724616,-0.012796366536835801,-0.004299527548581317,-0.019231878688713788
2018-10-23,57.96499962806702,1,800,0.0,46371.99970245361,102861.60144805907,149233.6011505127,-0.001092383664870411,-0.005109325663248621,-0.0035069931906931417,-0.016258482957218656,-0.005511829997012829,-0.024637705839871238
2018-10-24,56.070998907089226,0,400,-400.0,22428.39956283569,125290.00101089476,147718.40057373044,-0.01015321325157914,-0.015210662841797062,-0.032674902667655825,-0.0484021412767236,-0.030864433977743855,-0.05474171097235736
2018-10-25,57.46000242233277,0,400,0.0,22984.00096893311,125290.00101089476,148274.00197982788,0.0037612200236363247,-0.011506653467814099,0.024772227039242756,-0.02482894307037331,0.018625040052811848,-0.037136237478965106
2018-10-26,56.67699761390686,0,400,0.0,22670.799045562744,125290.00101089476,147960.80005645752,-0.002112318539921554,-0.013594666290283164,-0.013626953975233058,-0.03811755418113272,-0.017327264039978307,-0.05382003212669406
2018-10-29,55.93300113677979,0,400,0.0,22373.200454711914,125290.00101089476,147663.2014656067,-0.0020113340204789276,-0.01557865689595539,-0.013126956409993729,-0.05074414311893516,-0.0065595995737004476,-0.06002659384059972
2018-10-30,56.33400115966796,0,400,0.0,22533.600463867184,125290.00101089476,147823.60147476193,0.0010862558007900258,-0.014509323501587068,0.007169292094796775,-0.04393865060825819,0.015666780052058682,-0.045300237231515994
2018-10-31,57.26300144195557,0,400,0.0,22905.20057678223,125290.00101089476,148195.201587677,0.002513807735759377,-0.012031989415486666,0.01649093377291866,-0.028172306212591702,0.010851331974038647,-0.03494047317017923
2018-11-01,57.73500027656556,0,400,0.0,23094.000110626224,125290.00101089476,148384.001121521,0.0012739922198647946,-0.010773325856526683,0.00824264922767659,-0.02016187142296022,0.010557843693063784,-0.024751525531407914
2018-11-02,56.930998945236205,0,400,0.0,22772.399578094482,125290.00101089476,148062.40058898926,-0.0021673531519638134,-0.012917329406738176,-0.013925717978314323,-0.03380682086592335,-0.0063166863793988615,-0.03091186428661319
2018-11-05,56.904498958587645,0,400,0.0,22761.79958343506,125290.00101089476,148051.80059432983,-7.15914007692886e-05,-0.012987996037800986,-0.00046547552545228577,-0.03425656014366918,0.005600317169601965,-0.025484663361319937
2018-11-06,57.19199924468994,0,400,0.0,22876.799697875977,125290.00101089476,148166.80070877075,0.0007767559325808637,-0.012221328608194804,0.00505232962883162,-0.029377305948633303,0.006259295774170726,-0.01938488363283286
2018-11-07,58.43499855995178,0,400,0.0,23373.999423980713,125290.00101089476,148664.0004348755,0.0033556756555876976,-0.008906663767496603,0.02173379723873259,-0.008281989120808575,0.021208856064105275,0.0014128412244842625
2018-11-08,58.32200026512146,0,400,0.0,23328.800106048584,125290.00101089476,148618.80111694336,-0.00030403673922341223,-0.009207992553710742,-0.0019337434348422056,-0.010199717313560952,-0.0025089163835961825,-0.0010996198596074924
2018-11-09,57.53199753761292,0,400,0.0,23012.799015045166,125290.00101089476,148302.80002593994,-0.0021262524568124164,-0.011314666493733472,-0.01354553554263116,-0.023607092222796444,-0.00919901370610332,-0.01028851814755083
2018-11-12,56.026998138427736,0,400,0.0,22410.799255371094,125290.00101089476,147700.80026626587,-0.004059260914620499,-0.015327998224893946,-0.026159345470340267,-0.04914889161213043,-0.01970148934024063,-0.029787308357180575
