index,close,MACD_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2022-08-22,98.1154984474182,0,400,-400.0,39246.199378967285,139114.13382530212,178360.3332042694,-0.01067423290715419,0.18906888802846566,-0.023930338499469794,0.7926369334585086
2022-08-23,97.63000221252442,0,400,0.0,39052.000885009766,139114.13382530212,178166.1347103119,-0.0010887986721527243,0.18777423140208205,-0.004948211470932606,0.7837665868211519
2022-08-24,97.88500137329102,0,400,0.0,39154.000549316406,139114.13382530212,178268.13437461853,0.0005724974865313204,0.18845422916412646,0.002611893424026679,0.7884255950392685
2022-08-25,99.31799774169922,0,400,0.0,39727.19909667969,139114.13382530212,178841.3329219818,0.00321537300748731,0.19227555281321496,0.014639590829072624,0.8146074139788841
2022-08-26,95.70470275878907,0,400,0.0,38281.881103515625,139114.13382530212,177396.01492881775,-0.008081565763069842,0.18264009952545446,-0.03638106954499232,0.7485900554540597
2022-08-29,94.59499998092652,0,400,0.0,37837.999992370605,139114.13382530212,176952.13381767273,-0.0025022045242850677,0.179680892117821,-0.011595070522912643,0.728315030445406
2022-08-30,93.36799745559692,0,400,0.0,37347.19898223877,139114.13382530212,176461.3328075409,-0.0027736371387165892,0.17640888538360877,-0.012971113965611236,0.7058968592170198
2022-08-31,92.56649656295777,0,400,0.0,37026.598625183105,139114.13382530212,176140.73245048523,-0.0018168306447358118,0.17427154966990432,-0.00858432133580167,0.691252892411766
2022-09-01,92.26500387191773,0,400,0.0,36906.00154876709,139114.13382530212,176020.1353740692,-0.000684663193676216,0.17346756916046413,-0.003257039017729113,0.6857444157523336
2022-09-02,91.2340033531189,0,400,0.0,36493.60134124756,139114.13382530212,175607.73516654968,-0.002342914954832409,0.1707182344436673,-0.011174339950498102,0.6669073345810632
2022-09-06,91.00250015258788,0,400,0.0,36401.000061035156,139114.13382530212,175515.13388633728,-0.0005273189140818646,0.1701008925755847,-0.0025374662080209776,0.6626776135476615
2022-09-07,92.34900093078613,0,400,0.0,36939.60037231445,139114.13382530212,176053.73419761658,0.0030686830209643023,0.17369156131744656,0.014796305331617354,0.6872790991857576
2022-09-08,92.5774959564209,0,400,0.0,37030.99838256836,139114.13382530212,176145.13220787048,0.0005191483763207216,0.1743008813858058,0.0024742555234140706,0.6914538588164592
2022-09-09,94.30049934387208,0,400,0.0,37720.19973754883,139114.13382530212,176834.33356285095,0.00391269032724173,0.1788955570856754,0.01861147106703176,0.7229343033710409
2022-09-12,95.62899761199951,0,400,0.0,38251.599044799805,139114.13382530212,177365.73287010193,0.0030050686229554646,0.18243821913401526,0.014087924002215368,0.747206870897742
2022-09-13,91.1089997291565,0,400,0.0,36443.5998916626,139114.13382530212,175557.73371696472,-0.010193621529257513,0.17038489144643387,-0.047265975757502354,0.6646234332945478
2022-09-14,91.04999780654907,0,400,0.0,36419.99912261963,139114.13382530212,175534.13294792175,-0.00013443309242655577,0.17022755298614745,-0.0006475970846219203,0.6635454280121529
2022-09-15,89.00049562454224,0,400,0.0,35600.198249816895,139114.13382530212,174714.33207511902,-0.004670321714842496,0.16476221383412915,-0.022509634611538876,0.6260996282679032
2022-09-16,88.61000356674194,0,400,0.0,35444.00142669678,139114.13382530212,174558.1352519989,-0.0008940126506219448,0.16372090167999498,-0.004387526777914097,0.6189650726053217
2022-09-19,88.84550180435181,0,400,0.0,35538.20072174072,139114.13382530212,174652.33454704285,0.000539644256098093,0.16434889698028798,0.0026576935800763923,0.6232677856851527
2022-09-20,87.92999610900878,0,400,0.0,35171.998443603516,139114.13382530212,174286.13226890564,-0.002096749975240453,0.16190754845937327,-0.010304468732239003,0.6065408735435092
2022-09-21,86.67549962997435,0,400,0.0,34670.19985198974,139114.13382530212,173784.33367729187,-0.0028791653419650842,0.15856222451528135,-0.014266991181020927,0.5836203690687143
2022-09-22,85.89849767684937,0,400,0.0,34359.399070739746,139114.13382530212,173473.53289604187,-0.0017884280744612235,0.15649021930694795,-0.008964493500955517,0.5694240145622169
2022-09-23,84.74149961471558,0,400,0.0,33896.59984588623,139114.13382530212,173010.73367118835,-0.002667837664497519,0.15340489114125777,-0.013469363183584715,0.548284872521039
2022-09-26,83.5624997138977,0,400,0.0,33424.999885559075,139114.13382530212,172539.1337108612,-0.0027258422082842015,0.1502608914057435,-0.013912898711709198,0.5267437419127821
2022-09-27,83.39150037765502,0,400,0.0,33356.60015106201,139114.13382530212,172470.73397636414,-0.00039643026498381584,0.14980489317576295,-0.0020463645394541707,0.5236194676584982
2022-09-28,84.56249752044677,0,400,0.0,33824.99900817871,139114.13382530212,172939.13283348083,0.0027158164537115503,0.15292755222320764,0.014042164219238762,0.5450143824309879
2022-09-29,82.48249864578247,0,400,0.0,32992.99945831299,139114.13382530212,172107.1332836151,-0.004810938601541581,0.14738088855743614,-0.024597178839962264,0.5070113873560189
2022-09-30,81.57299928665161,0,400,0.0,32629.199714660645,139114.13382530212,171743.33353996277,-0.0021137981715890763,0.14495555693308715,-0.011026573807331741,0.49039421506484837
2022-10-03,83.7504988670349,0,400,0.0,33500.199546813965,139114.13382530212,172614.3333721161,0.00507152047302406,0.15076222248077586,0.02669387664331735,0.5301786143917033
2022-10-04,86.1260006904602,0,400,0.0,34450.40027618408,139114.13382530212,173564.5341014862,0.005504761457565177,0.15709689400991,0.028364031922922806,0.5735806494580833
2022-10-05,85.92899904251098,1,800,400.0,68743.19923400879,104742.53420829773,173485.73344230652,-0.00045401360126728907,0.15657155628204533,-0.0022873655617338118,0.5699812952719021
2022-10-06,84.91949930191039,1,800,0.0,67935.59944152832,104742.53420829773,172678.13364982605,-0.004655136629716283,0.15118755766550884,-0.011748068194081585,0.5515370479516153
2022-10-07,81.8189977645874,1,800,0.0,65455.198211669915,104742.53420829773,170197.73241996765,-0.014364304138753337,0.13465154946645286,-0.03651106710250285,0.4948887746818347
2022-10-10,80.686998462677,0,400,-400.0,32274.799385070797,137017.33359336853,169292.13297843933,-0.005320866668738766,0.1286142198562641,-0.013835409047265879,0.4742063770039455
2022-10-11,79.96399965286254,0,400,0.0,31985.599861145016,137017.33359336853,169002.93345451355,-0.0017082868461619771,0.12668622303009225,-0.008960536686079434,0.46099669667994947
2022-10-12,79.56649913787842,0,400,0.0,31826.59965515137,137017.33359336853,168843.9332485199,-0.0009408132908914624,0.12562622165680115,-0.004970993405904345,0.45373409173470547
