index,close,BB_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2019-09-26,53.970998477935794,0,650,0.0,35081.149010658264,117678.7516117096,152759.90062236786,3.828961689134047e-05,0.018399337482451816,0.00016675250389397434,0.07078942979250735
2019-09-27,53.743001079559335,0,650,0.0,34932.95070171357,117678.7516117096,152611.70231342316,-0.0009701388148389833,0.0174113487561538,-0.0042244428453490634,0.06626594104694505
2019-09-30,53.93500089645385,0,650,0.0,35057.750582695,117678.7516117096,152736.5021944046,0.0008177608865480579,0.018243347962696665,0.0035725548078398006,0.07007523456106823
2019-10-01,53.63099994659424,1,1300,650.0,69720.29993057251,82818.60164642334,152538.90157699585,-0.0012937353845987598,0.016926010513305112,-0.0056364317197888925,0.06404382856642776
2019-10-02,53.32499990463257,1,1300,0.0,69322.49987602234,82818.60164642334,152141.10152244568,-0.002607859702918991,0.01427401014963725,-0.005705656099389889,0.05797276040594945
2019-10-03,53.66600046157837,0,650,-650.0,34882.90030002594,117701.50194644928,152584.40224647522,0.0029137473016398463,0.017229348309834247,0.006394759635361513,0.0647382419095055
2019-10-04,53.93800048828125,0,650,0.0,35059.70031738281,117701.50194644928,152761.2022638321,0.0011587030833681844,0.01840801509221346,0.005068386396664959,0.07013474673080866
2019-10-07,53.7719988822937,0,650,0.0,34951.799273490906,117701.50194644928,152653.3012199402,-0.0007063380118307316,0.01768867479960079,-0.003077637370402897,0.06684126004290336
2019-10-08,53.50549945831299,0,650,0.0,34778.57464790344,117701.50194644928,152480.07659435272,-0.0011347584638073949,0.016533843962351025,-0.004956100377895067,0.06155388767085057
2019-10-09,53.81100158691406,0,650,0.0,34977.15103149414,117701.50194644928,152678.65297794342,0.0013023103609723918,0.017857686519622273,0.005709733236657133,0.06761507718578752
2019-10-10,53.74000034332275,0,650,0.0,34931.00022315978,117701.50194644928,152632.50216960907,-0.00030227413874950315,0.017550014464059904,-0.0013194559011623364,0.06620640617202489
2019-10-11,53.76899976730347,0,650,0.0,34949.84984874725,117701.50194644928,152651.35179519653,0.00012349679995748986,0.01767567863464281,0.0005396245589031068,0.0667817573336551
2019-10-14,53.84199876785278,0,650,0.0,34997.29919910431,117701.50194644928,152698.8011455536,0.0003108347865843353,0.017992007637023244,0.0013576410360101043,0.06823006402387821
2019-10-15,53.89999866485596,0,650,0.0,35034.99913215637,117701.50194644928,152736.50107860565,0.00024689082539763874,0.018243340524036977,0.0010772240691370172,0.06938078716022056
2019-10-16,53.6760006904602,0,650,0.0,34889.400448799126,117701.50194644928,152590.9023952484,-0.0009532671125044301,0.017272682634988712,-0.004155806678002971,0.06493664734361193
2019-10-17,53.75100116729737,0,650,0.0,34938.150758743286,117701.50194644928,152639.65270519257,0.00031948372530021807,0.01759768470128309,0.0013972813896787617,0.06642466350213216
2019-10-18,53.50350103378296,0,650,0.0,34777.27567195892,117701.50194644928,152478.7776184082,-0.0010539534382659754,0.01652518412272075,-0.0046045678804023105,0.06151423874970141
2019-10-21,53.63300065994263,0,650,0.0,34861.45042896271,117701.50194644928,152562.952375412,0.0005520424436666893,0.01708634916941265,0.0024203953696020353,0.06408352289793773
2019-10-22,53.4970006942749,0,650,0.0,34773.05045127869,117701.50194644928,152474.55239772797,-0.0005794327935296772,0.016497015984852537,-0.0025357515707545852,0.061385271433335165
2019-10-23,53.49200115203858,0,650,0.0,34769.80074882508,117701.50194644928,152471.30269527435,-2.131308078956451e-05,0.016475351301828534,-9.34546268283043e-05,0.06128608006887237
2019-10-24,53.77400093078614,0,650,0.0,34953.100605010986,117701.50194644928,152654.60255146027,0.0012021924975105236,0.017697350343067964,0.0052718120966541715,0.06688098086379024
2019-10-25,54.0789999961853,0,650,0.0,35151.34999752045,117701.50194644928,152852.85194396973,0.0012986794318410322,0.019019012959797577,0.005671868563243754,0.07293218955987424
2019-10-28,54.28099966049195,0,650,0.0,35282.64977931977,117701.50194644928,152984.15172576904,0.0008589946483135158,0.019894344838459865,0.003735269962848786,0.07693988093971083
2019-10-29,54.121999740600586,0,650,0.0,35179.29983139038,117701.50194644928,152880.80177783966,-0.0006755598325939305,0.019205345185597356,-0.0029292002889750313,0.07378530832925345
2019-10-30,54.289999580383295,0,650,0.0,35288.49972724914,117701.50194644928,152990.00167369843,0.0007142812870477577,0.019933344491322558,0.003104095203205981,0.0771184401541114
2019-10-31,54.44800062179565,0,650,0.0,35391.200404167175,117701.50194644928,153092.70235061646,0.0006712901221941348,0.020618015670776035,0.0029103157604268848,0.08025319492633831
2019-11-01,54.5549994468689,0,650,0.0,35460.74964046478,117701.50194644928,153162.25158691406,0.00045429491562787305,0.021081677246093555,0.0019651561829878705,0.08237606117154028
2019-11-04,54.61099901199341,0,650,0.0,35497.149357795715,117701.50194644928,153198.651304245,0.00023765462412428384,0.02132434202829958,0.0010264790705212246,0.08348709754476613
2019-11-05,54.491000175476074,0,650,0.0,35419.15011405945,117701.50194644928,153120.65206050873,-0.0005091379269479557,0.02080434707005785,-0.002197338241165969,0.08110630991152101
2019-11-06,54.47299957275391,0,650,0.0,35407.449722290046,117701.50194644928,153108.95166873932,-7.641289148108132e-05,0.020726344458261714,-0.0003303408391146512,0.0807491763459327
2019-11-07,54.36700067520142,0,650,0.0,35338.55043888092,117701.50194644928,153040.0523853302,-0.0004500016665138773,0.020267015902200924,-0.0019458979381321573,0.07864614875204312
2019-11-08,54.460000419616705,0,650,0.0,35399.00027275086,117701.50194644928,153100.50221920013,0.00039499355186922713,0.020670014794667235,0.0017105917792097358,0.08049127198677453
2019-11-11,54.45200061798095,0,650,0.0,35393.800401687615,117701.50194644928,153095.3023481369,-3.396377534925499e-05,0.020635348987579016,-0.00014689316147842302,0.08033255520788263
2019-11-12,54.50599927902222,0,650,0.0,35428.89953136444,117701.50194644928,153130.40147781372,0.00022926327025363236,0.020869343185424327,0.0009916745101821167,0.08140389346540222
2019-11-13,54.62500028610229,0,650,0.0,35506.25018596649,117701.50194644928,153207.75213241577,0.000505129313680186,0.021385014216104725,0.0021832643865657975,0.0837648840734988
2019-11-14,54.661999988555905,0,650,0.0,35530.29999256134,117701.50194644928,153231.80193901062,0.00015697512860879392,0.02154534626007032,0.0006773400871362689,0.08449896147451241
2019-11-15,54.76799917221069,0,650,0.0,35599.19946193695,117701.50194644928,153300.70140838623,0.0004496421010766749,0.022004676055907835,0.0019391749968347138,0.08660199474469699
2019-11-18,54.796999263763425,0,650,0.0,35618.04952144623,117701.50194644928,153319.5514678955,0.000122961338963945,0.022130343119303175,0.0005295079606897346,0.08717735915101565
