index,close,SMA_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns,Market Daily Returns,Market Cumulative Returns
2019-06-04,50.74599981307984,1,1300,0.0,65969.7997570038,84476.10139846802,150445.9011554718,0.0029726743698119673,0.0029726743698119673,0.0068051682666725455,0.0068051682666725455,0.021432370568193138,0.021432370568193138
2019-06-05,51.06300086975097,1,1300,0.0,66381.90113067627,84476.10139846802,150858.0025291443,0.0027391997422823167,0.005720016860961907,0.006246818622921868,0.013094497541454864,0.008161854781411959,0.029769153245804203
2019-06-06,51.21899948120117,1,1300,0.0,66584.69932556152,84476.10139846802,151060.80072402954,0.0013442985554981135,0.007072004826863543,0.0030550223996452797,0.016189523924401428,0.006135586748687638,0.036087391216666376
2019-06-07,51.70600023269653,1,1300,0.0,67217.8003025055,84476.10139846802,151693.9017009735,0.004191034165776486,0.01129267800648992,0.00950820508850625,0.025851662326666247,0.01049769746289475,0.04696392319477871
2019-06-10,51.7709997177124,1,1300,0.0,67302.29963302612,84476.10139846802,151778.40103149414,0.0005570384146833529,0.011856006876627578,0.001257097526850659,0.02714125791429267,0.0046600444669098184,0.05184282163211673
2019-06-11,51.73699998855592,1,1300,0.0,67258.0999851227,84476.10139846802,151734.2013835907,-0.0002912117113045287,0.01156134255727137,-0.0006567331004203592,0.026466700251412956,-0.00034988023558091275,0.05147480261788995
2019-06-12,51.74700040817261,1,1300,0.0,67271.10053062439,84476.10139846802,151747.2019290924,8.567973062878487e-05,0.01164801286061623,0.00019329338034479449,0.026665109469715897,-0.0020375791387226005,0.04933233949518323
2019-06-13,51.87699937820435,1,1300,0.0,67440.09919166566,84476.10139846802,151916.20059013367,0.0011136855170497117,0.012774670600891325,0.002512203007059899,0.02924430064496919,0.004097381912668174,0.05363185484340849
2019-06-14,51.79099864959717,1,1300,0.0,67328.29824447632,84476.10139846802,151804.39964294434,-0.000735938278834225,0.012029330952962436,-0.0016577814761451481,0.027538038508931884,-0.001611511904139773,0.05193391456674745
2019-06-17,51.912001609802246,1,1300,0.0,67485.60209274292,84476.10139846802,151961.70349121094,0.0010362272018240581,0.013078023274739614,0.0023363704767260796,0.029938748045817087,0.0009317492412306283,0.05291405319346976
2019-06-18,52.289001083374025,1,1300,0.0,67975.70140838623,84476.10139846802,152451.80280685425,0.003225150181813019,0.016345352045694872,0.007262279663294402,0.03741845127018917,0.009717399870633026,0.06314564007775969
2019-06-19,52.383000373840325,1,1300,0.0,68097.90048599242,84476.10139846802,152574.00188446045,0.0008015587573013683,0.017160012563069538,0.0017976876306438072,0.03928340558783927,0.002985163546397107,0.06631930368703087
2019-06-20,52.803999805450445,1,1300,0.0,68645.19974708559,84476.10139846802,153121.3011455536,0.0035871069404576073,0.020808674303690378,0.008036947647243942,0.04763607190919816,0.009472185190685156,0.07641967760395696
2019-06-21,52.72299966812135,1,1300,0.0,68539.89956855775,84476.10139846802,153016.00096702576,-0.0006876912470050733,0.02010667311350489,-0.0015339773052709393,0.04602902195070624,-0.0012592227925193322,0.07506422541160185
2019-06-24,52.917000865936274,1,1300,0.0,68792.10112571715,84476.10139846802,153268.20252418518,0.0016482038189833403,0.02178801682790099,0.0036796312621836247,0.0498780230410274,-0.0017318870104667816,0.07320233564419398
