index,close,MACD_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns,Market Daily Returns,Market Cumulative Returns
2018-10-17,61.23300185203553,0,350,0.0,21431.550648212436,128464.67592358589,149896.22657179832,-0.0006918228546778371,-0.0006918228546778371,-0.004818753961326583,-0.004818753961326583,-0.00025266233815879335,-0.00025266233815879335
2018-10-18,60.17550036907196,0,350,0.0,21061.425129175186,128464.67592358589,149526.10105276108,-0.002469211717347375,-0.003159326314926103,-0.017270123152200334,-0.022005656639174642,-0.014391922356395415,-0.014640948397801057
2018-10-19,60.17700152397156,0,350,0.0,21061.950533390045,128464.67592358589,149526.62645697594,3.5137959939479657e-06,-0.003155823620160314,2.4946280303250745e-05,-0.021981259318150204,-0.00036116989772350117,-0.014996830425689112
2018-10-22,60.62999756336213,0,350,0.0,21220.499147176746,128464.67592358589,149685.17507076263,0.001060336995112543,-0.0020988328615823004,0.007527727003980411,-0.014619001233520557,-0.004299527548581317,-0.019231878688713788
2018-10-23,60.40499970912933,0,350,0.0,21141.749898195263,128464.67592358589,149606.42582178116,-0.0005260991874729282,-0.0026238278547920935,-0.0037109988994749044,-0.01827574903550644,-0.005511829997012829,-0.024637705839871238
2018-10-24,58.198998665809626,0,350,0.0,20369.649533033367,128464.67592358589,148834.32545661926,-0.005160877020627841,-0.0077711636225380465,-0.0365201730641892,-0.05412848858204122,-0.030864433977743855,-0.05474171097235736
2018-10-25,59.7895025730133,0,350,0.0,20926.325900554657,128464.67592358589,149391.00182414055,0.003740241814604417,-0.004059987839062806,0.02732871602029907,-0.028279034654808743,0.018625040052811848,-0.037136237478965106
2018-10-26,58.86049745082855,0,350,0.0,20601.17410778999,128464.67592358589,149065.85003137589,-0.0021765152438526503,-0.006227666457493841,-0.01553793027547401,-0.043377567261558614,-0.017327264039978307,-0.05382003212669406
2018-10-29,57.99400148391724,0,350,0.0,20297.900519371033,128464.67592358589,148762.57644295692,-0.0020344940732912598,-0.008249490380286884,-0.014721179813934948,-0.057460178107945126,-0.0065595995737004476,-0.06002659384059972
2018-10-30,58.467001533508295,0,350,0.0,20463.4505367279,128464.67592358589,148928.1264603138,0.0011128472046890714,-0.007145823597907608,0.008156016786015963,-0.049772807499105065,0.015666780052058682,-0.045300237231515994
2018-10-31,59.5710021018982,0,350,0.0,20849.85073566437,128464.67592358589,149314.52665925026,0.0025945414618469,-0.00456982227166447,0.01888245573457681,-0.031830184598915734,0.010851331974038647,-0.03494047317017923
2018-11-01,60.11550033092498,1,700,350.0,42080.850231647484,107424.25080776215,149505.10103940964,0.0012763284619605741,-0.0032993264039353765,0.009140323476435563,-0.02298079930602892,0.010557843693063784,-0.024751525531407914
2018-11-02,59.18099853992462,1,700,0.0,41426.698977947235,107424.25080776215,148850.94978570938,-0.004375444377164195,-0.00766033476193706,-0.015545105436303386,-0.0381686657941096,-0.0063166863793988615,-0.03091186428661319
2018-11-05,59.159248971939085,1,700,0.0,41411.47428035736,107424.25080776215,148835.7250881195,-0.00010228149441970924,-0.007761832745869612,-0.00036750931079454485,-0.038522147764844195,0.005600317169601965,-0.025484663361319937
2018-11-06,59.49899892807007,1,700,0.0,41649.29924964905,107424.25080776215,149073.5500574112,0.0015979024468142367,-0.006176332950591723,0.005742972773236765,-0.03300040663738757,0.006259295774170726,-0.01938488363283286
2018-11-07,60.95749795436858,1,700,0.0,42670.24856805801,107424.25080776215,150094.49937582016,0.006848628197394957,0.0006299958388014115,0.02451300110211463,-0.00929634453954542,0.021208856064105275,0.0014128412244842625
2018-11-08,60.83149988651275,1,700,0.0,42582.04992055893,107424.25080776215,150006.30072832108,-0.0005876207846781112,4.200485547412036e-05,-0.0020669822759152856,-0.011344111436066617,-0.0025089163835961825,-0.0010996198596074924
2018-11-09,59.89199750423431,1,700,0.0,41924.39825296402,107424.25080776215,149348.64906072617,-0.004384160294613193,-0.0043423395951586174,-0.015444340251862587,-0.02661324937105558,-0.00919901370610332,-0.01028851814755083
2018-11-12,58.14549808502197,1,700,0.0,40701.84865951538,107424.25080776215,148126.09946727753,-0.00818587647854474,-0.012492670218149482,-0.029160814332313212,-0.05499799967967989,-0.01970148934024063,-0.029787308357180575
2018-11-13,58.1324996471405,1,700,0.0,40692.74975299835,107424.25080776215,148117.0005607605,-6.142676104858857e-05,-0.012553329594929719,-0.00022355020267372794,-0.05520925506837859,-0.0014819196931705747,-0.03122508565149007
2018-11-14,57.46650111675263,0,350,-350.0,20113.275390863422,127537.52619862558,147650.801589489,-0.003147504807054502,-0.01566132273673959,-0.011456561036088608,-0.06603330790401929,-0.007567410690302756,-0.03855620329482812
2018-11-15,58.67849960327148,0,350,0.0,20537.47486114502,127537.52619862558,148075.00105977058,0.0028729913127121254,-0.012833326268195666,0.021090521659853145,-0.04633546315478765,0.010593753366266334,-0.028370904837006772
2018-11-16,58.61849932670592,0,350,0.0,20516.474764347073,127537.52619862558,148054.00096297264,-0.00014182067633050632,-0.01297332691351527,-0.001022525745736913,-0.04731060969650813,0.0022233054237545957,-0.0262106765998531
2018-11-19,56.70150048732758,0,350,0.0,19845.52517056465,127537.52619862558,147383.05136919022,-0.004531789680916609,-0.017446324205398045,-0.032702966834652125,-0.07846637923132815,-0.01664310858849427,-0.042417558051518145
2018-11-20,55.54524776935577,0,350,0.0,19440.836719274517,127537.52619862558,146978.3629179001,-0.002745827607249063,-0.020144247213998878,-0.020391924517592308,-0.09725822326646649,-0.01815124083246611,-0.059798867572266046
2018-11-21,55.90299894809722,0,350,0.0,19566.049631834027,127537.52619862558,147103.5758304596,0.0008519139149036903,-0.019309494463602084,0.006440716228811594,-0.09144391965463261,0.0030432907461763747,-0.05693756216640422
2018-11-23,55.38950123786926,0,350,0.0,19386.325433254242,127537.52619862558,146923.8516318798,-0.0012217527518632032,-0.02050765578746727,-0.009185512761215375,-0.09978947312492481,-0.006554842390161242,-0.06311918781048464
2018-11-26,56.35649900436401,0,350,0.0,19724.774651527405,127537.52619862558,147262.30085015297,0.002303568920321686,-0.0182513276656463,0.01745814179373073,-0.08407347010253075,0.0155323683669224,-0.048567209919655685
2018-11-27,56.45100255012511,0,350,0.0,19757.85089254379,127537.52619862558,147295.37709116936,0.00022460766146825684,-0.018030819392203745,0.0016768881571898042,-0.08253756375168975,0.003261692144003847,-0.04546392906270291
2018-11-28,58.18999924659728,1,700,350.0,40732.999472618096,107171.02646231653,147904.02593493462,0.004132165284376432,-0.013973160433768617,0.03080541740473164,-0.0542747504498986,0.022973979644221654,-0.023534436799314107
2018-11-29,57.70900216102599,1,700,0.0,40396.30151271819,107171.02646231653,147567.3279750347,-0.002276462440907623,-0.01621781349976803,-0.008265975112543344,-0.06209209182598363,-0.0021831080910337253,-0.02566616667095334
2018-11-30,58.11750135421753,1,700,0.0,40682.25094795227,107171.02646231653,147853.27741026878,0.0019377557292521441,-0.014311483931541025,0.007078604340648553,-0.055453012836054416,0.008170747552017188,-0.01770513088743253
2018-12-03,59.172501754760745,1,700,0.0,41420.75122833252,107171.02646231653,148591.77769064903,0.004994818466762974,-0.009388148729006063,0.018152886410466085,-0.038306758668719354,0.010941426132194287,-0.006957424137003954
2018-12-04,57.31499834060669,1,700,0.0,40120.49883842468,107171.02646231653,147291.5253007412,-0.008750500263983718,-0.018056497995058263,-0.03139132805052658,-0.06849558669132383,-0.03236490314939877,-0.03909715092803934
2018-12-06,57.37149949073791,1,700,0.0,40160.04964351654,107171.02646231653,147331.07610583305,0.0002685205751729036,-0.017792825961112646,0.0009858004321214864,-0.06757730923816108,-0.0015222281477752508,-0.040559864292174064
2018-12-07,55.72849910259246,1,700,0.0,39009.94937181472,107171.02646231653,146180.97583413124,-0.007806230037141981,-0.0254601611057913,-0.028637919572081283,-0.09427995526338229,-0.023320118765389863,-0.06293412220516237
2018-12-10,56.31899855136872,1,700,0.0,39423.29898595811,107171.02646231653,146594.32544827464,0.0028276566891469734,-0.0227044970115019,0.010596004885923715,-0.08468294124407405,0.0017621539947350051,-0.061282867825276366
2018-12-11,56.361499869823454,1,700,0.0,39453.04990887642,107171.02646231653,146624.07637119293,0.00020294730254599713,-0.0225061575253801,0.0007546533061302263,-0.08399219419952653,-0.00035634616892232795,-0.06161737607902862
2018-12-12,56.72600131034851,1,700,0.0,39708.20091724396,107171.02646231653,146879.22737956047,0.0017401712916615963,-0.020805150802929773,0.006467206184486374,-0.07806818285281591,0.005419503676349802,-0.056531807998866146
2018-12-13,56.8172516465187,1,700,0.0,39772.07615256309,107171.02646231653,146943.1026148796,0.000434882702331274,-0.02037931590080211,0.0016086156976049537,-0.07658514885963152,-0.00019993032368359476,-0.056720435899878074
2018-12-14,55.6449998497963,1,700,0.0,38951.49989485741,107171.02646231653,146122.52635717392,-0.005584312860579255,-0.02584982428550675,-0.020631969388723914,-0.09563701580145267,-0.019086709555430348,-0.0747245389694301
2018-12-17,54.74600088596344,0,350,-350.0,19161.100310087204,126332.12677240373,145493.22708249092,-0.004306654766868534,-0.03004515278339337,-0.016155970280520182,-0.11024787729696695,-0.020773480559224233,-0.09394573077107593
2018-12-18,55.038500380516055,0,350,0.0,19263.47513318062,126332.12677240373,145595.60190558434,0.0007036397854820464,-0.029362653962770602,0.005342846780021393,-0.10549406803316586,8.640058610476231e-05,-0.09386744715117179
2018-12-19,54.18599927425384,0,350,0.0,18965.099745988842,126332.12677240373,145297.22651839256,-0.002049343409324056,-0.031351823210715835,-0.015489177582389324,-0.11934922926190084,-0.01539571453679811,-0.10781800526733243
2018-12-20,53.433499574661255,0,350,0.0,18701.72485113144,126332.12677240373,145033.85162353516,-0.0018126629197844357,-0.033107655843098605,-0.013887345618264324,-0.13157913088413165,-0.01577210632742365,-0.12188959455166903
2018-12-21,51.872500681877135,0,350,0.0,18155.375238656998,126332.12677240373,144487.50201106071,-0.003767048908640991,-0.03674998659292816,-0.02921386218776434,-0.15694905847546115,-0.020588228309714296,-0.139968332060175
2018-12-24,50.84199929237366,0,350,0.0,17794.69975233078,126332.12677240373,144126.8265247345,-0.0024962400298027543,-0.039154489835102946,-0.019866044165160246,-0.17369714571326755,-0.027112254452099527,-0.16328572947822306
2018-12-26,53.22749900817871,0,350,0.0,18629.62465286255,126332.12677240373,144961.75142526627,0.0057929874726581065,-0.033588323831557965,0.04691986446258567,-0.13492712778508642,0.04959374278953943,-0.12178993715762898
2018-12-27,53.497500467300405,0,350,0.0,18724.12516355514,126332.12677240373,145056.25193595886,0.0006518996201649863,-0.0329583204269408,0.005072593380354151,-0.13053896485996508,0.008562680784222065,-0.11427010472801813
2018-12-28,53.42350111007689,0,350,0.0,18698.225388526913,126332.12677240373,145030.35216093063,-0.00017854987070575756,-0.03313098559379568,-0.0013832301804220792,-0.13174162960447178,-0.0012415825080966947,-0.11536981147288616
2018-12-31,53.80374962091446,0,350,0.0,18831.31236732006,126332.12677240373,145163.43913972378,0.0009176491459212954,-0.03224373906850808,0.007117626193275495,-0.12556169108481385,0.00849248413140935,-0.10785710363465395
2019-01-02,53.927500104904176,1,700,350.0,37749.25007343292,107457.50173568727,145206.75180912018,0.0002983717501672256,-0.03195498793919871,0.002300034567509268,-0.1235504527471546,0.0012684969251244294,-0.10672542311384292
2019-01-03,51.76299984455109,0,350,-350.0,18117.04994559288,125574.55168128015,143691.60162687302,-0.010434433408708754,-0.04205598915417985,-0.040137226019053784,-0.1587287063195394,-0.02475673039503723,-0.12883998098255445
2019-01-04,53.58150007724762,1,700,350.0,37507.050054073334,106821.02665424348,144328.0767083168,0.0044294522034526995,-0.03781282194455449,0.035131275972367204,-0.1291737723336207,0.03433571464262353,-0.09892807916150892
2019-01-07,54.02499916553497,1,700,0.0,37817.49941587448,106821.02665424348,144638.52607011795,0.002150997705238966,-0.03574315953254692,0.008277093542509384,-0.12196586218795546,0.007010434848680358,-0.09261117316649536
2019-01-08,54.407999944686885,1,700,0.0,38085.59996128082,106821.02665424348,144906.6266155243,0.0018535901373633035,-0.03395582256317131,0.007089325035959382,-0.11574119279233752,0.009695285023358924,-0.08381377986333327
2019-01-09,54.9755006313324,1,700,0.0,38482.85044193268,106821.02665424348,145303.87709617615,0.0027414238391310075,-0.03130748602549227,0.010430464035113607,-0.10651796310602557,0.004098045450532162,-0.08005920709206193
2019-01-10,55.10199973583221,1,700,0.0,38571.39981508254,106821.02665424348,145392.42646932602,0.0006094081928127437,-0.030717156871159834,0.002301008686544037,-0.1044620531778615,0.004518418782931244,-0.07590252933420205
2019-01-11,55.034000468254085,1,700,0.0,38523.80032777786,106821.02665424348,145344.82698202133,-0.00032738629143613807,-0.03103448678652443,-0.001234061702009459,-0.10556720226073091,-0.00014629784190933748,-0.07603772279987431
2019-01-14,54.63350045680999,1,700,0.0,38243.45031976699,106821.02665424348,145064.47697401047,-0.0019288612730987698,-0.03290348683993016,-0.007277319621260658,-0.11207627560961797,-0.005257525167898014,-0.08089547772644234
